appliance_id,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W),event_id,is_reschedulable
Appliance1,Aggregate,Base,2013-10-09 13:06:00,2013-10-09 13:20:00,14.0,981.03,house1_event_1,False
Appliance1,Aggregate,Base,2013-10-09 14:59:00,2013-10-09 15:28:00,29.0,2204.42,house1_event_2,False
Appliance1,Aggregate,Base,2013-10-09 16:59:00,2013-10-09 17:29:00,30.0,2198.42,house1_event_3,False
Appliance1,Aggregate,Base,2013-10-09 21:34:00,2013-10-09 22:02:00,28.0,2092.93,house1_event_4,False
Appliance1,Aggregate,Base,2013-10-09 23:57:00,2013-10-10 00:26:00,29.0,2148.8,house1_event_5,False
Appliance1,Aggregate,Base,2013-10-10 02:24:00,2013-10-10 02:53:00,29.0,2148.89,house1_event_6,False
Appliance1,Aggregate,Base,2013-10-10 04:55:00,2013-10-10 05:23:00,28.0,2096.25,house1_event_7,False
Appliance1,Aggregate,Base,2013-10-10 06:56:00,2013-10-10 07:23:00,27.0,1989.71,house1_event_8,False
Appliance1,Aggregate,Base,2013-10-10 09:26:00,2013-10-10 10:16:00,50.0,3703.43,house1_event_9,False
Appliance1,Aggregate,Base,2013-10-10 11:34:00,2013-10-10 12:01:00,27.0,2067.04,house1_event_10,False
Appliance1,Aggregate,Base,2013-10-10 13:45:00,2013-10-10 14:13:00,28.0,853.54,house1_event_11,False
Appliance1,Aggregate,Base,2013-10-10 16:15:00,2013-10-10 16:45:00,30.0,1233.27,house1_event_12,False
Appliance1,Aggregate,Base,2013-10-10 18:31:00,2013-10-10 19:00:00,29.0,1185.98,house1_event_13,False
Appliance1,Aggregate,Base,2013-10-10 20:35:00,2013-10-10 21:03:00,28.0,2116.32,house1_event_14,False
Appliance1,Aggregate,Base,2013-10-10 22:40:00,2013-10-10 23:09:00,29.0,2113.22,house1_event_15,False
Appliance1,Aggregate,Base,2013-10-11 01:01:00,2013-10-11 01:29:00,28.0,2133.12,house1_event_16,False
Appliance1,Aggregate,Base,2013-10-11 03:27:00,2013-10-11 03:59:00,32.0,2278.44,house1_event_17,False
Appliance1,Aggregate,Base,2013-10-11 06:01:00,2013-10-11 06:30:00,29.0,2123.01,house1_event_18,False
Appliance1,Aggregate,Base,2013-10-11 08:36:00,2013-10-11 09:04:00,28.0,2070.08,house1_event_19,False
Appliance1,Aggregate,Base,2013-10-11 11:12:00,2013-10-11 11:41:00,29.0,2109.68,house1_event_20,False
Appliance1,Aggregate,Base,2013-10-11 13:49:00,2013-10-11 14:17:00,28.0,2092.71,house1_event_21,False
Appliance1,Aggregate,Base,2013-10-11 16:28:00,2013-10-11 16:56:00,28.0,2122.32,house1_event_22,False
Appliance1,Aggregate,Base,2013-10-11 19:09:00,2013-10-11 19:37:00,28.0,2080.63,house1_event_23,False
Appliance1,Aggregate,Base,2013-10-11 21:52:00,2013-10-11 22:20:00,28.0,2112.9,house1_event_24,False
Appliance1,Aggregate,Base,2013-10-12 00:36:00,2013-10-12 01:04:00,28.0,2100.07,house1_event_25,False
Appliance1,Aggregate,Base,2013-10-12 03:21:00,2013-10-12 03:49:00,28.0,2074.06,house1_event_26,False
Appliance1,Aggregate,Base,2013-10-12 06:09:00,2013-10-12 06:37:00,28.0,2068.93,house1_event_27,False
Appliance1,Aggregate,Base,2013-10-12 08:58:00,2013-10-12 09:29:00,31.0,1503.73,house1_event_28,False
Appliance1,Aggregate,Base,2013-10-12 11:46:00,2013-10-12 12:14:00,28.0,2095.51,house1_event_29,False
