event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,time_shift_hours,power_profile_points
Washing_Machine_2013-11-30_01,Washing Machine,Appliance2,2013-11-30 11:23:00,2013-11-30 13:36:00,2013-11-30 13:08:00,2013-11-30 15:21:00,133,0.24695612624875127,0.12954774976759356,0.1174083764811577,47.54220041615646,1.75,133
Washing_Machine_2013-11-30_02,Washing Machine,Appliance2,2013-11-30 16:05:00,2013-11-30 16:24:00,2013-11-30 20:05:00,2013-11-30 20:24:00,19,0.009250105158730159,0.0046250525793650795,0.0046250525793650795,50.0,4.0,19
Washing_Machine_2013-12-06_01,Washing Machine,Appliance2,2013-12-06 11:21:00,2013-12-06 13:38:00,2013-12-06 13:06:00,2013-12-06 15:23:00,137,0.3023204323870575,0.15784577033730154,0.14447466204975598,47.78858673527784,1.75,137
Washing_Machine_2013-12-10_01,Washing Machine,Appliance2,2013-12-10 11:06:00,2013-12-10 13:20:00,2013-12-10 13:06:00,2013-12-10 15:20:00,134,0.19839660839181245,0.10348311326357462,0.09491349512823782,47.84028109028641,2.0,134
Washing_Machine_2013-12-17_01,Washing Machine,Appliance2,2013-12-17 10:19:00,2013-12-17 12:31:00,2013-12-17 13:04:00,2013-12-17 15:16:00,132,0.19751415360742197,0.09875707680371099,0.09875707680371099,50.0,2.75,132
Washing_Machine_2013-12-18_01,Washing Machine,Appliance2,2013-12-18 10:50:00,2013-12-18 13:20:00,2013-12-18 13:05:00,2013-12-18 15:35:00,150,0.31737706382201397,0.1626707440738441,0.15470631974816987,48.74527411814788,2.25,150
Washing_Machine_2013-12-28_01,Washing Machine,Appliance2,2013-12-28 10:21:00,2013-12-28 12:37:00,2013-12-28 13:06:00,2013-12-28 15:22:00,136,0.20460831579531572,0.10230415789765786,0.10230415789765786,50.0,2.75,136
Washing_Machine_2013-12-28_02,Washing Machine,Appliance2,2013-12-28 12:55:00,2013-12-28 15:07:00,2013-12-28 12:55:00,2013-12-28 15:07:00,132,0.11387692048229546,0.11387692048229546,0.0,0.0,0.0,132
Washing_Machine_2013-12-28_03,Washing Machine,Appliance2,2013-12-28 15:10:00,2013-12-28 17:21:00,2013-12-28 19:55:00,2013-12-28 22:06:00,131,0.14521940067530506,0.12485580184378531,0.020363598831519752,14.022643487594724,4.75,131
Washing_Machine_2013-12-28_05,Washing Machine,Appliance2,2013-12-28 19:23:00,2013-12-28 19:54:00,2013-12-29 13:08:00,2013-12-29 13:39:00,31,0.016235054313333722,0.008117527156666861,0.008117527156666861,50.0,17.75,31
Washing_Machine_2013-12-30_02,Washing Machine,Appliance2,2013-12-30 22:52:00,2013-12-30 22:59:00,2013-12-31 13:07:00,2013-12-31 13:14:00,7,0.004021151515151515,0.0020105757575757575,0.0020105757575757575,50.0,14.25,7
Washing_Machine_2014-01-11_01,Washing Machine,Appliance2,2014-01-11 10:51:00,2014-01-11 12:08:00,2014-01-11 13:06:00,2014-01-11 14:23:00,77,0.20634654502442007,0.10317327251221003,0.10317327251221003,50.0,2.25,77
Washing_Machine_2014-01-12_01,Washing Machine,Appliance2,2014-01-12 12:40:00,2014-01-12 14:08:00,2014-01-12 13:10:00,2014-01-12 14:38:00,88,0.17103866637957638,0.11291822910851407,0.05812043727106231,33.980876079844386,0.5,88
Washing_Machine_2014-01-16_01,Washing Machine,Appliance2,2014-01-16 11:29:00,2014-01-16 13:43:00,2014-01-16 13:14:00,2014-01-16 15:28:00,134,0.29790014959101363,0.15633958431029757,0.14156056528071606,47.519467672327195,1.75,134
Washing_Machine_2014-01-17_01,Washing Machine,Appliance2,2014-01-17 10:14:00,2014-01-17 12:29:00,2014-01-17 13:14:00,2014-01-17 15:29:00,135,0.3168784925699302,0.1584392462849651,0.1584392462849651,50.0,3.0,135
Washing_Machine_2014-01-19_01,Washing Machine,Appliance2,2014-01-19 11:21:00,2014-01-19 12:38:00,2014-01-19 13:06:00,2014-01-19 14:23:00,77,0.21855399816849813,0.10927699908424907,0.10927699908424907,50.0,1.75,77
Washing_Machine_2014-01-21_01,Washing Machine,Appliance2,2014-01-21 09:31:00,2014-01-21 11:45:00,2014-01-21 13:01:00,2014-01-21 15:15:00,134,0.3139784010989012,0.1569892005494506,0.1569892005494506,50.0,3.5,134
Washing_Machine_2014-03-08_01,Washing Machine,Appliance2,2014-03-08 12:32:00,2014-03-08 14:44:00,2014-03-08 13:02:00,2014-03-08 15:14:00,132,0.14497253273809532,0.08605726884920636,0.05891526388888896,40.638914680013336,0.5,132
Washing_Machine_2014-03-09_01,Washing Machine,Appliance2,2014-03-09 14:23:00,2014-03-09 16:38:00,2014-03-09 19:53:00,2014-03-09 22:08:00,135,0.17907015773809518,0.1724367202380952,0.006633437499999978,3.704379101347487,5.5,135
Washing_Machine_2014-03-15_01,Washing Machine,Appliance2,2014-03-15 11:31:00,2014-03-15 13:41:00,2014-03-15 13:01:00,2014-03-15 15:11:00,130,0.17686130456349192,0.09581073809523809,0.08105056646825383,45.82719022020855,1.5,127
Washing_Machine_2014-03-16_01,Washing Machine,Appliance2,2014-03-16 10:19:00,2014-03-16 12:32:00,2014-03-16 13:04:00,2014-03-16 15:17:00,133,0.2308087182539682,0.1154043591269841,0.1154043591269841,50.0,2.75,133
Washing_Machine_2014-03-27_01,Washing Machine,Appliance2,2014-03-27 10:21:00,2014-03-27 12:34:00,2014-03-27 13:06:00,2014-03-27 15:19:00,133,0.23214326118326112,0.11607163059163056,0.11607163059163056,50.0,2.75,133
