appliance_id,appliance_name,month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
Appliance1,Fridge-Freezer,2013-09,3.1378,3.6751,10.8103,10.8103
Appliance1,Fridge-Freezer,2013-10,5.7354,6.7421,19.8284,19.8284
Appliance1,Fridge-Freezer,2013-12,0.039,0.039099999999999996,0.1148,0.1148
Appliance1,Fridge-Freezer,2014-02,0.8687,0.9928,2.9198,2.9198
Appliance1,Fridge-Freezer,2014-03,7.0087,8.1718,24.0363,24.0363
Appliance1,Fridge-Freezer,2014-04,6.5593,7.7195,22.7066,22.7066
Appliance1,Fridge-Freezer,2014-05,7.6611,8.9815,26.4174,26.4174
Appliance1,Fridge-Freezer,2014-06,8.3724,9.785,28.7814,28.7814
Appliance1,Fridge-Freezer,2014-07,9.449300000000001,11.1083,32.6701,32.6701
Appliance1,Fridge-Freezer,2014-08,7.7819,9.1969,27.048000000000002,27.048000000000002
Appliance1,Fridge-Freezer,2014-09,7.7992,9.0641,26.6584,26.6584
Appliance1,Fridge-Freezer,2014-10,7.0601,8.2701,24.3231,24.3231
Appliance1,Fridge-Freezer,2014-11,6.1122,7.1338,20.9817,20.9817
Appliance1,Fridge-Freezer,2014-12,6.3172,7.3578,21.643,21.643
Appliance1,Fridge-Freezer,2015-01,6.8707,8.0227,23.5965,23.5965
Appliance1,Fridge-Freezer,2015-02,6.1127,7.1652000000000005,21.0741,21.0741
Appliance1,Fridge-Freezer,2015-03,6.2692,7.3495,21.6182,21.6182
Appliance1,Fridge-Freezer,2015-04,6.1704,7.2573,21.3448,21.3448
Appliance1,Fridge-Freezer,2015-05,4.4033,5.2035,15.3049,15.3049
Appliance2,Washing Machine,2013-09,1.8207,1.9785,5.8191,5.8191
Appliance2,Washing Machine,2013-10,4.2095,4.4729,13.1558,13.1558
Appliance2,Washing Machine,2013-12,0.2128,0.2131,0.6269,0.6269
Appliance2,Washing Machine,2014-02,0.39999999999999997,0.4454,1.3094000000000001,1.3094000000000001
Appliance2,Washing Machine,2014-03,4.3525,4.657,13.6967,13.6967
Appliance2,Washing Machine,2014-04,4.3469,4.656,13.693999999999999,13.693999999999999
Appliance2,Washing Machine,2014-05,4.1648,4.5487,13.3791,13.3791
Appliance2,Washing Machine,2014-06,3.1939,3.6558,10.753,10.753
Appliance2,Washing Machine,2014-07,2.2025,2.4501,7.2059999999999995,7.2059999999999995
Appliance2,Washing Machine,2014-08,2.557,2.9408,8.649799999999999,8.649799999999999
Appliance2,Washing Machine,2014-09,4.2659,4.7067,13.8433,13.8433
Appliance2,Washing Machine,2014-10,4.2017,4.4399,13.059,13.059
Appliance2,Washing Machine,2014-11,3.9471,4.2336,12.451500000000001,12.451500000000001
Appliance2,Washing Machine,2014-12,3.1516,3.418,10.0531,10.0531
Appliance2,Washing Machine,2015-01,4.2421,4.5867,13.4903,13.4903
Appliance2,Washing Machine,2015-02,4.1906,4.5724,13.4476,13.4476
Appliance2,Washing Machine,2015-03,4.8183,5.2383,15.4073,15.4073
Appliance2,Washing Machine,2015-04,4.0971,4.3848,12.8969,12.8969
Appliance2,Washing Machine,2015-05,1.8713,2.2171,6.5208,6.5208
Appliance3,Dishwasher,2013-09,4.9281,5.4413,16.0036,16.0036
Appliance3,Dishwasher,2013-10,7.4728,8.4397,24.8231,24.8231
