month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
2013-09,13.2616,14.8492,43.6769,43.6769
2013-10,22.5403,25.3677,74.6102,74.6102
2013-12,0.2979,0.2983,0.8774,0.8774
2014-02,4.0149,4.3272,12.7261,12.7261
2014-03,34.3406,38.2718,112.5644,112.5644
2014-04,28.1938,31.4211,92.41720000000001,92.41720000000001
2014-05,30.7083,34.7315,102.1545,102.1545
2014-06,28.3233,31.9724,94.0376,94.0376
2014-07,25.5825,29.273600000000002,86.094,86.094
2014-08,22.8292,26.0641,76.6579,76.6579
2014-09,32.6602,36.8172,108.2838,108.2838
2014-10,33.7662,37.8859,111.4292,111.4292
2014-11,28.3572,31.4446,92.4854,92.4854
2014-12,31.9709,35.9548,105.7504,105.7504
2015-01,42.3379,48.6911,143.2076,143.2076
2015-02,28.635,32.1227,94.479,94.479
2015-03,28.993,32.3871,95.2606,95.2606
2015-04,31.6636,35.202,103.5354,103.5354
2015-05,14.656600000000001,16.8339,49.5128,49.5128
