event_id,appliance_name,appliance_ID,Shiftability,original_start_time,original_end_time,duration(min),energy(W),is_reschedulable
Fridge_2014-03-20_01,Fridge,Appliance1,Base,2014-03-20 12:31:00,2014-03-20 12:52:00,21.0,1765.51,False
Fridge_2014-03-20_02,Fridge,Appliance1,Base,2014-03-20 13:25:00,2014-03-20 13:41:00,16.0,1251.47,False
Fridge_2014-03-20_03,Fridge,Appliance1,Base,2014-03-20 14:15:00,2014-03-20 14:29:00,14.0,1206.83,False
Fridge_2014-03-20_04,Fridge,Appliance1,Base,2014-03-20 14:58:00,2014-03-20 15:14:00,16.0,1358.02,False
Fridge_2014-03-20_05,Fridge,Appliance1,Base,2014-03-20 15:48:00,2014-03-20 16:03:00,15.0,1229.84,False
Fridge_2014-03-20_06,Fridge,Appliance1,Base,2014-03-20 16:36:00,2014-03-20 16:52:00,16.0,1298.58,False
Fridge_2014-03-20_07,Fridge,Appliance1,Base,2014-03-20 17:15:00,2014-03-20 17:35:00,20.0,1643.12,False
Fridge_2014-03-20_08,Fridge,Appliance1,Base,2014-03-20 18:05:00,2014-03-20 18:23:00,18.0,1451.57,False
Fridge_2014-03-20_09,Fridge,Appliance1,Base,2014-03-20 18:53:00,2014-03-20 19:24:00,31.0,2568.18,False
Fridge_2014-03-20_10,Fridge,Appliance1,Base,2014-03-20 19:56:00,2014-03-20 20:18:00,22.0,1875.36,False
Fridge_2014-03-20_11,Fridge,Appliance1,Base,2014-03-20 20:53:00,2014-03-20 21:10:00,17.0,1410.77,False
Fridge_2014-03-20_12,Fridge,Appliance1,Base,2014-03-20 21:35:00,2014-03-20 21:55:00,20.0,1724.4,False
Fridge_2014-03-20_13,Fridge,Appliance1,Base,2014-03-20 22:28:00,2014-03-20 22:45:00,17.0,1396.24,False
Fridge_2014-03-20_14,Fridge,Appliance1,Base,2014-03-20 23:18:00,2014-03-20 23:34:00,16.0,1312.37,False
Fridge_2014-03-21_01,Fridge,Appliance1,Base,2014-03-21 00:06:00,2014-03-21 00:21:00,15.0,1248.33,False
