event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Tumble_Dryer_2014-12-04_01,Tumble Dryer,2014-12-04 21:03:00,2014-12-04 21:20:00,2014-12-04 22:00:00,2014-12-04 22:17:00,SUCCESS,winter,17.0,504.89
Tumble_Dryer_2014-12-28_01,Tumble Dryer,2014-12-28 18:39:00,2014-12-28 19:26:00,2014-12-28 22:00:00,2014-12-28 22:47:00,SUCCESS,winter,47.0,52319.57
Tumble_Dryer_2014-12-28_03,Tumble Dryer,2014-12-28 19:34:00,2014-12-28 19:53:00,2014-12-29 06:00:00,2014-12-29 06:19:00,SUCCESS,winter,19.0,11253.89
Tumble_Dryer_2014-12-28_06,Tumble Dryer,2014-12-28 20:00:00,2014-12-28 20:22:00,2014-12-29 06:19:00,2014-12-29 06:41:00,SUCCESS,winter,22.0,579.63
Tumble_Dryer_2014-12-28_07,Tumble Dryer,2014-12-28 20:58:00,2014-12-28 21:51:00,2014-12-29 06:41:00,2014-12-29 07:34:00,SUCCESS,winter,53.0,55746.23
Tumble_Dryer_2015-01-02_01,Tumble Dryer,2015-01-02 19:32:00,2015-01-02 21:04:00,2015-01-03 06:00:00,2015-01-03 07:32:00,SUCCESS,winter,92.0,115060.72
Tumble_Dryer_2015-01-02_03,Tumble Dryer,2015-01-02 21:07:00,2015-01-02 21:22:00,2015-01-03 07:32:00,2015-01-03 07:47:00,SUCCESS,winter,15.0,281.64
Tumble_Dryer_2015-01-02_05,Tumble Dryer,2015-01-02 21:27:00,2015-01-02 21:32:00,2015-01-03 07:47:00,2015-01-03 07:52:00,SUCCESS,winter,5.0,72.92
Tumble_Dryer_2015-01-12_04,Tumble Dryer,2015-01-12 16:37:00,2015-01-12 17:20:00,2015-01-12 16:42:00,2015-01-12 17:25:00,SUCCESS,winter,43.0,44346.6
Tumble_Dryer_2015-01-17_02,Tumble Dryer,2015-01-17 16:52:00,2015-01-17 17:14:00,2015-01-18 06:00:00,2015-01-18 06:22:00,SUCCESS,winter,22.0,16084.88
Tumble_Dryer_2015-01-17_03,Tumble Dryer,2015-01-17 17:18:00,2015-01-17 17:24:00,2015-01-18 06:22:00,2015-01-18 06:28:00,SUCCESS,winter,6.0,92.66
Tumble_Dryer_2015-01-17_05,Tumble Dryer,2015-01-17 17:27:00,2015-01-17 17:42:00,2015-01-18 06:28:00,2015-01-18 06:43:00,SUCCESS,winter,15.0,367.41
