event_id,appliance_name,appliance_ID,Shiftability,original_start_time,original_end_time,duration(min),energy(W),is_reschedulable
Television_Site_2014-03-09_01,Television Site,Appliance1,Non-shiftable,2014-03-09 19:05:00,2014-03-09 21:10:00,125.0,26656.26,False
Television_Site_2014-03-13_01,Television Site,Appliance1,Non-shiftable,2014-03-13 18:16:00,2014-03-13 19:14:00,58.0,7962.26,False
Television_Site_2014-03-14_01,Television Site,Appliance1,Non-shiftable,2014-03-14 18:52:00,2014-03-14 22:15:00,203.0,34791.73,False
Television_Site_2014-03-17_01,Television Site,Appliance1,Non-shiftable,2014-03-17 20:19:00,2014-03-17 22:49:00,150.0,19465.34,False
Television_Site_2014-03-23_01,Television Site,Appliance1,Non-shiftable,2014-03-23 07:41:00,2014-03-23 07:50:00,9.0,1781.37,False
Television_Site_2014-03-23_02,Television Site,Appliance1,Non-shiftable,2014-03-23 18:49:00,2014-03-23 22:31:00,222.0,43555.21,False
Television_Site_2014-03-24_01,Television Site,Appliance1,Non-shiftable,2014-03-24 18:59:00,2014-03-24 22:41:00,222.0,40925.2,False
Television_Site_2014-03-25_01,Television Site,Appliance1,Non-shiftable,2014-03-25 18:35:00,2014-03-25 22:43:00,248.0,43517.96,False
Television_Site_2014-03-29_01,Television Site,Appliance1,Non-shiftable,2014-03-29 08:21:00,2014-03-29 10:11:00,110.0,16252.84,False
Television_Site_2014-03-29_02,Television Site,Appliance1,Non-shiftable,2014-03-29 19:25:00,2014-03-29 22:30:00,185.0,41118.91,False
Television_Site_2014-03-30_01,Television Site,Appliance1,Non-shiftable,2014-03-30 07:35:00,2014-03-30 10:06:00,151.0,20920.2,False
Television_Site_2014-03-30_02,Television Site,Appliance1,Non-shiftable,2014-03-30 16:24:00,2014-03-30 17:26:00,62.0,8953.37,False
Television_Site_2014-04-06_01,Television Site,Appliance1,Non-shiftable,2014-04-06 14:40:00,2014-04-06 14:49:00,9.0,914.29,False
Television_Site_2014-04-15_01,Television Site,Appliance1,Non-shiftable,2014-04-15 09:50:00,2014-04-15 10:19:00,29.0,3663.11,False
Television_Site_2014-04-19_01,Television Site,Appliance1,Non-shiftable,2014-04-19 18:31:00,2014-04-19 20:01:00,90.0,18420.8,False
Television_Site_2014-04-20_01,Television Site,Appliance1,Non-shiftable,2014-04-20 18:17:00,2014-04-20 19:52:00,95.0,15879.65,False
Television_Site_2014-04-30_01,Television Site,Appliance1,Non-shiftable,2014-04-30 18:20:00,2014-04-30 21:46:00,206.0,36181.7,False
Television_Site_2014-05-05_01,Television Site,Appliance1,Non-shiftable,2014-05-05 09:51:00,2014-05-05 10:52:00,61.0,3248.47,False
Television_Site_2014-05-06_01,Television Site,Appliance1,Non-shiftable,2014-05-06 18:05:00,2014-05-06 21:45:00,220.0,47949.8,False
Television_Site_2014-05-11_01,Television Site,Appliance1,Non-shiftable,2014-05-11 17:36:00,2014-05-11 20:06:00,150.0,33453.5,False
Television_Site_2014-05-18_01,Television Site,Appliance1,Non-shiftable,2014-05-18 18:20:00,2014-05-18 21:16:00,176.0,38545.88,False
Television_Site_2014-05-21_01,Television Site,Appliance1,Non-shiftable,2014-05-21 18:13:00,2014-05-21 21:34:00,201.0,39555.18,False
Television_Site_2014-05-25_01,Television Site,Appliance1,Non-shiftable,2014-05-25 06:41:00,2014-05-25 09:19:00,158.0,240.8,False
Television_Site_2014-05-31_01,Television Site,Appliance1,Non-shiftable,2014-05-31 18:24:00,2014-05-31 21:22:00,178.0,35690.37,False
Television_Site_2014-06-14_01,Television Site,Appliance1,Non-shiftable,2014-06-14 17:48:00,2014-06-14 19:08:00,80.0,14627.76,False
Television_Site_2014-06-15_01,Television Site,Appliance1,Non-shiftable,2014-06-15 18:05:00,2014-06-15 19:34:00,89.0,16645.93,False
Television_Site_2014-06-18_01,Television Site,Appliance1,Non-shiftable,2014-06-18 06:12:00,2014-06-18 07:12:00,60.0,1489.6,False
Television_Site_2014-06-19_01,Television Site,Appliance1,Non-shiftable,2014-06-19 18:11:00,2014-06-19 19:18:00,67.0,13611.09,False
Television_Site_2014-06-22_01,Television Site,Appliance1,Non-shiftable,2014-06-22 18:04:00,2014-06-22 19:45:00,101.0,18956.98,False
Television_Site_2014-06-27_01,Television Site,Appliance1,Non-shiftable,2014-06-27 19:29:00,2014-06-27 22:24:00,175.0,26913.77,False
Television_Site_2014-06-28_01,Television Site,Appliance1,Non-shiftable,2014-06-28 17:52:00,2014-06-28 18:51:00,59.0,11798.73,False
Television_Site_2014-06-29_01,Television Site,Appliance1,Non-shiftable,2014-06-29 18:25:00,2014-06-29 19:18:00,53.0,11370.66,False
Television_Site_2014-06-30_01,Television Site,Appliance1,Non-shiftable,2014-06-30 17:13:00,2014-07-01 05:37:00,744.0,88484.47,False
Television_Site_2014-07-01_01,Television Site,Appliance1,Non-shiftable,2014-07-01 05:38:00,2014-07-01 22:28:00,1010.0,40112.44,False
Television_Site_2014-07-02_01,Television Site,Appliance1,Non-shiftable,2014-07-02 05:48:00,2014-07-02 18:05:00,737.0,22112.22,False
Television_Site_2014-07-03_01,Television Site,Appliance1,Non-shiftable,2014-07-03 13:04:00,2014-07-03 13:16:00,12.0,153.6,False
Television_Site_2014-07-03_02,Television Site,Appliance1,Non-shiftable,2014-07-03 21:55:00,2014-07-03 22:01:00,6.0,178.13,False
Television_Site_2014-07-03_03,Television Site,Appliance1,Non-shiftable,2014-07-03 23:33:00,2014-07-03 23:48:00,15.0,921.6,False
Television_Site_2014-07-07_01,Television Site,Appliance1,Non-shiftable,2014-07-07 18:35:00,2014-07-08 19:28:00,1493.0,35099.32,False
Television_Site_2014-07-08_01,Television Site,Appliance1,Non-shiftable,2014-07-08 19:30:00,2014-07-08 21:33:00,123.0,2718.1,False
Television_Site_2014-07-16_01,Television Site,Appliance1,Non-shiftable,2014-07-16 20:03:00,2014-07-16 20:05:00,2.0,256.0,False
Television_Site_2014-07-17_01,Television Site,Appliance1,Non-shiftable,2014-07-17 00:50:00,2014-07-17 00:52:00,2.0,25.6,False
Television_Site_2014-07-17_02,Television Site,Appliance1,Non-shiftable,2014-07-17 13:48:00,2014-07-17 13:50:00,2.0,12.8,False
Television_Site_2014-07-26_01,Television Site,Appliance1,Non-shiftable,2014-07-26 15:09:00,2014-07-27 10:08:00,1139.0,6711.02,False
Television_Site_2014-07-30_01,Television Site,Appliance1,Non-shiftable,2014-07-30 18:28:00,2014-07-30 18:51:00,23.0,4204.1,False
Television_Site_2014-07-31_01,Television Site,Appliance1,Non-shiftable,2014-07-31 18:15:00,2014-07-31 18:54:00,39.0,7506.83,False
Television_Site_2014-08-02_01,Television Site,Appliance1,Non-shiftable,2014-08-02 13:46:00,2014-08-02 14:46:00,60.0,11430.05,False
Television_Site_2014-08-04_01,Television Site,Appliance1,Non-shiftable,2014-08-04 18:06:00,2014-08-04 22:14:00,248.0,50600.27,False
Television_Site_2014-08-05_01,Television Site,Appliance1,Non-shiftable,2014-08-05 18:18:00,2014-08-05 19:15:00,57.0,8681.76,False
Television_Site_2014-08-06_01,Television Site,Appliance1,Non-shiftable,2014-08-06 07:52:00,2014-08-06 08:41:00,49.0,6317.8,False
Television_Site_2014-08-06_02,Television Site,Appliance1,Non-shiftable,2014-08-06 13:37:00,2014-08-06 13:48:00,11.0,2016.84,False
Television_Site_2014-08-06_03,Television Site,Appliance1,Non-shiftable,2014-08-06 18:18:00,2014-08-06 19:06:00,48.0,9149.8,False
Television_Site_2014-08-06_04,Television Site,Appliance1,Non-shiftable,2014-08-06 21:26:00,2014-08-06 21:29:00,3.0,263.31,False
Television_Site_2014-08-06_05,Television Site,Appliance1,Non-shiftable,2014-08-06 21:59:00,2014-08-06 22:02:00,3.0,24.0,False
Television_Site_2014-08-06_06,Television Site,Appliance1,Non-shiftable,2014-08-06 22:04:00,2014-08-06 22:06:00,2.0,22.4,False
Television_Site_2014-08-07_01,Television Site,Appliance1,Non-shiftable,2014-08-07 18:19:00,2014-08-07 18:58:00,39.0,7431.8,False
Television_Site_2014-08-08_01,Television Site,Appliance1,Non-shiftable,2014-08-08 18:41:00,2014-08-08 19:05:00,24.0,4331.71,False
Television_Site_2014-08-08_02,Television Site,Appliance1,Non-shiftable,2014-08-08 21:39:00,2014-08-08 21:41:00,2.0,100.7,False
Television_Site_2014-08-09_01,Television Site,Appliance1,Non-shiftable,2014-08-09 03:40:00,2014-08-09 03:42:00,2.0,32.0,False
Television_Site_2014-08-11_01,Television Site,Appliance1,Non-shiftable,2014-08-11 18:28:00,2014-08-11 19:02:00,34.0,6495.05,False
Television_Site_2014-08-18_01,Television Site,Appliance1,Non-shiftable,2014-08-18 08:21:00,2014-08-18 09:53:00,92.0,5518.58,False
Television_Site_2014-08-18_02,Television Site,Appliance1,Non-shiftable,2014-08-18 18:02:00,2014-08-18 19:19:00,77.0,14594.72,False
Television_Site_2014-08-25_01,Television Site,Appliance1,Non-shiftable,2014-08-25 18:21:00,2014-08-25 19:09:00,48.0,13121.1,False
Television_Site_2014-08-28_01,Television Site,Appliance1,Non-shiftable,2014-08-28 06:17:00,2014-08-28 06:19:00,2.0,27.2,False
Television_Site_2014-08-29_01,Television Site,Appliance1,Non-shiftable,2014-08-29 05:45:00,2014-08-29 05:51:00,6.0,272.25,False
Television_Site_2014-09-05_01,Television Site,Appliance1,Non-shiftable,2014-09-05 17:50:00,2014-09-05 18:38:00,48.0,8763.53,False
Television_Site_2014-09-07_01,Television Site,Appliance1,Non-shiftable,2014-09-07 17:53:00,2014-09-07 19:04:00,71.0,12094.63,False
Television_Site_2014-09-28_01,Television Site,Appliance1,Non-shiftable,2014-09-28 12:47:00,2014-09-28 12:50:00,3.0,21.71,False
Television_Site_2014-09-29_01,Television Site,Appliance1,Non-shiftable,2014-09-29 18:52:00,2014-09-29 20:15:00,83.0,16204.14,False
Television_Site_2014-10-04_01,Television Site,Appliance1,Non-shiftable,2014-10-04 19:07:00,2014-10-04 20:37:00,90.0,17056.91,False
Television_Site_2014-10-16_01,Television Site,Appliance1,Non-shiftable,2014-10-16 20:31:00,2014-10-16 20:33:00,2.0,26.0,False
Television_Site_2014-10-21_01,Television Site,Appliance1,Non-shiftable,2014-10-21 20:55:00,2014-10-21 21:25:00,30.0,1852.8,False
Television_Site_2014-10-23_01,Television Site,Appliance1,Non-shiftable,2014-10-23 02:28:00,2014-10-23 02:30:00,2.0,288.0,False
Television_Site_2014-10-23_02,Television Site,Appliance1,Non-shiftable,2014-10-23 02:39:00,2014-10-23 02:48:00,9.0,408.0,False
Television_Site_2014-10-23_03,Television Site,Appliance1,Non-shiftable,2014-10-23 03:38:00,2014-10-23 03:44:00,6.0,23.56,False
Television_Site_2014-10-25_01,Television Site,Appliance1,Non-shiftable,2014-10-25 19:48:00,2014-10-26 00:05:00,257.0,26322.7,False
Television_Site_2014-10-30_01,Television Site,Appliance1,Non-shiftable,2014-10-30 20:57:00,2014-10-30 22:03:00,66.0,3849.33,False
Television_Site_2014-10-31_01,Television Site,Appliance1,Non-shiftable,2014-10-31 13:43:00,2014-10-31 13:46:00,3.0,12.0,False
Television_Site_2014-10-31_02,Television Site,Appliance1,Non-shiftable,2014-10-31 14:05:00,2014-10-31 14:44:00,39.0,1625.14,False
Television_Site_2014-10-31_03,Television Site,Appliance1,Non-shiftable,2014-10-31 14:57:00,2014-10-31 14:59:00,2.0,26.67,False
Television_Site_2014-10-31_04,Television Site,Appliance1,Non-shiftable,2014-10-31 15:07:00,2014-10-31 15:12:00,5.0,144.0,False
Television_Site_2014-10-31_05,Television Site,Appliance1,Non-shiftable,2014-10-31 15:21:00,2014-10-31 15:29:00,8.0,415.09,False
Television_Site_2014-10-31_06,Television Site,Appliance1,Non-shiftable,2014-10-31 23:28:00,2014-10-31 23:32:00,4.0,51.14,False
Television_Site_2014-10-31_07,Television Site,Appliance1,Non-shiftable,2014-10-31 23:48:00,2014-10-31 23:51:00,3.0,11.33,False
Television_Site_2014-11-01_01,Television Site,Appliance1,Non-shiftable,2014-11-01 00:08:00,2014-11-01 00:13:00,5.0,68.57,False
Television_Site_2014-11-01_02,Television Site,Appliance1,Non-shiftable,2014-11-01 01:23:00,2014-11-01 01:28:00,5.0,141.71,False
Television_Site_2014-11-01_03,Television Site,Appliance1,Non-shiftable,2014-11-01 04:26:00,2014-11-01 04:34:00,8.0,416.0,False
Television_Site_2014-11-01_04,Television Site,Appliance1,Non-shiftable,2014-11-01 04:47:00,2014-11-01 04:52:00,5.0,34.67,False
Television_Site_2014-11-01_05,Television Site,Appliance1,Non-shiftable,2014-11-01 04:56:00,2014-11-01 04:59:00,3.0,50.14,False
Television_Site_2014-11-01_06,Television Site,Appliance1,Non-shiftable,2014-11-01 05:36:00,2014-11-01 06:06:00,30.0,224.38,False
Television_Site_2014-11-01_07,Television Site,Appliance1,Non-shiftable,2014-11-01 06:27:00,2014-11-01 06:29:00,2.0,20.57,False
Television_Site_2014-11-01_08,Television Site,Appliance1,Non-shiftable,2014-11-01 07:00:00,2014-11-01 07:57:00,57.0,10935.51,False
Television_Site_2014-11-05_01,Television Site,Appliance1,Non-shiftable,2014-11-05 19:25:00,2014-11-05 20:09:00,44.0,8539.01,False
Television_Site_2014-11-06_01,Television Site,Appliance1,Non-shiftable,2014-11-06 17:25:00,2014-11-06 17:27:00,2.0,8.67,False
Television_Site_2014-11-15_01,Television Site,Appliance1,Non-shiftable,2014-11-15 13:10:00,2014-11-15 13:12:00,2.0,12.22,False
Television_Site_2014-11-15_02,Television Site,Appliance1,Non-shiftable,2014-11-15 19:08:00,2014-11-15 22:45:00,217.0,44131.01,False
Television_Site_2014-11-18_01,Television Site,Appliance1,Non-shiftable,2014-11-18 08:23:00,2014-11-18 08:26:00,3.0,67.43,False
Television_Site_2014-11-18_02,Television Site,Appliance1,Non-shiftable,2014-11-18 14:13:00,2014-11-18 14:15:00,2.0,10.57,False
Television_Site_2014-11-20_01,Television Site,Appliance1,Non-shiftable,2014-11-20 15:30:00,2014-11-20 15:33:00,3.0,20.57,False
Television_Site_2014-11-22_01,Television Site,Appliance1,Non-shiftable,2014-11-22 20:09:00,2014-11-22 23:05:00,176.0,35228.37,False
Television_Site_2014-11-28_01,Television Site,Appliance1,Non-shiftable,2014-11-28 19:30:00,2014-11-28 22:53:00,203.0,41515.38,False
Television_Site_2014-11-29_01,Television Site,Appliance1,Non-shiftable,2014-11-29 18:19:00,2014-11-29 20:32:00,133.0,24980.6,False
