event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost
Tumble_Dryer_2013-11-01_06,Tumble Dryer,original,winter,2013-11-01 16:16:00,2013-11-01 17:03:00,47,63240.38,0.4586048833333336,44,59203.76000000003,0.43,0.4242936133333336,0,0.0,0.46,0.0,3,4036.62,0.51,0.034311270000000005,scheduled,winter,2013-11-01 16:21:00,2013-11-01 17:08:00,47,63240.38,0.46757515000000016,39,52476.06000000003,0.43,0.3760784300000002,0,0.0,0.46,0.0,8,10764.32,0.51,0.09149671999999999
Tumble_Dryer_2013-11-02_07,Tumble Dryer,original,winter,2013-11-02 19:42:00,2013-11-02 20:12:00,30,34171.3,0.2790656166666667,0,0.0,0.43,0.0,12,13668.519999999999,0.46,0.10479198666666667,18,20502.780000000002,0.51,0.17427363,scheduled,winter,2013-11-02 22:00:00,2013-11-02 22:30:00,30,34171.3,0.24489431666666683,30,34171.30000000002,0.43,0.24489431666666683,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-11-05_02,Tumble Dryer,original,winter,2013-11-05 18:01:00,2013-11-05 18:37:00,36,36786.48,0.3126850800000001,0,0.0,0.43,0.0,0,0.0,0.46,0.0,36,36786.48000000001,0.51,0.3126850800000001,scheduled,winter,2013-11-06 06:00:00,2013-11-06 06:36:00,36,36786.48,0.2636364400000001,36,36786.48000000001,0.43,0.2636364400000001,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-11-05_03,Tumble Dryer,original,winter,2013-11-05 20:16:00,2013-11-05 20:46:00,30,38524.34,0.29535327333333333,0,0.0,0.43,0.0,30,38524.340000000004,0.46,0.29535327333333333,0,0.0,0.51,0.0,scheduled,winter,2013-11-06 06:36:00,2013-11-06 07:06:00,30,38524.34,0.27609110333333337,30,38524.340000000004,0.43,0.27609110333333337,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-11-13_01,Tumble Dryer,original,winter,2013-11-13 17:05:00,2013-11-13 17:59:00,54,86671.46,0.7367074100000002,0,0.0,0.43,0.0,0,0.0,0.46,0.0,54,86671.46000000002,0.51,0.7367074100000002,scheduled,winter,2013-11-13 22:00:00,2013-11-13 22:54:00,54,86671.46,0.6211454633333335,54,86671.46000000002,0.43,0.6211454633333335,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-11-20_02,Tumble Dryer,original,winter,2013-11-20 17:46:00,2013-11-20 18:35:00,49,46372.65,0.39416752499999974,0,0.0,0.43,0.0,0,0.0,0.46,0.0,49,46372.64999999997,0.51,0.39416752499999974,scheduled,winter,2013-11-20 22:00:00,2013-11-20 22:49:00,49,46372.65,0.33233732499999974,49,46372.64999999997,0.43,0.33233732499999974,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-11-22_02,Tumble Dryer,original,winter,2013-11-22 20:34:00,2013-11-22 21:32:00,58,93799.65,0.719130649999999,0,0.0,0.43,0.0,58,93799.64999999986,0.46,0.719130649999999,0,0.0,0.51,0.0,scheduled,winter,2013-11-22 22:00:00,2013-11-22 22:58:00,58,93799.65,0.672230824999999,58,93799.64999999986,0.43,0.672230824999999,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-11-25_06,Tumble Dryer,original,winter,2013-11-25 17:29:00,2013-11-25 18:04:00,35,39398.08,0.33488368,0,0.0,0.43,0.0,0,0.0,0.46,0.0,35,39398.08,0.51,0.33488368,scheduled,winter,2013-11-25 22:00:00,2013-11-25 22:35:00,35,39398.08,0.2823529066666667,35,39398.08,0.43,0.2823529066666667,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-11-27_02,Tumble Dryer,original,winter,2013-11-27 21:31:00,2013-11-27 22:20:00,49,80707.83,0.6022890442857142,20,32941.97142857142,0.43,0.2360841285714285,29,47765.85857142856,0.46,0.36620491571428565,0,0.0,0.51,0.0,scheduled,winter,2013-11-27 22:00:00,2013-11-27 22:49:00,49,80707.83,0.5784061150000003,49,80707.83000000005,0.43,0.5784061150000003,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-12-04_02,Tumble Dryer,original,winter,2013-12-04 16:33:00,2013-12-04 17:08:00,35,47097.51,0.3518856818571428,27,36332.36485714285,0.43,0.2603819481428571,0,0.0,0.46,0.0,8,10765.145142857144,0.51,0.09150373371428572,scheduled,winter,2013-12-04 16:38:00,2013-12-04 17:13:00,35,47097.51,0.3608566361428571,22,29604.14914285713,0.43,0.21216306885714278,0,0.0,0.46,0.0,13,17493.36085714286,0.51,0.1486935672857143
