appliance_id,appliance_name,month,cost_TOU_D,cost_TOU_D_Base,energy_TOU_D,energy_TOU_D_Base
Appliance1,Fridge,2014-03,4.0574,5.4837,9.1395,9.1395
Appliance1,Fridge,2014-04,8.7141,11.6903,19.4826,19.4826
Appliance1,Fridge,2014-05,6.8425,9.2518,15.4197,15.4197
Appliance1,Fridge,2014-06,8.761,11.5332,19.2209,19.2209
Appliance1,Fridge,2014-07,7.5876,10.0093,16.6808,16.6808
Appliance1,Fridge,2014-08,6.3026,8.386,13.9763,13.9763
Appliance1,Fridge,2014-09,7.2863999999999995,9.613,16.0216,16.0216
Appliance1,Fridge,2014-10,6.3235,8.5511,14.253,14.253
Appliance1,Fridge,2014-11,3.0315,4.1116,6.8515,6.8515
Appliance1,Fridge,2014-12,2.8853,3.9275,6.5456,6.5456
Appliance1,Fridge,2015-01,2.8891,3.894,6.4898,6.4898
Appliance1,Fridge,2015-02,1.9682,2.6607,4.4344,4.4344
Appliance1,Fridge,2015-03,3.0174,4.0855,6.8083,6.8083
Appliance1,Fridge,2015-04,3.9928,5.381,8.9731,8.9731
Appliance1,Fridge,2015-05,2.3163,3.1292,5.2147,5.2147
Appliance2,Freezer,2014-03,12.4209,16.7978,27.9958,27.9958
Appliance2,Freezer,2014-04,17.275,23.3678,38.947,38.947
Appliance2,Freezer,2014-05,20.207,27.3259,45.5424,45.5424
Appliance2,Freezer,2014-06,23.7165,31.3332,52.2219,52.2219
Appliance2,Freezer,2014-07,26.6757,35.2912,58.8202,58.8202
Appliance2,Freezer,2014-08,25.0891,33.2781,55.4623,55.4623
Appliance2,Freezer,2014-09,23.4194,31.1612,51.936,51.936
Appliance2,Freezer,2014-10,18.1887,24.6166,41.0293,41.0293
Appliance2,Freezer,2014-11,12.4853,16.9031,28.1722,28.1722
Appliance2,Freezer,2014-12,12.5655,17.0277,28.3786,28.3786
Appliance2,Freezer,2015-01,12.4186,16.8289,28.0491,28.0491
Appliance2,Freezer,2015-02,10.9326,14.8122,24.6884,24.6884
Appliance2,Freezer,2015-03,13.1114,17.7352,29.5564,29.5564
Appliance2,Freezer,2015-04,15.998,21.588,35.9794,35.9794
Appliance2,Freezer,2015-05,8.1482,11.0248,18.3745,18.3745
Appliance3,Fridge-Freezer,2014-03,17.247,23.2744,38.7904,38.7904
Appliance3,Fridge-Freezer,2014-04,20.3594,27.4777,45.7953,45.7953
Appliance3,Fridge-Freezer,2014-05,19.0528,25.7476,42.9111,42.9111
Appliance3,Fridge-Freezer,2014-06,21.5793,28.6171,47.6959,47.6959
Appliance3,Fridge-Freezer,2014-07,21.7468,28.9426,48.2368,48.2368
Appliance3,Fridge-Freezer,2014-08,18.7093,25.000799999999998,41.6665,41.6665
Appliance3,Fridge-Freezer,2014-09,23.811,31.533,52.555,52.555
Appliance3,Fridge-Freezer,2014-10,21.2527,28.6686,47.7819,47.7819
Appliance3,Fridge-Freezer,2014-11,18.4387,24.8758,41.4601,41.4601
Appliance3,Fridge-Freezer,2014-12,20.8349,28.1405,46.9006,46.9006
Appliance3,Fridge-Freezer,2015-01,20.1237,27.2354,45.394,45.394
Appliance3,Fridge-Freezer,2015-02,16.2463,21.9474,36.5789,36.5789
Appliance3,Fridge-Freezer,2015-03,19.5949,26.4565,44.0954,44.0954
Appliance3,Fridge-Freezer,2015-04,17.7762,23.9299,39.884100000000004,39.884100000000004
Appliance3,Fridge-Freezer,2015-05,9.4151,12.7182,21.1981,21.1981
Appliance4,Washer Dryer,2014-03,0.007200000000000001,0.009600000000000001,0.0161,0.0161
Appliance4,Washer Dryer,2014-04,0.09330000000000001,0.13019999999999998,0.217,0.217
Appliance4,Washer Dryer,2014-05,0.0065,0.0088,0.0155,0.0155
Appliance4,Washer Dryer,2014-06,1.3418999999999999,1.8874,3.1456,3.1456
