event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Tumble_Dryer_2014-05-08_06,Tumble Dryer,2014-05-08 17:01:00,2014-05-08 17:09:00,2014-05-09 06:00:00,2014-05-09 06:08:00,SUCCESS,summer,8.0,451.2
Tumble_Dryer_2014-06-03_05,Tumble Dryer,2014-06-03 23:33:00,2014-06-03 23:47:00,2014-06-04 06:00:00,2014-06-04 06:14:00,SUCCESS,summer,14.0,57.6
Tumble_Dryer_2014-06-05_05,Tumble Dryer,2014-06-05 14:22:00,2014-06-05 14:27:00,2014-06-06 06:00:00,2014-06-06 06:05:00,SUCCESS,summer,5.0,57.6
Tumble_Dryer_2014-06-05_08,Tumble Dryer,2014-06-05 16:40:00,2014-06-05 16:50:00,2014-06-06 06:05:00,2014-06-06 06:15:00,SUCCESS,summer,10.0,640.0
Tumble_Dryer_2014-06-23_01,Tumble Dryer,2014-06-23 21:53:00,2014-06-23 22:15:00,2014-06-24 06:00:00,2014-06-24 06:22:00,SUCCESS,summer,22.0,1332.57
Tumble_Dryer_2014-07-06_01,Tumble Dryer,2014-07-06 14:02:00,2014-07-06 14:14:00,2014-07-07 06:00:00,2014-07-07 06:12:00,SUCCESS,summer,12.0,7209.61
Tumble_Dryer_2014-07-30_01,Tumble Dryer,2014-07-30 15:41:00,2014-07-30 15:56:00,2014-07-31 06:00:00,2014-07-31 06:15:00,SUCCESS,summer,15.0,10509.25
Tumble_Dryer_2014-08-06_01,Tumble Dryer,2014-08-06 16:37:00,2014-08-06 16:43:00,2014-08-07 06:00:00,2014-08-07 06:06:00,SUCCESS,summer,6.0,7264.79
Tumble_Dryer_2014-08-07_01,Tumble Dryer,2014-08-07 19:17:00,2014-08-07 19:22:00,2014-08-08 06:00:00,2014-08-08 06:05:00,SUCCESS,summer,5.0,155.43
Tumble_Dryer_2014-08-08_06,Tumble Dryer,2014-08-08 17:45:00,2014-08-08 17:50:00,2014-08-09 06:00:00,2014-08-09 06:05:00,SUCCESS,summer,5.0,106.97
Tumble_Dryer_2014-08-13_02,Tumble Dryer,2014-08-13 14:49:00,2014-08-13 15:09:00,2014-08-14 06:00:00,2014-08-14 06:20:00,SUCCESS,summer,20.0,19941.57
Tumble_Dryer_2014-08-17_02,Tumble Dryer,2014-08-17 21:01:00,2014-08-17 21:07:00,2014-08-18 06:00:00,2014-08-18 06:06:00,SUCCESS,summer,6.0,763.1
Tumble_Dryer_2014-08-23_01,Tumble Dryer,2014-08-23 15:23:00,2014-08-23 15:30:00,2014-08-24 06:00:00,2014-08-24 06:07:00,SUCCESS,summer,7.0,8623.99
Tumble_Dryer_2014-09-03_01,Tumble Dryer,2014-09-03 15:59:00,2014-09-03 16:14:00,2014-09-04 06:00:00,2014-09-04 06:15:00,SUCCESS,summer,15.0,12644.42
Tumble_Dryer_2014-09-03_02,Tumble Dryer,2014-09-03 16:15:00,2014-09-03 16:26:00,2014-09-04 06:15:00,2014-09-04 06:26:00,SUCCESS,summer,11.0,12781.29
