appliance_id,appliance_name,month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
Appliance1,Fridge-Freezer,2014-03,5.3797,4.9529,6.2468,20.823900000000002,20.823900000000002,20.823900000000002
Appliance1,Fridge-Freezer,2014-04,6.6472,6.1466,7.6984,25.6659,25.6659,25.6659
Appliance1,Fridge-Freezer,2014-05,7.8936,7.3127,9.2155,30.7211,30.7211,30.7211
Appliance1,Fridge-Freezer,2014-06,8.4754,7.9179,9.8984,32.9955,32.9955,32.9955
Appliance1,Fridge-Freezer,2014-07,8.5721,7.8582,9.964,33.2114,33.2114,33.2114
Appliance1,Fridge-Freezer,2014-08,12.3861,11.5119,14.5199,48.395799999999994,48.395799999999994,48.395799999999994
Appliance1,Fridge-Freezer,2014-09,7.426,6.9123,8.689,28.9641,28.9641,28.9641
Appliance1,Fridge-Freezer,2014-10,6.3299,5.962,7.4328,24.7731,24.7731,24.7731
Appliance1,Fridge-Freezer,2014-11,6.2141,5.742,7.2362,24.1199,24.1199,24.1199
Appliance1,Fridge-Freezer,2014-12,4.556,4.2416,5.3266,17.7564,17.7564,17.7564
Appliance1,Fridge-Freezer,2015-01,5.0279,4.6874,5.8879,19.6276,19.6276,19.6276
Appliance1,Fridge-Freezer,2015-02,5.9264,5.5419,6.9093,23.0332,23.0332,23.0332
Appliance1,Fridge-Freezer,2015-03,6.2247,5.7449,7.2404,24.1339,24.1339,24.1339
Appliance1,Fridge-Freezer,2015-04,5.589,5.1409,6.5745000000000005,21.9106,21.9106,21.9106
Appliance1,Fridge-Freezer,2015-05,4.9535,4.4825,5.7542,19.1832,19.1832,19.1832
Appliance1,Fridge-Freezer,2015-06,15.9932,14.8541,18.8025,62.6755,62.6755,62.6755
Appliance2,Tumble Dryer,2014-03,1.6091,1.5566,1.6091,5.364000000000001,5.364000000000001,5.364000000000001
Appliance2,Tumble Dryer,2014-04,4.465,4.159,4.6195,15.398299999999999,15.398299999999999,15.398299999999999
Appliance2,Tumble Dryer,2014-05,1.308,1.254,1.313,4.3769,4.3769,4.3769
Appliance2,Tumble Dryer,2014-06,1.8803,1.6789,1.8803,6.2676,6.2676,6.2676
Appliance2,Tumble Dryer,2014-07,0.0001,0.0001,0.0001,0.0005,0.0005,0.0005
Appliance2,Tumble Dryer,2014-08,0.096,0.07339999999999999,0.096,0.32,0.32,0.32
Appliance2,Tumble Dryer,2014-09,0.22369999999999998,0.1219,0.22369999999999998,0.7458,0.7458,0.7458
Appliance2,Tumble Dryer,2014-10,4.5783000000000005,3.9746,4.5784,15.261800000000001,15.261800000000001,15.261800000000001
Appliance2,Tumble Dryer,2014-11,8.0805,6.5757,8.0805,26.935299999999998,26.935299999999998,26.935299999999998
Appliance2,Tumble Dryer,2014-12,5.1623,4.169700000000001,5.1623,17.207900000000002,17.207900000000002,17.207900000000002
Appliance2,Tumble Dryer,2015-01,8.1094,7.1478,8.4179,28.0594,28.0594,28.0594
Appliance2,Tumble Dryer,2015-02,5.7555,5.0541,5.8057,19.352800000000002,19.352800000000002,19.352800000000002
Appliance2,Tumble Dryer,2015-03,6.4161,4.8289,6.4161,21.3861,21.3861,21.3861
Appliance2,Tumble Dryer,2015-04,0.0001,0.0001,0.0001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001
Appliance2,Tumble Dryer,2015-05,0.0011,0.001,0.0011,0.0035,0.0035,0.0035
Appliance3,Washing Machine,2014-03,1.3728,1.4337,2.1501,7.1676,7.1676,7.1676
Appliance3,Washing Machine,2014-04,2.0918,1.9464000000000001,2.2118,7.3725,7.3725,7.3725
Appliance3,Washing Machine,2014-05,1.4824,1.2738,1.9027,6.3423,6.3423,6.3423
Appliance3,Washing Machine,2014-06,1.7288000000000001,1.6073,1.9784,6.5944,6.5944,6.5944
Appliance3,Washing Machine,2014-07,0.7142,0.6672,0.7714,2.5711,2.5711,2.5711
Appliance3,Washing Machine,2014-08,0.438,0.394,0.4859,1.6195,1.6195,1.6195
Appliance3,Washing Machine,2014-09,1.1496,1.1326,1.1679,3.8937,3.8937,3.8937
Appliance3,Washing Machine,2014-10,1.1734,1.0279,1.3254,4.4169,4.4169,4.4169
Appliance3,Washing Machine,2014-11,2.6325,2.2065,2.8371,9.4566,9.4566,9.4566
Appliance3,Washing Machine,2014-12,1.9732999999999998,1.5948,2.1774,7.2583,7.2583,7.2583
Appliance3,Washing Machine,2015-01,2.6025,2.2801,3.0823,10.2741,10.2741,10.2741
Appliance3,Washing Machine,2015-02,2.7152,2.2241,2.8062,9.3547,9.3547,9.3547
Appliance3,Washing Machine,2015-03,2.3913,2.0469,2.6285,8.7617,8.7617,8.7617
Appliance3,Washing Machine,2015-04,1.074,0.9849,1.2828,4.2759,4.2759,4.2759
Appliance3,Washing Machine,2015-05,1.144,1.013,1.3455,4.484500000000001,4.484500000000001,4.484500000000001
Appliance4,Dishwasher,2014-03,3.0055,2.7695,4.7839,15.9494,15.9494,15.9494
Appliance4,Dishwasher,2014-04,4.8698,4.4996,6.1274,20.4259,20.4259,20.4259
Appliance4,Dishwasher,2014-05,5.098,5.0938,6.5467,21.8249,21.8249,21.8249
Appliance4,Dishwasher,2014-06,5.2536,5.1679,6.2167,20.7225,20.7225,20.7225
Appliance4,Dishwasher,2014-07,2.147,2.1819,2.7895,9.3003,9.3003,9.3003
Appliance4,Dishwasher,2014-08,7.1308,6.5782,8.3112,27.7043,27.7043,27.7043
Appliance4,Dishwasher,2014-09,4.9688,4.5611,6.3768,21.2565,21.2565,21.2565
Appliance4,Dishwasher,2014-10,6.0440000000000005,5.2642999999999995,7.1625,23.8759,23.8759,23.8759
Appliance4,Dishwasher,2014-11,6.6808,5.3941,7.3831,24.611,24.611,24.611
Appliance4,Dishwasher,2014-12,5.9940999999999995,5.0043,7.558,25.1954,25.1954,25.1954
Appliance4,Dishwasher,2015-01,5.4841,5.0171,6.246,20.8211,20.8211,20.8211
Appliance4,Dishwasher,2015-02,5.2445,4.3421,6.5551,21.8525,21.8525,21.8525
Appliance4,Dishwasher,2015-03,5.369,4.7729,7.5886,25.2979,25.2979,25.2979
Appliance4,Dishwasher,2015-04,3.7202,3.3735,5.3902,17.9679,17.9679,17.9679
Appliance4,Dishwasher,2015-05,3.2056,2.6893000000000002,4.5905,15.3023,15.3023,15.3023
Appliance4,Dishwasher,2015-06,10.385,9.6843,12.2653,40.884699999999995,40.884699999999995,40.884699999999995
Appliance5,Food Mixer,2014-03,0.049,0.0429,0.049,0.1632,0.1632,0.1632
Appliance5,Food Mixer,2014-04,0.0094,0.0094,0.0094,0.031200000000000002,0.031200000000000002,0.031200000000000002
Appliance5,Food Mixer,2014-05,0.0091,0.0083,0.011000000000000001,0.037,0.037,0.037
Appliance5,Food Mixer,2014-06,0.0201,0.0188,0.0201,0.06709999999999999,0.06709999999999999,0.06709999999999999
Appliance5,Food Mixer,2014-08,0.0223,0.0208,0.0223,0.0744,0.0744,0.0744
Appliance5,Food Mixer,2014-09,0.0231,0.015600000000000001,0.0231,0.0771,0.0771,0.0771
Appliance5,Food Mixer,2014-10,0.01,0.0097,0.01,0.0334,0.0334,0.0334
Appliance5,Food Mixer,2014-11,0.0067,0.0067,0.0067,0.0223,0.0223,0.0223
Appliance5,Food Mixer,2014-12,0.0165,0.0125,0.0165,0.054900000000000004,0.054900000000000004,0.054900000000000004
Appliance5,Food Mixer,2015-04,0.0008,0.0008,0.0008,0.0028,0.0028,0.0028
Appliance6,Television,2014-03,1.322,1.1383,1.3361,4.4525,4.4525,4.4525
Appliance6,Television,2014-04,0.9276,0.7552,0.9356,3.1192,3.1192,3.1192
Appliance6,Television,2014-05,1.6307,1.3391,1.6378,5.4587,5.4587,5.4587
Appliance6,Television,2014-06,1.5727,1.3024,1.5858,5.2871,5.2871,5.2871
Appliance6,Television,2014-07,0.8763,0.7422,0.8777,2.9256,2.9256,2.9256
Appliance6,Television,2014-08,3.7782,3.4191,4.2949,14.3174,14.3174,14.3174
Appliance6,Television,2014-09,0.9697,0.8115,1.0130000000000001,3.3754,3.3754,3.3754
Appliance6,Television,2014-10,1.1954,1.0028,1.2108,4.0357,4.0357,4.0357
Appliance6,Television,2014-11,0.8783,0.7804,0.9027,3.0091,3.0091,3.0091
Appliance6,Television,2014-12,0.7228,0.627,0.7283000000000001,2.427,2.427,2.427
Appliance6,Television,2015-01,0.9269999999999999,0.7719,0.9309,3.1021,3.1021,3.1021
Appliance6,Television,2015-02,1.7718,1.4586000000000001,1.7829,5.9437,5.9437,5.9437
Appliance6,Television,2015-03,1.0304,0.8515,1.0459,3.4861999999999997,3.4861999999999997,3.4861999999999997
Appliance6,Television,2015-04,1.0638,0.8813,1.0706,3.5673,3.5673,3.5673
Appliance6,Television,2015-05,1.0211999999999999,0.8439,1.0256,3.4193,3.4193,3.4193
Appliance6,Television,2015-06,0.1087,0.0987,0.11080000000000001,0.36950000000000005,0.36950000000000005,0.36950000000000005
Appliance7,Toaster,2014-03,1.2797,1.2737,1.3467,4.4887,4.4887,4.4887
Appliance7,Toaster,2014-04,0.8966,0.9353,1.033,3.4433,3.4433,3.4433
Appliance7,Toaster,2014-05,0.9225,0.8816,1.0379,3.4588,3.4588,3.4588
Appliance7,Toaster,2014-06,1.259,1.1034,1.2925,4.3086,4.3086,4.3086
Appliance7,Toaster,2014-07,0.6431,0.5892999999999999,0.6849,2.2828,2.2828,2.2828
Appliance7,Toaster,2014-08,0.6506,0.557,0.6719,2.2395,2.2395,2.2395
Appliance7,Toaster,2014-09,0.4512,0.5086,0.5892000000000001,1.965,1.965,1.965
Appliance7,Toaster,2014-10,0.7649,0.7373999999999999,0.8004,2.6683,2.6683,2.6683
Appliance7,Toaster,2014-11,0.7158,0.6911,0.7399,2.465,2.465,2.465
Appliance7,Toaster,2014-12,0.8834,0.8495,0.8834,2.9435000000000002,2.9435000000000002,2.9435000000000002
Appliance7,Toaster,2015-01,0.9390000000000001,0.9538,0.9736,3.2466,3.2466,3.2466
Appliance7,Toaster,2015-02,0.6934,0.7054,0.7211,2.4032999999999998,2.4032999999999998,2.4032999999999998
Appliance7,Toaster,2015-03,0.8719,0.9071,0.9392,3.1303,3.1303,3.1303
Appliance7,Toaster,2015-04,0.2052,0.2102,0.2289,0.763,0.763,0.763
Appliance7,Toaster,2015-05,0.14100000000000001,0.12990000000000002,0.15510000000000002,0.5173,0.5173,0.5173
Appliance7,Toaster,2015-06,0.0246,0.0246,0.0246,0.0823,0.0823,0.0823
Appliance8,Vivarium,2014-03,4.4265,4.0982,5.1872,17.2906,17.2906,17.2906
Appliance8,Vivarium,2014-04,15.6685,14.492899999999999,18.3785,61.2622,61.2622,61.2622
Appliance8,Vivarium,2014-09,3.4828,3.2262,4.0857,13.6191,13.6191,13.6191
Appliance8,Vivarium,2014-10,8.7665,8.1641,10.34,34.4666,34.4666,34.4666
Appliance8,Vivarium,2014-12,7.2761,6.7711,8.5567,28.5225,28.5225,28.5225
Appliance8,Vivarium,2015-03,12.077,11.1858,14.1921,47.307,47.307,47.307
