event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,is_shifted
Dishwasher_2013-09-26_01,Dishwasher,Appliance4,2013-09-26 19:43:00,2013-09-27 03:18:00,2013-09-26 19:43:00,2013-09-27 03:18:00,455,0.015068808440742274,0.015068808440742274,0.0,0.0,False
Dishwasher_2013-09-27_01,Dishwasher,Appliance4,2013-09-27 18:35:00,2013-09-28 03:06:00,2013-09-27 18:35:00,2013-09-28 03:06:00,511,0.015806307808880028,0.015806307808880028,0.0,0.0,False
Dishwasher_2013-09-28_01,Dishwasher,Appliance4,2013-09-28 13:42:00,2013-09-28 16:15:00,2013-09-28 13:42:00,2013-09-28 16:15:00,153,0.1505893757076258,0.1505893757076258,0.0,0.0,False
Dishwasher_2013-09-29_01,Dishwasher,Appliance4,2013-09-29 17:52:00,2013-09-30 04:27:00,2013-09-29 17:52:00,2013-09-30 04:27:00,635,0.023912431741869224,0.023912431741869224,0.0,0.0,False
Dishwasher_2013-09-30_01,Dishwasher,Appliance4,2013-09-30 18:39:00,2013-09-30 21:17:00,2013-09-30 20:09:00,2013-09-30 22:47:00,158,0.1752418811327562,0.10105525712481953,0.07418662400793669,42.33384367275531,True
Dishwasher_2013-10-01_01,Dishwasher,Appliance4,2013-10-01 18:45:00,2013-10-02 02:40:00,2013-10-01 18:45:00,2013-10-02 02:40:00,475,0.017726117646242608,0.017726117646242608,0.0,0.0,False
Dishwasher_2013-10-02_01,Dishwasher,Appliance4,2013-10-02 20:00:00,2013-10-03 05:29:00,2013-10-02 20:00:00,2013-10-03 05:29:00,569,0.064432080988456,0.064432080988456,0.0,0.0,False
Dishwasher_2013-10-03_01,Dishwasher,Appliance4,2013-10-03 07:45:00,2013-10-03 10:14:00,2013-10-03 13:00:00,2013-10-03 15:29:00,149,0.07458424945887439,0.037292124729437194,0.037292124729437194,50.0,True
Dishwasher_2013-10-04_01,Dishwasher,Appliance4,2013-10-04 19:47:00,2013-10-05 03:22:00,2013-10-04 19:47:00,2013-10-05 03:22:00,455,0.014932552940115454,0.014932552940115454,0.0,0.0,False
Dishwasher_2013-10-05_01,Dishwasher,Appliance4,2013-10-05 10:40:00,2013-10-05 12:15:00,2013-10-05 13:10:00,2013-10-05 14:45:00,95,0.014470628427128429,0.0072353142135642146,0.0072353142135642146,50.0,True
Dishwasher_2013-10-06_01,Dishwasher,Appliance4,2013-10-06 12:38:00,2013-10-06 15:09:00,2013-10-06 13:08:00,2013-10-06 15:39:00,151,0.0950164872835498,0.05775335560966807,0.03726313167388173,39.21754291197955,True
Dishwasher_2013-10-07_01,Dishwasher,Appliance4,2013-10-07 18:52:00,2013-10-08 02:26:00,2013-10-07 18:52:00,2013-10-08 02:26:00,454,0.030799054444824156,0.030799054444824156,0.0,0.0,False
Dishwasher_2013-10-08_01,Dishwasher,Appliance4,2013-10-08 17:47:00,2013-10-08 20:16:00,2013-10-08 20:02:00,2013-10-08 22:31:00,149,0.173355218975469,0.08718062734487729,0.0861745916305917,49.709834027428975,True
Dishwasher_2013-10-09_01,Dishwasher,Appliance4,2013-10-09 06:41:00,2013-10-09 12:07:00,2013-10-09 10:41:00,2013-10-09 16:07:00,326,0.03493011201298694,0.019083896735209212,0.015846215277777725,45.36548658042132,True
