event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost_reported,optimized_cost_reported,original_cost_calculated,optimized_cost_calculated,cost_savings_calculated,savings_percentage_calculated,is_shifted,original_low_price_power,original_high_price_power,original_missing_minutes,optimized_low_price_power,optimized_high_price_power,optimized_missing_minutes
Dishwasher_2013-09-26_01,Dishwasher,Appliance4,2013-09-26 19:43:00,2013-09-27 03:18:00,2013-09-26 19:43:00,2013-09-27 03:18:00,455,0.0150688084407422,0.0150688084407422,0.015068808440742274,0.015068808440742274,0.0,0.0,False,3.3399678710178695,1.343777752639517,23,3.3399678710178695,1.343777752639517,23
Dishwasher_2013-09-27_01,Dishwasher,Appliance4,2013-09-27 18:35:00,2013-09-28 03:06:00,2013-09-27 18:35:00,2013-09-28 03:06:00,511,0.01580630780888,0.01580630780888,0.015806307808880028,0.015806307808880028,0.0,0.0,False,2.919320237549127,1.701601443001442,79,2.919320237549127,1.701601443001442,79
Dishwasher_2013-09-28_01,Dishwasher,Appliance4,2013-09-28 13:42:00,2013-09-28 16:15:00,2013-09-28 13:42:00,2013-09-28 16:15:00,153,0.1505893757076258,0.1505893757076258,0.1505893757076258,0.1505893757076258,0.0,0.0,False,60.08123513153516,0.07725757575757577,1,60.08123513153516,0.07725757575757577,1
Dishwasher_2013-09-29_01,Dishwasher,Appliance4,2013-09-29 17:52:00,2013-09-30 04:27:00,2013-09-29 17:52:00,2013-09-30 04:27:00,635,0.0239124317418692,0.0239124317418692,0.023912431741869224,0.023912431741869224,0.0,0.0,False,6.8288138888888845,1.368079403929399,26,6.8288138888888845,1.368079403929399,26
Dishwasher_2013-09-30_01,Dishwasher,Appliance4,2013-09-30 18:39:00,2013-09-30 21:17:00,2013-09-30 20:09:00,2013-09-30 22:47:00,158,0.1752418811327562,0.1010552571248195,0.1752418811327562,0.10105525712481953,0.07418662400793669,42.33384367275531,True,10.30663102453104,29.895060714285705,11,39.98128062770562,0.2204111111111111,11
Dishwasher_2013-10-01_01,Dishwasher,Appliance4,2013-10-01 18:45:00,2013-10-02 02:40:00,2013-10-01 18:45:00,2013-10-02 02:40:00,475,0.0177261176462426,0.0177261176462426,0.01772611764624261,0.01772611764624261,0.0,0.0,False,2.283376134976135,2.403535461760462,23,2.283376134976135,2.403535461760462,23
Dishwasher_2013-10-02_01,Dishwasher,Appliance4,2013-10-02 20:00:00,2013-10-03 05:29:00,2013-10-02 20:00:00,2013-10-03 05:29:00,569,0.064432080988456,0.064432080988456,0.064432080988456,0.064432080988456,0.0,0.0,False,24.182046753246727,0.7953928210678206,8,24.182046753246727,0.7953928210678206,8
Dishwasher_2013-10-03_01,Dishwasher,Appliance4,2013-10-03 07:45:00,2013-10-03 10:14:00,2013-10-03 13:00:00,2013-10-03 15:29:00,149,0.0745842494588743,0.0372921247294371,0.07458424945887439,0.037292124729437194,0.037292124729437194,50.0,True,0.0,14.91684989177491,13,14.91684989177491,0.0,13
Dishwasher_2013-10-04_01,Dishwasher,Appliance4,2013-10-04 19:47:00,2013-10-05 03:22:00,2013-10-04 19:47:00,2013-10-05 03:22:00,455,0.0149325529401154,0.0149325529401154,0.014932552940115456,0.014932552940115456,0.0,0.0,False,3.3972660533910517,1.287877561327561,21,3.3972660533910517,1.287877561327561,21
Dishwasher_2013-10-05_01,Dishwasher,Appliance4,2013-10-05 10:40:00,2013-10-05 12:15:00,2013-10-05 13:10:00,2013-10-05 14:45:00,95,0.0144706284271284,0.0072353142135642,0.014470628427128429,0.0072353142135642146,0.0072353142135642146,50.0,True,0.0,2.8941256854256854,23,2.8941256854256854,0.0,23
Dishwasher_2013-10-06_01,Dishwasher,Appliance4,2013-10-06 12:38:00,2013-10-06 15:09:00,2013-10-06 13:08:00,2013-10-06 15:39:00,151,0.0950164872835498,0.057753355609668,0.0950164872835498,0.05775335560966807,0.03726313167388173,39.21754291197955,True,8.196089574314593,14.90525266955267,16,23.101342243867222,0.0,16
Dishwasher_2013-10-07_01,Dishwasher,Appliance4,2013-10-07 18:52:00,2013-10-08 02:26:00,2013-10-07 18:52:00,2013-10-08 02:26:00,454,0.0307990544448241,0.0307990544448241,0.030799054444824156,0.030799054444824156,0.0,0.0,False,2.7614184704184686,4.7791016537556,27,2.7614184704184686,4.7791016537556,27
Dishwasher_2013-10-08_01,Dishwasher,Appliance4,2013-10-08 17:47:00,2013-10-08 20:16:00,2013-10-08 20:02:00,2013-10-08 22:31:00,149,0.173355218975469,0.0871806273448772,0.17335521897546902,0.0871806273448773,0.08617459163059171,49.709834027428975,True,0.08372142857142857,34.6291830808081,7,34.553558080808074,0.15934642857142858,7
Dishwasher_2013-10-09_01,Dishwasher,Appliance4,2013-10-09 06:41:00,2013-10-09 12:07:00,2013-10-09 10:41:00,2013-10-09 16:07:00,326,0.0349301120129869,0.0190838967352092,0.03493011201298694,0.019083896735209212,0.015846215277777725,45.36548658042132,True,0.0,6.986022402597396,18,6.338486111111108,0.647536291486291,18
Dishwasher_2013-10-10_01,Dishwasher,Appliance4,2013-10-10 20:54:00,2013-10-11 03:26:00,2013-10-10 20:54:00,2013-10-11 03:26:00,392,0.0132982329545454,0.0132982329545454,0.013298232954545465,0.013298232954545465,0.0,0.0,False,3.3774866161616157,0.9709032828282828,23,3.3774866161616157,0.9709032828282828,23
Dishwasher_2013-10-11_01,Dishwasher,Appliance4,2013-10-11 18:45:00,2013-10-12 02:19:00,2013-10-11 18:45:00,2013-10-12 02:19:00,454,0.0321869926184925,0.0321869926184925,0.032186992618492574,0.032186992618492574,0.0,0.0,False,2.157382978132979,5.358707034632035,22,2.157382978132979,5.358707034632035,22
Dishwasher_2013-10-12_01,Dishwasher,Appliance4,2013-10-12 12:26:00,2013-10-12 14:59:00,2013-10-12 13:11:00,2013-10-12 15:44:00,153,0.218214293109668,0.1518859821428571,0.21821429310966803,0.15188598214285715,0.06632831096681088,30.395951622415605,True,34.223068470418504,26.531324386724393,16,60.7543928571429,0.0,16
Dishwasher_2013-10-13_01,Dishwasher,Appliance4,2013-10-13 18:50:00,2013-10-14 02:22:00,2013-10-13 18:50:00,2013-10-14 02:22:00,452,0.1165935182806744,0.1165935182806744,0.11659351828067445,0.11659351828067445,0.0,0.0,False,32.245911363636374,7.1957479743167045,16,32.245911363636374,7.1957479743167045,16
Dishwasher_2013-10-14_01,Dishwasher,Appliance4,2013-10-14 17:46:00,2013-10-15 00:16:00,2013-10-14 17:46:00,2013-10-15 00:16:00,390,0.0329083682359306,0.0329083682359306,0.03290836823593069,0.03290836823593069,0.0,0.0,False,1.024181565656566,6.069582864357865,39,1.024181565656566,6.069582864357865,39
Dishwasher_2013-10-15_01,Dishwasher,Appliance4,2013-10-15 19:32:00,2013-10-16 03:09:00,2013-10-15 19:32:00,2013-10-16 03:09:00,457,0.0231470920815295,0.0231470920815295,0.023147092081529545,0.023147092081529545,0.0,0.0,False,5.882752489177486,1.6880421717171725,36,5.882752489177486,1.6880421717171725,36
Dishwasher_2013-10-16_01,Dishwasher,Appliance4,2013-10-16 06:51:00,2013-10-16 09:20:00,2013-10-16 13:06:00,2013-10-16 15:35:00,149,0.0173309051226551,0.0086654525613275,0.017330905122655137,0.008665452561327568,0.008665452561327568,50.0,True,0.0,3.466181024531023,16,3.466181024531023,0.0,16
