event_id,appliance_name,appliance_id,shiftability,is_reschedulable,start_time,end_time,duration_minutes,energy_w,cost_calculated,low_price_power,high_price_power,total_minutes,missing_minutes,tariff_type
Fridge-Freezer_2013-09-26_01,Fridge-Freezer,Appliance1,Base,False,2013-09-26 09:56:00,2013-09-27 06:20:00,1224.0,55864.4,0.21127349494949654,27.219409595959508,28.644994191919103,1202,0,Economy_10
Fridge-Freezer_2013-09-27_01,Fridge-Freezer,Appliance1,Base,False,2013-09-27 06:21:00,2013-09-27 06:41:00,20.0,7307.86,0.036539277777777775,0.0,7.307855555555557,21,0,Economy_10
Fridge-Freezer_2013-09-27_02,Fridge-Freezer,Appliance1,Base,False,2013-09-27 06:44:00,2013-09-28 03:19:00,1235.0,59957.61,0.254315659023028,18.18894744759437,41.768658080808315,1157,0,Economy_10
Fridge-Freezer_2013-09-28_01,Fridge-Freezer,Appliance1,Base,False,2013-09-28 03:20:00,2013-09-28 03:42:00,22.0,7815.71,0.019539270833333337,7.815708333333334,0.0,23,0,Economy_10
Fridge-Freezer_2013-09-28_02,Fridge-Freezer,Appliance1,Base,False,2013-09-28 03:45:00,2013-09-28 10:12:00,387.0,31104.67,0.12722950721500706,11.317544444444449,19.787129220779214,387,0,Economy_10
Fridge-Freezer_2013-09-28_03,Fridge-Freezer,Appliance1,Base,False,2013-09-28 10:13:00,2013-09-28 10:33:00,20.0,7364.8,0.03682400577200577,0.0,7.364801154401156,21,0,Economy_10
Fridge-Freezer_2013-09-28_04,Fridge-Freezer,Appliance1,Base,False,2013-09-28 10:35:00,2013-09-29 03:41:00,1026.0,59552.31,0.24140092134254879,22.544258802308764,37.00805486735487,1007,0,Economy_10
Fridge-Freezer_2013-09-29_01,Fridge-Freezer,Appliance1,Base,False,2013-09-29 03:42:00,2013-09-29 04:04:00,22.0,7916.76,0.01979188888888888,7.9167555555555555,0.0,23,0,Economy_10
Fridge-Freezer_2013-09-29_02,Fridge-Freezer,Appliance1,Base,False,2013-09-29 04:07:00,2013-09-29 15:56:00,709.0,39295.44,0.15418681534987844,16.91615229712748,22.379286921411936,678,0,Economy_10
Fridge-Freezer_2013-09-29_03,Fridge-Freezer,Appliance1,Base,False,2013-09-29 15:58:00,2013-09-29 16:19:00,21.0,7728.48,0.0367992812049062,0.73725,6.991231240981241,22,0,Economy_10
Fridge-Freezer_2013-09-29_04,Fridge-Freezer,Appliance1,Base,False,2013-09-29 16:22:00,2013-09-30 13:03:00,1241.0,62923.01,0.2642708692765597,20.13767875180378,42.78533447940962,1216,0,Economy_10
Fridge-Freezer_2013-09-30_01,Fridge-Freezer,Appliance1,Base,False,2013-09-30 13:04:00,2013-09-30 13:26:00,22.0,7830.55,0.019576378787878785,7.830551515151516,0.0,23,0,Economy_10
Fridge-Freezer_2013-09-30_02,Fridge-Freezer,Appliance1,Base,False,2013-09-30 13:29:00,2013-10-01 10:00:00,1231.0,64092.44,0.24417922113997328,30.513191053390937,33.57924870129861,1220,0,Economy_10
Fridge-Freezer_2013-10-01_01,Fridge-Freezer,Appliance1,Base,False,2013-10-01 10:01:00,2013-10-01 10:23:00,22.0,7885.3,0.039426501262626264,0.0,7.885300252525253,23,0,Economy_10
Fridge-Freezer_2013-10-01_02,Fridge-Freezer,Appliance1,Base,False,2013-10-01 10:26:00,2013-10-02 03:14:00,1008.0,53791.55,0.22060537445887624,19.340958008658042,34.450595887445786,981,0,Economy_10
Fridge-Freezer_2013-10-02_01,Fridge-Freezer,Appliance1,Base,False,2013-10-02 03:15:00,2013-10-02 03:36:00,21.0,7722.37,0.019305914141414134,7.722365656565657,0.0,22,0,Economy_10
Fridge-Freezer_2013-10-02_02,Fridge-Freezer,Appliance1,Base,False,2013-10-02 03:40:00,2013-10-03 06:17:00,1597.0,85160.19,0.3179690743145732,43.132747907648024,42.027440909090934,1590,0,Economy_10
