event_id,appliance_name,appliance_id,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential,month
Tumble_Dryer_2014-06-02_02,Tumble Dryer,Appliance3,Shiftable,2014-06-02 14:01:00,2014-06-02 14:20:00,19.0,23408.51,True,"{""0"": 0, ""1"": 19, ""2"": 0}",1,1,1,0.5,6
Tumble_Dryer_2014-06-02_03,Tumble Dryer,Appliance3,Shiftable,2014-06-02 14:32:00,2014-06-02 14:47:00,15.0,8181.99,True,"{""0"": 0, ""1"": 15, ""2"": 0}",1,1,1,0.5,6
Tumble_Dryer_2014-06-13_01,Tumble Dryer,Appliance3,Shiftable,2014-06-13 20:36:00,2014-06-13 22:00:00,84.0,92930.31,True,"{""0"": 0, ""1"": 84, ""2"": 0}",1,1,1,0.5,6
Tumble_Dryer_2014-06-17_01,Tumble Dryer,Appliance3,Shiftable,2014-06-17 14:40:00,2014-06-17 15:31:00,51.0,55353.28,True,"{""0"": 0, ""1"": 51, ""2"": 0}",1,1,1,0.5,6
Tumble_Dryer_2014-06-18_01,Tumble Dryer,Appliance3,Shiftable,2014-06-18 14:17:00,2014-06-18 14:46:00,29.0,26677.76,True,"{""0"": 0, ""1"": 29, ""2"": 0}",1,1,1,0.5,6
Tumble_Dryer_2014-06-18_02,Tumble Dryer,Appliance3,Shiftable,2014-06-18 14:47:00,2014-06-18 14:52:00,5.0,238.62,True,"{""0"": 0, ""1"": 5, ""2"": 0}",1,1,1,0.5,6
Tumble_Dryer_2014-07-13_01,Tumble Dryer,Appliance3,Shiftable,2014-07-13 17:59:00,2014-07-13 18:13:00,14.0,19027.78,True,"{""0"": 0, ""1"": 0, ""2"": 14}",2,2,2,1.0,7
Tumble_Dryer_2014-07-13_02,Tumble Dryer,Appliance3,Shiftable,2014-07-13 18:32:00,2014-07-13 19:33:00,61.0,66700.76,True,"{""0"": 0, ""1"": 0, ""2"": 61}",2,2,2,1.0,7
Tumble_Dryer_2014-07-14_04,Tumble Dryer,Appliance3,Shiftable,2014-07-14 13:48:00,2014-07-14 14:51:00,63.0,67332.03,True,"{""0"": 12, ""1"": 51, ""2"": 0}",1,0,1,0.5,7
Tumble_Dryer_2014-07-25_01,Tumble Dryer,Appliance3,Shiftable,2014-07-25 17:36:00,2014-07-25 18:51:00,75.0,81464.09,True,"{""0"": 0, ""1"": 0, ""2"": 75}",2,2,2,1.0,7
