event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Tumble_Dryer_2013-09-27_02,Tumble Dryer,2013-09-27 13:26:00,2013-09-27 14:05:00,2013-09-27 13:31:00,2013-09-27 14:10:00,SUCCESS,summer,39.0,4492.85
Tumble_Dryer_2013-09-28_04,Tumble Dryer,2013-09-28 13:33:00,2013-09-28 15:39:00,2013-09-28 13:38:00,2013-09-28 15:44:00,SUCCESS,summer,126.0,9469.49
Tumble_Dryer_2013-10-23_02,Tumble Dryer,2013-10-23 17:29:00,2013-10-23 18:09:00,2013-10-24 06:00:00,2013-10-24 06:40:00,SUCCESS,summer,40.0,59812.28
Tumble_Dryer_2013-10-24_05,Tumble Dryer,2013-10-24 17:48:00,2013-10-24 18:12:00,2013-10-25 06:00:00,2013-10-25 06:24:00,SUCCESS,summer,24.0,26381.68
Tumble_Dryer_2013-10-26_01,Tumble Dryer,2013-10-26 16:30:00,2013-10-26 17:04:00,2013-10-27 06:00:00,2013-10-27 06:34:00,SUCCESS,summer,34.0,48242.94
Tumble_Dryer_2013-10-30_04,Tumble Dryer,2013-10-30 17:11:00,2013-10-30 18:02:00,2013-10-31 06:00:00,2013-10-31 06:51:00,SUCCESS,summer,51.0,67167.41
Tumble_Dryer_2014-05-01_03,Tumble Dryer,2014-05-01 17:43:00,2014-05-01 17:54:00,2014-05-02 06:00:00,2014-05-02 06:11:00,SUCCESS,summer,11.0,1706.8
Tumble_Dryer_2014-05-02_04,Tumble Dryer,2014-05-02 21:02:00,2014-05-02 21:12:00,2014-05-03 06:00:00,2014-05-03 06:10:00,SUCCESS,summer,10.0,1476.88
Tumble_Dryer_2014-05-12_03,Tumble Dryer,2014-05-12 17:08:00,2014-05-12 17:13:00,2014-05-13 06:00:00,2014-05-13 06:05:00,SUCCESS,summer,5.0,50.33
Tumble_Dryer_2014-05-12_04,Tumble Dryer,2014-05-12 17:47:00,2014-05-12 17:52:00,2014-05-13 06:05:00,2014-05-13 06:10:00,SUCCESS,summer,5.0,47.0
Tumble_Dryer_2014-05-12_05,Tumble Dryer,2014-05-12 20:30:00,2014-05-12 20:50:00,2014-05-13 06:10:00,2014-05-13 06:30:00,SUCCESS,summer,20.0,9358.58
Tumble_Dryer_2014-05-15_01,Tumble Dryer,2014-05-15 19:30:00,2014-05-15 20:00:00,2014-05-16 06:00:00,2014-05-16 06:30:00,SUCCESS,summer,30.0,3227.12
Tumble_Dryer_2014-05-19_01,Tumble Dryer,2014-05-19 19:47:00,2014-05-19 20:02:00,2014-05-20 06:00:00,2014-05-20 06:15:00,SUCCESS,summer,15.0,6190.2
Tumble_Dryer_2014-06-02_01,Tumble Dryer,2014-06-02 15:20:00,2014-06-02 15:49:00,2014-06-03 06:00:00,2014-06-03 06:29:00,SUCCESS,summer,29.0,51773.95
Tumble_Dryer_2014-06-02_02,Tumble Dryer,2014-06-02 16:20:00,2014-06-02 16:57:00,2014-06-03 06:29:00,2014-06-03 07:06:00,SUCCESS,summer,37.0,46315.43
Tumble_Dryer_2014-06-02_03,Tumble Dryer,2014-06-02 20:00:00,2014-06-02 20:39:00,2014-06-03 07:06:00,2014-06-03 07:45:00,SUCCESS,summer,39.0,47784.08
Tumble_Dryer_2014-06-04_03,Tumble Dryer,2014-06-04 16:54:00,2014-06-04 17:38:00,2014-06-05 06:00:00,2014-06-05 06:44:00,SUCCESS,summer,44.0,9548.19
Tumble_Dryer_2014-06-05_02,Tumble Dryer,2014-06-05 17:54:00,2014-06-05 18:20:00,2014-06-06 06:00:00,2014-06-06 06:26:00,SUCCESS,summer,26.0,3167.66
Tumble_Dryer_2014-06-07_05,Tumble Dryer,2014-06-07 16:42:00,2014-06-07 17:38:00,2014-06-08 06:00:00,2014-06-08 06:56:00,SUCCESS,summer,56.0,17.0
Tumble_Dryer_2014-06-07_06,Tumble Dryer,2014-06-07 20:43:00,2014-06-07 21:23:00,2014-06-08 06:56:00,2014-06-08 07:36:00,SUCCESS,summer,40.0,54288.74
Tumble_Dryer_2014-06-17_01,Tumble Dryer,2014-06-17 21:01:00,2014-06-17 21:45:00,2014-06-18 06:00:00,2014-06-18 06:44:00,SUCCESS,summer,44.0,52051.99
Tumble_Dryer_2014-06-18_06,Tumble Dryer,2014-06-18 21:16:00,2014-06-18 22:15:00,2014-06-19 06:00:00,2014-06-19 06:59:00,SUCCESS,summer,59.0,78889.93
Tumble_Dryer_2014-06-23_01,Tumble Dryer,2014-06-23 18:15:00,2014-06-23 18:54:00,2014-06-24 06:00:00,2014-06-24 06:39:00,SUCCESS,summer,39.0,52100.31
Tumble_Dryer_2014-06-24_02,Tumble Dryer,2014-06-24 14:36:00,2014-06-24 15:19:00,2014-06-25 06:00:00,2014-06-25 06:43:00,SUCCESS,summer,43.0,64901.61
Tumble_Dryer_2014-07-16_01,Tumble Dryer,2014-07-16 14:44:00,2014-07-16 15:33:00,2014-07-17 06:00:00,2014-07-17 06:49:00,SUCCESS,summer,49.0,82233.9
Tumble_Dryer_2014-07-16_02,Tumble Dryer,2014-07-16 16:31:00,2014-07-16 17:15:00,2014-07-17 06:49:00,2014-07-17 07:33:00,SUCCESS,summer,44.0,64663.16
Tumble_Dryer_2014-07-28_01,Tumble Dryer,2014-07-28 16:29:00,2014-07-28 17:13:00,2014-07-29 06:00:00,2014-07-29 06:44:00,SUCCESS,summer,44.0,63522.89
Tumble_Dryer_2014-07-31_02,Tumble Dryer,2014-07-31 16:55:00,2014-07-31 18:03:00,2014-08-01 06:00:00,2014-08-01 07:08:00,SUCCESS,summer,68.0,99534.42
Tumble_Dryer_2014-08-10_01,Tumble Dryer,2014-08-10 13:15:00,2014-08-10 15:49:00,2014-08-10 13:20:00,2014-08-10 15:54:00,SUCCESS,summer,154.0,211344.51
Tumble_Dryer_2014-08-10_02,Tumble Dryer,2014-08-10 16:18:00,2014-08-10 18:54:00,2014-08-11 06:00:00,2014-08-11 08:36:00,SUCCESS,summer,156.0,187316.99
Tumble_Dryer_2014-08-10_03,Tumble Dryer,2014-08-10 19:35:00,2014-08-10 20:43:00,2014-08-11 08:36:00,2014-08-11 09:44:00,SUCCESS,summer,68.0,74237.89
Tumble_Dryer_2014-08-11_02,Tumble Dryer,2014-08-11 17:47:00,2014-08-11 18:56:00,2014-08-12 06:00:00,2014-08-12 07:09:00,SUCCESS,summer,69.0,62521.51
Tumble_Dryer_2014-08-12_02,Tumble Dryer,2014-08-12 13:43:00,2014-08-12 15:01:00,2014-08-13 06:00:00,2014-08-13 07:18:00,SUCCESS,summer,78.0,63273.37
Tumble_Dryer_2014-08-12_03,Tumble Dryer,2014-08-12 16:38:00,2014-08-12 17:36:00,2014-08-13 07:18:00,2014-08-13 08:16:00,SUCCESS,summer,58.0,42184.71
Tumble_Dryer_2014-08-12_04,Tumble Dryer,2014-08-12 18:08:00,2014-08-12 19:12:00,2014-08-13 08:16:00,2014-08-13 09:20:00,SUCCESS,summer,64.0,40870.78
Tumble_Dryer_2014-08-12_05,Tumble Dryer,2014-08-12 20:09:00,2014-08-12 20:53:00,2014-08-13 09:20:00,2014-08-13 10:04:00,SUCCESS,summer,44.0,65297.14
Tumble_Dryer_2014-08-13_03,Tumble Dryer,2014-08-13 15:49:00,2014-08-13 16:43:00,2014-08-14 06:00:00,2014-08-14 06:54:00,SUCCESS,summer,54.0,62890.53
