appliance_id,appliance_name,month,cost_TOU_D,cost_TOU_D_Base,energy_TOU_D,energy_TOU_D_Base
Appliance1,Freezer,2013-11,0.3895,0.5265,0.8777,0.8777
Appliance1,Freezer,2013-12,4.8509,6.5744,10.957,10.957
Appliance1,Freezer,2014-01,3.6492,4.945,8.2421,8.2421
Appliance1,Freezer,2014-03,5.055,6.8379,11.3948,11.3948
Appliance1,Freezer,2014-04,6.1775,8.3711,13.9528,13.9528
Appliance1,Freezer,2014-05,8.177,11.0796,18.4659,18.4659
Appliance1,Freezer,2014-06,8.4766,11.3184,18.8611,18.8611
Appliance1,Freezer,2014-07,8.5193,11.330400000000001,18.8843,18.8843
Appliance1,Freezer,2014-08,7.9533000000000005,10.5444,17.5752,17.5752
Appliance1,Freezer,2014-09,6.989,9.3045,15.5094,15.5094
Appliance1,Freezer,2014-10,6.3725,8.630700000000001,14.3814,14.3814
Appliance1,Freezer,2014-11,4.9382,6.6921,11.1506,11.1506
Appliance1,Freezer,2014-12,5.2945,7.1812,11.9678,11.9678
Appliance1,Freezer,2015-01,5.2069,7.0605,11.769,11.769
Appliance1,Freezer,2015-02,4.6751,6.3379,10.561,10.561
Appliance1,Freezer,2015-03,5.3545,7.2574,12.0946,12.0946
Appliance1,Freezer,2015-04,4.9238,6.659,11.0993,11.0993
Appliance1,Freezer,2015-05,2.8656,3.8809,6.4672,6.4672
Appliance1,Freezer,2015-06,2.396,3.1459,5.2436,5.2436
Appliance2,Washing Machine,2013-11,0.3847,0.5367,0.8946000000000001,0.8946000000000001
Appliance2,Washing Machine,2013-12,2.4986,3.4726,5.7877,5.7877
Appliance2,Washing Machine,2014-01,2.8614,3.9927,6.6543,6.6543
Appliance2,Washing Machine,2014-03,2.0091,2.8033,4.6724,4.6724
Appliance2,Washing Machine,2014-04,3.1048999999999998,4.3316,7.219,7.219
Appliance2,Washing Machine,2014-05,1.5072,2.0999,3.5,3.5
Appliance2,Washing Machine,2014-06,1.8652,2.7355,4.5596,4.5596
Appliance2,Washing Machine,2014-07,1.3158,1.9737,3.2897,3.2897
Appliance2,Washing Machine,2014-08,2.028,2.9506,4.9177,4.9177
Appliance2,Washing Machine,2014-09,0.9085000000000001,1.3553,2.2587,2.2587
Appliance2,Washing Machine,2014-10,2.3409,3.2053,5.3416,5.3416
Appliance2,Washing Machine,2014-11,1.775,2.4765,4.1277,4.1277
Appliance2,Washing Machine,2014-12,1.4224,1.9847,3.308,3.308
