event_id,appliance_name,appliance_ID,Shiftability,original_start_time,original_end_time,duration(min),energy(W),is_reschedulable
Fridge-Freezer_2013-12-17_01,Fridge-Freezer,Appliance1,Base,2013-12-17 17:47:00,2013-12-17 18:02:00,15.0,1092.17,False
Fridge-Freezer_2013-12-17_02,Fridge-Freezer,Appliance1,Base,2013-12-17 18:29:00,2013-12-17 18:46:00,17.0,1104.51,False
Fridge-Freezer_2013-12-17_03,Fridge-Freezer,Appliance1,Base,2013-12-17 18:47:00,2013-12-17 19:03:00,16.0,3083.89,False
Fridge-Freezer_2013-12-17_04,Fridge-Freezer,Appliance1,Base,2013-12-17 19:10:00,2013-12-17 19:55:00,45.0,3503.33,False
Fridge-Freezer_2013-12-17_05,Fridge-Freezer,Appliance1,Base,2013-12-17 20:19:00,2013-12-17 20:35:00,16.0,1274.0,False
Fridge-Freezer_2013-12-17_06,Fridge-Freezer,Appliance1,Base,2013-12-17 20:56:00,2013-12-17 21:12:00,16.0,1170.76,False
Fridge-Freezer_2013-12-17_07,Fridge-Freezer,Appliance1,Base,2013-12-17 21:33:00,2013-12-17 21:51:00,18.0,1250.3,False
Fridge-Freezer_2013-12-17_08,Fridge-Freezer,Appliance1,Base,2013-12-17 22:13:00,2013-12-17 22:31:00,18.0,1351.08,False
Fridge-Freezer_2013-12-17_09,Fridge-Freezer,Appliance1,Base,2013-12-17 22:56:00,2013-12-17 23:12:00,16.0,1227.81,False
Fridge-Freezer_2013-12-17_10,Fridge-Freezer,Appliance1,Base,2013-12-17 23:37:00,2013-12-17 23:53:00,16.0,1178.62,False
Fridge-Freezer_2013-12-18_01,Fridge-Freezer,Appliance1,Base,2013-12-18 00:17:00,2013-12-18 00:32:00,15.0,1135.37,False
Fridge-Freezer_2013-12-18_02,Fridge-Freezer,Appliance1,Base,2013-12-18 00:58:00,2013-12-18 01:14:00,16.0,1123.04,False
Fridge-Freezer_2013-12-18_03,Fridge-Freezer,Appliance1,Base,2013-12-18 01:40:00,2013-12-18 01:56:00,16.0,1135.7,False
Fridge-Freezer_2013-12-18_04,Fridge-Freezer,Appliance1,Base,2013-12-18 02:24:00,2013-12-18 02:40:00,16.0,1108.51,False
Fridge-Freezer_2013-12-18_05,Fridge-Freezer,Appliance1,Base,2013-12-18 03:06:00,2013-12-18 03:24:00,18.0,917.54,False
Fridge-Freezer_2013-12-18_06,Fridge-Freezer,Appliance1,Base,2013-12-18 03:49:00,2013-12-18 04:04:00,15.0,1048.89,False
Fridge-Freezer_2013-12-18_07,Fridge-Freezer,Appliance1,Base,2013-12-18 04:32:00,2013-12-18 04:47:00,15.0,1066.0,False
Fridge-Freezer_2013-12-18_08,Fridge-Freezer,Appliance1,Base,2013-12-18 05:15:00,2013-12-18 05:29:00,14.0,1014.6,False
Fridge-Freezer_2013-12-18_09,Fridge-Freezer,Appliance1,Base,2013-12-18 06:00:00,2013-12-18 06:15:00,15.0,1077.08,False
Fridge-Freezer_2013-12-18_10,Fridge-Freezer,Appliance1,Base,2013-12-18 06:44:00,2013-12-18 07:00:00,16.0,1105.38,False
Fridge-Freezer_2013-12-18_11,Fridge-Freezer,Appliance1,Base,2013-12-18 07:28:00,2013-12-18 07:43:00,15.0,1091.99,False
Fridge-Freezer_2013-12-18_12,Fridge-Freezer,Appliance1,Base,2013-12-18 08:11:00,2013-12-18 08:27:00,16.0,1099.8,False
Fridge-Freezer_2013-12-18_13,Fridge-Freezer,Appliance1,Base,2013-12-18 08:54:00,2013-12-18 09:08:00,14.0,1034.04,False
Fridge-Freezer_2013-12-18_14,Fridge-Freezer,Appliance1,Base,2013-12-18 09:35:00,2013-12-18 09:51:00,16.0,1149.33,False
Fridge-Freezer_2013-12-18_15,Fridge-Freezer,Appliance1,Base,2013-12-18 10:20:00,2013-12-18 10:36:00,16.0,1089.6,False
Fridge-Freezer_2013-12-18_16,Fridge-Freezer,Appliance1,Base,2013-12-18 11:04:00,2013-12-18 11:19:00,15.0,1070.1,False
Fridge-Freezer_2013-12-18_17,Fridge-Freezer,Appliance1,Base,2013-12-18 11:47:00,2013-12-18 12:01:00,14.0,1023.2,False
Fridge-Freezer_2013-12-18_18,Fridge-Freezer,Appliance1,Base,2013-12-18 12:30:00,2013-12-18 12:45:00,15.0,1095.95,False
Fridge-Freezer_2013-12-18_19,Fridge-Freezer,Appliance1,Base,2013-12-18 12:47:00,2013-12-18 13:02:00,15.0,3181.34,False
Fridge-Freezer_2013-12-18_20,Fridge-Freezer,Appliance1,Base,2013-12-18 13:14:00,2013-12-18 13:59:00,45.0,3205.73,False
Fridge-Freezer_2013-12-18_21,Fridge-Freezer,Appliance1,Base,2013-12-18 14:24:00,2013-12-18 14:40:00,16.0,1112.1,False
Fridge-Freezer_2013-12-18_22,Fridge-Freezer,Appliance1,Base,2013-12-18 15:07:00,2013-12-18 15:21:00,14.0,990.9,False
Fridge-Freezer_2013-12-18_23,Fridge-Freezer,Appliance1,Base,2013-12-18 15:45:00,2013-12-18 15:59:00,14.0,979.3,False
Fridge-Freezer_2013-12-18_24,Fridge-Freezer,Appliance1,Base,2013-12-18 16:27:00,2013-12-18 16:41:00,14.0,962.7,False
Fridge-Freezer_2013-12-18_25,Fridge-Freezer,Appliance1,Base,2013-12-18 17:08:00,2013-12-18 17:22:00,14.0,1012.1,False
Fridge-Freezer_2013-12-18_26,Fridge-Freezer,Appliance1,Base,2013-12-18 17:52:00,2013-12-18 18:12:00,20.0,1455.28,False
Fridge-Freezer_2013-12-18_27,Fridge-Freezer,Appliance1,Base,2013-12-18 18:30:00,2013-12-18 18:46:00,16.0,1156.38,False
Fridge-Freezer_2013-12-18_28,Fridge-Freezer,Appliance1,Base,2013-12-18 19:13:00,2013-12-18 19:29:00,16.0,1141.83,False
Fridge-Freezer_2013-12-18_29,Fridge-Freezer,Appliance1,Base,2013-12-18 19:55:00,2013-12-18 20:10:00,15.0,1166.46,False
Fridge-Freezer_2013-12-18_30,Fridge-Freezer,Appliance1,Base,2013-12-18 20:40:00,2013-12-18 20:56:00,16.0,1191.6,False
Fridge-Freezer_2013-12-18_31,Fridge-Freezer,Appliance1,Base,2013-12-18 21:24:00,2013-12-18 21:40:00,16.0,1172.7,False
Fridge-Freezer_2013-12-18_32,Fridge-Freezer,Appliance1,Base,2013-12-18 22:06:00,2013-12-18 22:22:00,16.0,1147.3,False
Fridge-Freezer_2013-12-18_33,Fridge-Freezer,Appliance1,Base,2013-12-18 22:49:00,2013-12-18 23:04:00,15.0,1101.96,False
Fridge-Freezer_2013-12-18_34,Fridge-Freezer,Appliance1,Base,2013-12-18 23:30:00,2013-12-18 23:46:00,16.0,1153.5,False
Fridge-Freezer_2013-12-19_01,Fridge-Freezer,Appliance1,Base,2013-12-19 00:14:00,2013-12-19 00:29:00,15.0,1114.2,False
Fridge-Freezer_2013-12-19_02,Fridge-Freezer,Appliance1,Base,2013-12-19 00:56:00,2013-12-19 01:11:00,15.0,1027.06,False
Fridge-Freezer_2013-12-19_03,Fridge-Freezer,Appliance1,Base,2013-12-19 01:38:00,2013-12-19 01:54:00,16.0,1091.2,False
Fridge-Freezer_2013-12-19_04,Fridge-Freezer,Appliance1,Base,2013-12-19 02:22:00,2013-12-19 02:37:00,15.0,1039.0,False
Fridge-Freezer_2013-12-19_05,Fridge-Freezer,Appliance1,Base,2013-12-19 03:06:00,2013-12-19 03:20:00,14.0,1054.9,False
Fridge-Freezer_2013-12-19_06,Fridge-Freezer,Appliance1,Base,2013-12-19 03:49:00,2013-12-19 04:03:00,14.0,1004.87,False
Fridge-Freezer_2013-12-19_07,Fridge-Freezer,Appliance1,Base,2013-12-19 04:33:00,2013-12-19 04:48:00,15.0,1094.8,False
Fridge-Freezer_2013-12-19_08,Fridge-Freezer,Appliance1,Base,2013-12-19 05:18:00,2013-12-19 05:32:00,14.0,1006.32,False
Fridge-Freezer_2013-12-19_09,Fridge-Freezer,Appliance1,Base,2013-12-19 06:02:00,2013-12-19 06:23:00,21.0,965.37,False
Fridge-Freezer_2013-12-19_10,Fridge-Freezer,Appliance1,Base,2013-12-19 06:44:00,2013-12-19 06:58:00,14.0,998.1,False
Fridge-Freezer_2013-12-19_11,Fridge-Freezer,Appliance1,Base,2013-12-19 06:59:00,2013-12-19 07:14:00,15.0,3082.56,False
Fridge-Freezer_2013-12-19_12,Fridge-Freezer,Appliance1,Base,2013-12-19 07:27:00,2013-12-19 08:13:00,46.0,3386.26,False
Fridge-Freezer_2013-12-19_13,Fridge-Freezer,Appliance1,Base,2013-12-19 08:40:00,2013-12-19 08:56:00,16.0,1165.1,False
Fridge-Freezer_2013-12-19_14,Fridge-Freezer,Appliance1,Base,2013-12-19 09:21:00,2013-12-19 09:36:00,15.0,1093.2,False
Fridge-Freezer_2013-12-19_15,Fridge-Freezer,Appliance1,Base,2013-12-19 10:02:00,2013-12-19 10:18:00,16.0,1152.31,False
Fridge-Freezer_2013-12-19_16,Fridge-Freezer,Appliance1,Base,2013-12-19 10:44:00,2013-12-19 10:59:00,15.0,1133.2,False
Fridge-Freezer_2013-12-19_17,Fridge-Freezer,Appliance1,Base,2013-12-19 11:27:00,2013-12-19 11:43:00,16.0,1152.3,False
