appliance_id,appliance_name,month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
Appliance1,Fridge-Freezer,2014-03,6.4484,5.9444,7.4724,24.9097,24.9097,24.9097
Appliance1,Fridge-Freezer,2014-04,7.2504,6.7232,8.4211,28.0699,28.0699,28.0699
Appliance1,Fridge-Freezer,2014-05,8.74,8.0894,10.1564,33.8511,33.8511,33.8511
Appliance1,Fridge-Freezer,2014-06,9.3378,8.6199,10.8255,36.0832,36.0832,36.0832
Appliance1,Fridge-Freezer,2014-07,10.8475,9.9391,12.5254,41.7527,41.7527,41.7527
Appliance1,Fridge-Freezer,2014-08,10.2288,9.4149,11.9019,39.675,39.675,39.675
Appliance1,Fridge-Freezer,2014-09,9.0466,8.3021,10.4705,34.9003,34.9003,34.9003
Appliance1,Fridge-Freezer,2014-10,9.6773,8.9289,11.1402,37.1344,37.1344,37.1344
Appliance1,Fridge-Freezer,2014-11,9.6889,8.8644,11.1653,37.2177,37.2177,37.2177
Appliance1,Fridge-Freezer,2014-12,8.8,8.0859,10.1963,33.9901,33.9901,33.9901
Appliance1,Fridge-Freezer,2015-01,9.0579,8.3382,10.4993,35.0008,35.0008,35.0008
Appliance1,Fridge-Freezer,2015-02,7.9834,7.3661,9.2588,30.8661,30.8661,30.8661
Appliance1,Fridge-Freezer,2015-03,8.5161,7.8919,9.8993,32.9935,32.9935,32.9935
Appliance1,Fridge-Freezer,2015-04,7.9858,7.323,9.2306,30.7669,30.7669,30.7669
Appliance1,Fridge-Freezer,2015-05,7.252,6.6656,8.4199,28.0633,28.0633,28.0633
Appliance1,Fridge-Freezer,2015-06,3.8396,3.5711,4.5068,15.021700000000001,15.021700000000001,15.021700000000001
Appliance2,Washing Machine,2014-03,0.9348,0.9117,1.1278,3.7598,3.7598,3.7598
Appliance2,Washing Machine,2014-04,0.9423,0.8249,1.0585,3.529,3.529,3.529
Appliance2,Washing Machine,2014-05,1.3491,1.245,1.3734,4.5783000000000005,4.5783000000000005,4.5783000000000005
Appliance2,Washing Machine,2014-06,1.3705,1.3338,1.4247,4.749,4.749,4.749
Appliance2,Washing Machine,2014-07,0.9045,0.7928,0.9157,3.052,3.052,3.052
Appliance2,Washing Machine,2014-08,0.8157,0.702,0.8868,2.9555000000000002,2.9555000000000002,2.9555000000000002
Appliance2,Washing Machine,2014-09,1.3271,1.1577,1.3659,4.5523,4.5523,4.5523
Appliance2,Washing Machine,2014-10,1.0337,1.0429,1.2131,4.0429,4.0429,4.0429
Appliance2,Washing Machine,2014-11,1.2266,1.122,1.3367,4.4552,4.4552,4.4552
Appliance2,Washing Machine,2014-12,1.0283,0.9835,1.1108,3.7036,3.7036,3.7036
Appliance2,Washing Machine,2015-01,1.2239,1.2866,1.4043,4.6807,4.6807,4.6807
Appliance2,Washing Machine,2015-02,0.7359,0.8256,0.9053,3.0185,3.0185,3.0185
Appliance2,Washing Machine,2015-03,1.0486,1.0991,1.1622000000000001,3.8741999999999996,3.8741999999999996,3.8741999999999996
Appliance2,Washing Machine,2015-04,1.1947,1.1227,1.2575,4.1917,4.1917,4.1917
Appliance2,Washing Machine,2015-05,0.854,0.8412,0.9823000000000001,3.2739,3.2739,3.2739
Appliance2,Washing Machine,2015-06,0.20509999999999998,0.21639999999999998,0.2609,0.8693,0.8693,0.8693
Appliance3,Television Site,2014-03,38.9568,35.4431,44.4197,148.0656,148.0656,148.0656
Appliance4,Microwave,2014-03,0.37879999999999997,0.3583,0.37879999999999997,1.2625,1.2625,1.2625
Appliance4,Microwave,2014-04,0.4021,0.38380000000000003,0.40700000000000003,1.3563,1.3563,1.3563
Appliance4,Microwave,2014-05,0.4637,0.4228,0.4637,1.5461,1.5461,1.5461
Appliance4,Microwave,2014-06,0.2473,0.23579999999999998,0.2511,0.8366,0.8366,0.8366
Appliance4,Microwave,2014-07,0.2651,0.2525,0.2654,0.8842,0.8842,0.8842
Appliance4,Microwave,2014-08,0.1893,0.1664,0.1897,0.6325999999999999,0.6325999999999999,0.6325999999999999
Appliance4,Microwave,2014-09,0.2685,0.264,0.2694,0.8978,0.8978,0.8978
Appliance4,Microwave,2014-10,0.7142,0.6594,0.7209,2.4046,2.4046,2.4046
Appliance4,Microwave,2014-11,1.0211999999999999,0.9236,1.0214,3.4043,3.4043,3.4043
