event_id,appliance_name,appliance_ID,Shiftability,original_start_time,original_end_time,duration(min),energy(W),is_reschedulable
Fridge_2014-06-20_01,Fridge,Appliance1,Base,2014-06-20 13:18:00,2014-06-20 13:32:00,14.0,216.8,False
Fridge_2014-08-13_01,Fridge,Appliance1,Base,2014-08-13 21:52:00,2014-08-13 21:58:00,6.0,307.2,False
Fridge_2015-06-01_01,Fridge,Appliance1,Base,2015-06-01 01:06:00,2015-06-01 01:33:00,27.0,957.36,False
Fridge_2015-06-01_02,Fridge,Appliance1,Base,2015-06-01 02:18:00,2015-06-01 02:42:00,24.0,866.75,False
Fridge_2015-06-01_03,Fridge,Appliance1,Base,2015-06-01 03:30:00,2015-06-01 03:55:00,25.0,888.35,False
Fridge_2015-06-01_04,Fridge,Appliance1,Base,2015-06-01 04:46:00,2015-06-01 05:10:00,24.0,853.83,False
Fridge_2015-06-01_05,Fridge,Appliance1,Base,2015-06-01 06:03:00,2015-06-01 06:27:00,24.0,890.4,False
Fridge_2015-06-01_06,Fridge,Appliance1,Base,2015-06-01 07:21:00,2015-06-01 07:46:00,25.0,864.44,False
Fridge_2015-06-01_07,Fridge,Appliance1,Base,2015-06-01 08:43:00,2015-06-01 09:07:00,24.0,848.25,False
Fridge_2015-06-01_08,Fridge,Appliance1,Base,2015-06-01 10:04:00,2015-06-01 10:29:00,25.0,927.41,False
Fridge_2015-06-01_09,Fridge,Appliance1,Base,2015-06-01 11:26:00,2015-06-01 11:49:00,23.0,788.17,False
Fridge_2015-06-01_10,Fridge,Appliance1,Base,2015-06-01 12:46:00,2015-06-01 13:09:00,23.0,850.81,False
Fridge_2015-06-01_11,Fridge,Appliance1,Base,2015-06-01 14:01:00,2015-06-01 14:28:00,27.0,7921.89,False
Fridge_2015-06-01_12,Fridge,Appliance1,Base,2015-06-01 15:23:00,2015-06-01 15:47:00,24.0,850.11,False
Fridge_2015-06-01_13,Fridge,Appliance1,Base,2015-06-01 16:42:00,2015-06-01 17:06:00,24.0,836.89,False
Fridge_2015-06-01_14,Fridge,Appliance1,Base,2015-06-01 17:58:00,2015-06-01 18:22:00,24.0,874.58,False
Fridge_2015-06-01_15,Fridge,Appliance1,Base,2015-06-01 19:10:00,2015-06-01 19:35:00,25.0,894.32,False
Fridge_2015-06-01_16,Fridge,Appliance1,Base,2015-06-01 20:27:00,2015-06-01 20:50:00,23.0,813.41,False
Fridge_2015-06-01_17,Fridge,Appliance1,Base,2015-06-01 21:42:00,2015-06-01 22:04:00,22.0,867.31,False
Fridge_2015-06-01_18,Fridge,Appliance1,Base,2015-06-01 22:57:00,2015-06-01 23:21:00,24.0,843.78,False
Fridge_2015-06-02_01,Fridge,Appliance1,Base,2015-06-02 00:11:00,2015-06-02 00:35:00,24.0,876.19,False
Fridge_2015-06-02_02,Fridge,Appliance1,Base,2015-06-02 01:23:00,2015-06-02 01:46:00,23.0,834.01,False
Fridge_2015-06-02_03,Fridge,Appliance1,Base,2015-06-02 02:36:00,2015-06-02 02:58:00,22.0,800.81,False
Fridge_2015-06-02_04,Fridge,Appliance1,Base,2015-06-02 03:47:00,2015-06-02 04:11:00,24.0,866.1,False
Fridge_2015-06-02_05,Fridge,Appliance1,Base,2015-06-02 05:04:00,2015-06-02 05:27:00,23.0,823.9,False
Fridge_2015-06-02_06,Fridge,Appliance1,Base,2015-06-02 06:21:00,2015-06-02 06:45:00,24.0,857.24,False
Fridge_2015-06-02_07,Fridge,Appliance1,Base,2015-06-02 07:41:00,2015-06-02 08:05:00,24.0,862.17,False
Fridge_2015-06-02_08,Fridge,Appliance1,Base,2015-06-02 09:03:00,2015-06-02 09:26:00,23.0,837.14,False
Fridge_2015-06-02_09,Fridge,Appliance1,Base,2015-06-02 10:24:00,2015-06-02 10:47:00,23.0,836.22,False
Fridge_2015-06-02_10,Fridge,Appliance1,Base,2015-06-02 11:44:00,2015-06-02 12:06:00,22.0,812.28,False
Fridge_2015-06-02_11,Fridge,Appliance1,Base,2015-06-02 12:51:00,2015-06-02 13:14:00,23.0,857.42,False
Fridge_2015-06-02_12,Fridge,Appliance1,Base,2015-06-02 14:03:00,2015-06-02 14:25:00,22.0,792.54,False
Fridge_2015-06-02_13,Fridge,Appliance1,Base,2015-06-02 15:19:00,2015-06-02 15:42:00,23.0,829.72,False
Fridge_2015-06-02_14,Fridge,Appliance1,Base,2015-06-02 16:37:00,2015-06-02 16:59:00,22.0,786.86,False
Fridge_2015-06-02_15,Fridge,Appliance1,Base,2015-06-02 17:54:00,2015-06-02 18:17:00,23.0,834.03,False
Fridge_2015-06-02_16,Fridge,Appliance1,Base,2015-06-02 19:13:00,2015-06-02 19:35:00,22.0,784.89,False
Fridge_2015-06-02_17,Fridge,Appliance1,Base,2015-06-02 20:30:00,2015-06-02 20:52:00,22.0,805.65,False
Fridge_2015-06-02_18,Fridge,Appliance1,Base,2015-06-02 21:47:00,2015-06-02 22:10:00,23.0,814.85,False
Fridge_2015-06-02_19,Fridge,Appliance1,Base,2015-06-02 22:56:00,2015-06-02 23:19:00,23.0,828.88,False
Fridge_2015-06-03_01,Fridge,Appliance1,Base,2015-06-03 00:12:00,2015-06-03 00:37:00,25.0,916.83,False
Fridge_2015-06-03_02,Fridge,Appliance1,Base,2015-06-03 01:22:00,2015-06-03 01:47:00,25.0,964.81,False
Fridge_2015-06-03_03,Fridge,Appliance1,Base,2015-06-03 02:36:00,2015-06-03 03:00:00,24.0,863.0,False
Fridge_2015-06-03_04,Fridge,Appliance1,Base,2015-06-03 03:50:00,2015-06-03 04:13:00,23.0,822.32,False
Fridge_2015-06-03_05,Fridge,Appliance1,Base,2015-06-03 05:02:00,2015-06-03 05:24:00,22.0,824.47,False
Fridge_2015-06-03_06,Fridge,Appliance1,Base,2015-06-03 06:17:00,2015-06-03 06:41:00,24.0,853.47,False
Fridge_2015-06-03_07,Fridge,Appliance1,Base,2015-06-03 07:35:00,2015-06-03 08:00:00,25.0,852.75,False
Fridge_2015-06-03_08,Fridge,Appliance1,Base,2015-06-03 08:56:00,2015-06-03 09:18:00,22.0,804.9,False
Fridge_2015-06-03_09,Fridge,Appliance1,Base,2015-06-03 10:14:00,2015-06-03 10:38:00,24.0,905.31,False
Fridge_2015-06-03_10,Fridge,Appliance1,Base,2015-06-03 11:43:00,2015-06-03 11:55:00,12.0,407.31,False
Fridge_2015-06-03_11,Fridge,Appliance1,Base,2015-06-03 12:49:00,2015-06-03 13:11:00,22.0,798.96,False
Fridge_2015-06-03_12,Fridge,Appliance1,Base,2015-06-03 14:06:00,2015-06-03 14:28:00,22.0,854.42,False
Fridge_2015-06-03_13,Fridge,Appliance1,Base,2015-06-03 15:22:00,2015-06-03 15:44:00,22.0,794.69,False
Fridge_2015-06-03_14,Fridge,Appliance1,Base,2015-06-03 16:39:00,2015-06-03 17:00:00,21.0,789.74,False
Fridge_2015-06-03_15,Fridge,Appliance1,Base,2015-06-03 17:54:00,2015-06-03 18:16:00,22.0,792.57,False
Fridge_2015-06-03_16,Fridge,Appliance1,Base,2015-06-03 18:50:00,2015-06-03 19:14:00,24.0,875.56,False
Fridge_2015-06-03_17,Fridge,Appliance1,Base,2015-06-03 20:00:00,2015-06-03 20:23:00,23.0,806.99,False
Fridge_2015-06-03_18,Fridge,Appliance1,Base,2015-06-03 21:11:00,2015-06-03 21:34:00,23.0,826.72,False
Fridge_2015-06-03_19,Fridge,Appliance1,Base,2015-06-03 22:23:00,2015-06-03 22:49:00,26.0,965.67,False
Fridge_2015-06-03_20,Fridge,Appliance1,Base,2015-06-03 23:32:00,2015-06-03 23:55:00,23.0,827.29,False
Fridge_2015-06-04_01,Fridge,Appliance1,Base,2015-06-04 00:39:00,2015-06-04 01:04:00,25.0,909.01,False
Fridge_2015-06-04_02,Fridge,Appliance1,Base,2015-06-04 01:51:00,2015-06-04 02:15:00,24.0,863.71,False
Fridge_2015-06-04_03,Fridge,Appliance1,Base,2015-06-04 03:04:00,2015-06-04 03:27:00,23.0,827.72,False
Fridge_2015-06-04_04,Fridge,Appliance1,Base,2015-06-04 04:18:00,2015-06-04 04:40:00,22.0,814.91,False
Fridge_2015-06-04_05,Fridge,Appliance1,Base,2015-06-04 05:28:00,2015-06-04 05:53:00,25.0,858.72,False
Fridge_2015-06-04_06,Fridge,Appliance1,Base,2015-06-04 06:45:00,2015-06-04 07:09:00,24.0,848.71,False
Fridge_2015-06-04_07,Fridge,Appliance1,Base,2015-06-04 08:04:00,2015-06-04 08:27:00,23.0,967.64,False
Fridge_2015-06-04_08,Fridge,Appliance1,Base,2015-06-04 09:22:00,2015-06-04 09:45:00,23.0,826.81,False
Fridge_2015-06-04_09,Fridge,Appliance1,Base,2015-06-04 10:41:00,2015-06-04 11:05:00,24.0,892.25,False
Fridge_2015-06-04_10,Fridge,Appliance1,Base,2015-06-04 11:56:00,2015-06-04 12:20:00,24.0,889.21,False
Fridge_2015-06-04_11,Fridge,Appliance1,Base,2015-06-04 13:13:00,2015-06-04 13:36:00,23.0,930.44,False
Fridge_2015-06-04_12,Fridge,Appliance1,Base,2015-06-04 14:22:00,2015-06-04 14:47:00,25.0,870.1,False
Fridge_2015-06-04_13,Fridge,Appliance1,Base,2015-06-04 15:39:00,2015-06-04 16:02:00,23.0,768.02,False
Fridge_2015-06-04_14,Fridge,Appliance1,Base,2015-06-04 16:53:00,2015-06-04 17:16:00,23.0,815.42,False
Fridge_2015-06-04_15,Fridge,Appliance1,Base,2015-06-04 17:44:00,2015-06-04 19:25:00,101.0,16657.55,False
Fridge_2015-06-04_16,Fridge,Appliance1,Base,2015-06-04 20:07:00,2015-06-04 20:32:00,25.0,871.99,False
Fridge_2015-06-04_17,Fridge,Appliance1,Base,2015-06-04 21:17:00,2015-06-04 21:41:00,24.0,854.6,False
Fridge_2015-06-04_18,Fridge,Appliance1,Base,2015-06-04 22:28:00,2015-06-04 22:53:00,25.0,886.86,False
Fridge_2015-06-04_19,Fridge,Appliance1,Base,2015-06-04 23:33:00,2015-06-04 23:55:00,22.0,903.61,False
Fridge_2015-06-05_01,Fridge,Appliance1,Base,2015-06-05 00:38:00,2015-06-05 01:01:00,23.0,855.03,False
Fridge_2015-06-05_02,Fridge,Appliance1,Base,2015-06-05 01:45:00,2015-06-05 02:08:00,23.0,817.92,False
Fridge_2015-06-05_03,Fridge,Appliance1,Base,2015-06-05 02:55:00,2015-06-05 03:18:00,23.0,813.07,False
Fridge_2015-06-05_04,Fridge,Appliance1,Base,2015-06-05 04:06:00,2015-06-05 04:30:00,24.0,847.22,False
Fridge_2015-06-05_05,Fridge,Appliance1,Base,2015-06-05 05:19:00,2015-06-05 05:43:00,24.0,850.35,False
Fridge_2015-06-05_06,Fridge,Appliance1,Base,2015-06-05 06:34:00,2015-06-05 06:57:00,23.0,830.75,False
Fridge_2015-06-05_07,Fridge,Appliance1,Base,2015-06-05 07:49:00,2015-06-05 08:12:00,23.0,856.58,False
Fridge_2015-06-05_08,Fridge,Appliance1,Base,2015-06-05 09:05:00,2015-06-05 09:29:00,24.0,838.29,False
Fridge_2015-06-05_09,Fridge,Appliance1,Base,2015-06-05 10:22:00,2015-06-05 10:44:00,22.0,873.46,False
Fridge_2015-06-05_10,Fridge,Appliance1,Base,2015-06-05 11:37:00,2015-06-05 11:59:00,22.0,799.85,False
Fridge_2015-06-05_11,Fridge,Appliance1,Base,2015-06-05 12:48:00,2015-06-05 13:10:00,22.0,794.74,False
Fridge_2015-06-05_12,Fridge,Appliance1,Base,2015-06-05 14:04:00,2015-06-05 14:26:00,22.0,793.47,False
Fridge_2015-06-05_13,Fridge,Appliance1,Base,2015-06-05 15:20:00,2015-06-05 15:43:00,23.0,821.65,False
Fridge_2015-06-05_14,Fridge,Appliance1,Base,2015-06-05 16:36:00,2015-06-05 16:58:00,22.0,782.31,False
Fridge_2015-06-05_15,Fridge,Appliance1,Base,2015-06-05 17:48:00,2015-06-05 18:10:00,22.0,795.96,False
Fridge_2015-06-05_16,Fridge,Appliance1,Base,2015-06-05 19:01:00,2015-06-05 19:23:00,22.0,767.74,False
Fridge_2015-06-05_17,Fridge,Appliance1,Base,2015-06-05 20:12:00,2015-06-05 20:40:00,28.0,1002.11,False
Fridge_2015-06-05_18,Fridge,Appliance1,Base,2015-06-05 21:17:00,2015-06-05 21:41:00,24.0,852.22,False
Fridge_2015-06-05_19,Fridge,Appliance1,Base,2015-06-05 22:21:00,2015-06-05 22:49:00,28.0,1049.94,False
Fridge_2015-06-05_20,Fridge,Appliance1,Base,2015-06-05 23:28:00,2015-06-05 23:52:00,24.0,893.22,False
Fridge_2015-06-06_01,Fridge,Appliance1,Base,2015-06-06 00:32:00,2015-06-06 00:56:00,24.0,878.65,False
Fridge_2015-06-06_02,Fridge,Appliance1,Base,2015-06-06 01:32:00,2015-06-06 01:57:00,25.0,915.54,False
Fridge_2015-06-06_03,Fridge,Appliance1,Base,2015-06-06 02:37:00,2015-06-06 03:01:00,24.0,869.81,False
