event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Washing_Machine_2014-06-20_02,Washing Machine,2014-06-20 14:03:00,2014-06-20 14:18:00,2014-06-21 06:00:00,2014-06-21 06:15:00,SUCCESS,summer,15.0,1390.84
Washing_Machine_2014-06-22_52,Washing Machine,2014-06-22 14:07:00,2014-06-22 14:24:00,2014-06-23 06:00:00,2014-06-23 06:17:00,SUCCESS,summer,17.0,1801.5
Washing_Machine_2014-06-22_54,Washing Machine,2014-06-22 14:28:00,2014-06-22 14:33:00,2014-06-23 06:17:00,2014-06-23 06:22:00,SUCCESS,summer,5.0,30.1
Washing_Machine_2014-07-02_01,Washing Machine,2014-07-02 16:22:00,2014-07-02 17:58:00,2014-07-03 06:00:00,2014-07-03 07:36:00,SUCCESS,summer,96.0,7739.61
Washing_Machine_2014-07-03_21,Washing Machine,2014-07-03 13:25:00,2014-07-03 14:23:00,2014-07-04 06:00:00,2014-07-04 06:58:00,SUCCESS,summer,58.0,1426.86
Washing_Machine_2014-07-03_22,Washing Machine,2014-07-03 17:57:00,2014-07-03 18:09:00,2014-07-04 06:58:00,2014-07-04 07:10:00,SUCCESS,summer,12.0,1073.87
Washing_Machine_2014-07-07_01,Washing Machine,2014-07-07 14:14:00,2014-07-07 14:27:00,2014-07-08 06:00:00,2014-07-08 06:13:00,SUCCESS,summer,13.0,657.31
Washing_Machine_2014-07-07_02,Washing Machine,2014-07-07 14:28:00,2014-07-07 14:42:00,2014-07-08 06:13:00,2014-07-08 06:27:00,SUCCESS,summer,14.0,941.66
Washing_Machine_2014-07-22_02,Washing Machine,2014-07-22 17:02:00,2014-07-22 17:20:00,2014-07-23 06:00:00,2014-07-23 06:18:00,SUCCESS,summer,18.0,1898.17
Washing_Machine_2014-07-22_04,Washing Machine,2014-07-22 17:26:00,2014-07-22 17:44:00,2014-07-23 06:18:00,2014-07-23 06:36:00,SUCCESS,summer,18.0,1609.7
Washing_Machine_2014-07-29_02,Washing Machine,2014-07-29 14:12:00,2014-07-29 14:28:00,2014-07-30 06:00:00,2014-07-30 06:16:00,SUCCESS,summer,16.0,2090.5
Washing_Machine_2014-07-29_03,Washing Machine,2014-07-29 14:29:00,2014-07-29 14:36:00,2014-07-30 06:16:00,2014-07-30 06:23:00,SUCCESS,summer,7.0,44.55
