appliance_id,appliance_name,month,cost_TOU_D,cost_TOU_D_Base,energy_TOU_D,energy_TOU_D_Base
Appliance1,Fridge,2013-11,3.3709000000000002,4.5727,7.622,7.622
Appliance1,Fridge,2013-12,2.4489,3.3068,5.5134,5.5134
Appliance1,Fridge,2014-01,1.5441,2.0875,3.4791,3.4791
Appliance1,Fridge,2014-03,2.1406,2.8799,4.8002,4.8002
Appliance1,Fridge,2014-04,2.5014,3.3827,5.6394,5.6394
Appliance1,Fridge,2014-05,2.5407,3.4347,5.7246,5.7246
Appliance1,Fridge,2014-06,3.1344,4.1479,6.9164,6.9164
Appliance1,Fridge,2014-07,3.5638,4.7031,7.8401,7.8401
Appliance1,Fridge,2014-08,4.2491,5.653,9.423,9.423
Appliance1,Fridge,2014-09,2.9629,3.9012000000000002,6.502,6.502
Appliance1,Fridge,2014-10,2.5977,3.5147,5.8578,5.8578
Appliance1,Fridge,2014-11,2.6487,3.5633,5.9367,5.9367
Appliance1,Fridge,2014-12,2.5065,3.3735,5.6229,5.6229
Appliance1,Fridge,2015-01,2.334,3.1524,5.253,5.253
Appliance1,Fridge,2015-02,2.1971,2.9615,4.9361,4.9361
Appliance1,Fridge,2015-03,2.0824,2.8104,4.6832,4.6832
Appliance1,Fridge,2015-04,2.277,3.0737,5.1236,5.1236
Appliance1,Fridge,2015-05,0.8825,1.1918,1.986,1.986
Appliance2,Freezer,2013-11,5.0445,6.8328,11.3889,11.3889
Appliance2,Freezer,2013-12,5.5945,7.5803,12.6334,12.6334
Appliance2,Freezer,2014-01,3.7475,5.0813,8.4677,8.4677
Appliance2,Freezer,2014-03,5.3589,7.241,12.0695,12.0695
Appliance2,Freezer,2014-04,7.1255,9.6337,16.0562,16.0562
Appliance2,Freezer,2014-05,7.3927,10.0163,16.6914,16.6914
Appliance2,Freezer,2014-06,8.0189,10.6289,17.715,17.715
Appliance2,Freezer,2014-07,8.8515,11.7104,19.513,19.513
Appliance2,Freezer,2014-08,8.5887,11.4159,19.026,19.026
Appliance2,Freezer,2014-09,7.6797,10.177200000000001,16.9631,16.9631
Appliance2,Freezer,2014-10,7.7928,10.5545,17.5905,17.5905
Appliance2,Freezer,2014-11,6.86,9.2757,15.4597,15.4597
Appliance2,Freezer,2014-12,5.8747,7.959,13.2661,13.2661
Appliance2,Freezer,2015-01,5.8412,7.9118,13.1874,13.1874
Appliance2,Freezer,2015-02,5.3482,7.234,12.0554,12.0554
Appliance2,Freezer,2015-03,6.2435,8.4418,14.0704,14.0704
Appliance2,Freezer,2015-04,6.4134,8.6346,14.3921,14.3921
Appliance2,Freezer,2015-05,2.6455,3.5726,5.9543,5.9543
Appliance3,Dryer,2013-11,1.3668,1.9069,3.1782,3.1782
Appliance3,Dryer,2013-12,2.0488,2.8584,4.764600000000001,4.764600000000001
