event_id,appliance_name,when,season,start_time,end_time,minutes,total_W,total_cost,level_0_minutes,level_0_W,level_0_rate,level_0_cost,level_1_minutes,level_1_W,level_1_rate,level_1_cost
Television_Site_2014-03-09_01,Television Site,original,,2014-03-09 19:05:00,2014-03-09 21:10:00,125,26656.26,0.1332813000000003,0,0.0,0.15,0.0,125,26656.260000000064,0.3,0.1332813000000003
Television_Site_2014-03-13_01,Television Site,original,,2014-03-13 18:16:00,2014-03-13 19:14:00,58,7962.26,0.039811300000000015,0,0.0,0.15,0.0,58,7962.260000000005,0.3,0.039811300000000015
Television_Site_2014-03-14_01,Television Site,original,,2014-03-14 18:52:00,2014-03-14 22:15:00,203,34791.73,0.17395864999999983,0,0.0,0.15,0.0,203,34791.72999999997,0.3,0.17395864999999983
Television_Site_2014-03-17_01,Television Site,original,,2014-03-17 20:19:00,2014-03-17 22:49:00,150,19465.34,0.09732669999999984,0,0.0,0.15,0.0,150,19465.339999999967,0.3,0.09732669999999984
Television_Site_2014-03-23_01,Television Site,original,,2014-03-23 07:41:00,2014-03-23 07:50:00,9,1781.37,0.008906850000000001,0,0.0,0.15,0.0,9,1781.3700000000001,0.3,0.008906850000000001
Television_Site_2014-03-23_02,Television Site,original,,2014-03-23 18:49:00,2014-03-23 22:31:00,222,43555.21,0.21777604999999883,0,0.0,0.15,0.0,222,43555.209999999766,0.3,0.21777604999999883
Television_Site_2014-03-24_01,Television Site,original,,2014-03-24 18:59:00,2014-03-24 22:41:00,222,40925.2,0.20462599999999997,0,0.0,0.15,0.0,222,40925.2,0.3,0.20462599999999997
Television_Site_2014-03-25_01,Television Site,original,,2014-03-25 18:35:00,2014-03-25 22:43:00,248,43517.96,0.2175898000000013,0,0.0,0.15,0.0,248,43517.96000000026,0.3,0.2175898000000013
Television_Site_2014-03-29_01,Television Site,original,,2014-03-29 08:21:00,2014-03-29 10:11:00,110,16252.84,0.08126420000000006,0,0.0,0.15,0.0,110,16252.840000000011,0.3,0.08126420000000006
Television_Site_2014-03-29_02,Television Site,original,,2014-03-29 19:25:00,2014-03-29 22:30:00,185,41118.91,0.20559455000000026,0,0.0,0.15,0.0,185,41118.910000000054,0.3,0.20559455000000026
Television_Site_2014-03-30_01,Television Site,original,,2014-03-30 07:35:00,2014-03-30 10:06:00,151,20920.2,0.1046010000000001,0,0.0,0.15,0.0,151,20920.20000000002,0.3,0.1046010000000001
Television_Site_2014-03-30_02,Television Site,original,,2014-03-30 16:24:00,2014-03-30 17:26:00,62,8953.37,0.04476685000000003,0,0.0,0.15,0.0,62,8953.370000000008,0.3,0.04476685000000003
Television_Site_2014-04-06_01,Television Site,original,,2014-04-06 14:40:00,2014-04-06 14:49:00,9,914.29,0.00457145,0,0.0,0.15,0.0,9,914.29,0.3,0.00457145
Television_Site_2014-04-15_01,Television Site,original,,2014-04-15 09:50:00,2014-04-15 10:19:00,29,3663.11,0.018315550000000007,0,0.0,0.15,0.0,29,3663.1100000000015,0.3,0.018315550000000007
Television_Site_2014-04-19_01,Television Site,original,,2014-04-19 18:31:00,2014-04-19 20:01:00,90,18420.8,0.09210400000000007,0,0.0,0.15,0.0,90,18420.800000000017,0.3,0.09210400000000007
Television_Site_2014-04-20_01,Television Site,original,,2014-04-20 18:17:00,2014-04-20 19:52:00,95,15879.65,0.07939825000000009,0,0.0,0.15,0.0,95,15879.65000000002,0.3,0.07939825000000009
Television_Site_2014-04-30_01,Television Site,original,,2014-04-30 18:20:00,2014-04-30 21:46:00,206,36181.7,0.18090849999999964,0,0.0,0.15,0.0,206,36181.69999999993,0.3,0.18090849999999964
Television_Site_2014-05-05_01,Television Site,original,,2014-05-05 09:51:00,2014-05-05 10:52:00,61,3248.47,0.01624235000000001,0,0.0,0.15,0.0,61,3248.4700000000025,0.3,0.01624235000000001
Television_Site_2014-05-06_01,Television Site,original,,2014-05-06 18:05:00,2014-05-06 21:45:00,220,47949.8,0.23974899999999982,0,0.0,0.15,0.0,220,47949.79999999997,0.3,0.23974899999999982
