event_id,appliance_name,appliance_id,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable
Fridge-Freezer_2013-09-17_01,Fridge-Freezer,Appliance1,Base,2013-09-17 22:08:00,2013-09-17 22:29:00,21.0,1731.66,False
Fridge-Freezer_2013-09-17_02,Fridge-Freezer,Appliance1,Base,2013-09-17 23:16:00,2013-09-17 23:41:00,25.0,2026.49,False
Fridge-Freezer_2013-09-18_01,Fridge-Freezer,Appliance1,Base,2013-09-18 00:35:00,2013-09-18 00:59:00,24.0,2016.89,False
Fridge-Freezer_2013-09-18_02,Fridge-Freezer,Appliance1,Base,2013-09-18 01:57:00,2013-09-18 02:22:00,25.0,2034.72,False
Fridge-Freezer_2013-09-18_03,Fridge-Freezer,Appliance1,Base,2013-09-18 03:25:00,2013-09-18 03:51:00,26.0,2101.56,False
Fridge-Freezer_2013-09-18_04,Fridge-Freezer,Appliance1,Base,2013-09-18 04:56:00,2013-09-18 05:22:00,26.0,2132.35,False
Fridge-Freezer_2013-09-18_05,Fridge-Freezer,Appliance1,Base,2013-09-18 06:26:00,2013-09-18 06:58:00,32.0,2690.33,False
Fridge-Freezer_2013-09-18_06,Fridge-Freezer,Appliance1,Base,2013-09-18 07:45:00,2013-09-18 08:18:00,33.0,2791.86,False
Fridge-Freezer_2013-09-18_07,Fridge-Freezer,Appliance1,Base,2013-09-18 09:23:00,2013-09-18 09:51:00,28.0,2341.2,False
Fridge-Freezer_2013-09-18_08,Fridge-Freezer,Appliance1,Base,2013-09-18 10:57:00,2013-09-18 11:26:00,29.0,2394.68,False
Fridge-Freezer_2013-09-18_09,Fridge-Freezer,Appliance1,Base,2013-09-18 12:34:00,2013-09-18 13:03:00,29.0,2436.92,False
Fridge-Freezer_2013-09-18_10,Fridge-Freezer,Appliance1,Base,2013-09-18 14:10:00,2013-09-18 14:25:00,15.0,1158.02,False
Fridge-Freezer_2013-09-18_11,Fridge-Freezer,Appliance1,Base,2013-09-18 15:02:00,2013-09-18 15:49:00,47.0,4915.75,False
Fridge-Freezer_2013-09-18_12,Fridge-Freezer,Appliance1,Base,2013-09-18 15:57:00,2013-09-18 16:59:00,62.0,5451.76,False
Fridge-Freezer_2013-09-18_13,Fridge-Freezer,Appliance1,Base,2013-09-18 17:43:00,2013-09-18 18:18:00,35.0,2892.17,False
Fridge-Freezer_2013-09-18_14,Fridge-Freezer,Appliance1,Base,2013-09-18 19:16:00,2013-09-18 19:34:00,18.0,1453.65,False
Fridge-Freezer_2013-09-18_15,Fridge-Freezer,Appliance1,Base,2013-09-18 20:18:00,2013-09-18 20:46:00,28.0,2332.17,False
Fridge-Freezer_2013-09-18_16,Fridge-Freezer,Appliance1,Base,2013-09-18 21:35:00,2013-09-18 22:03:00,28.0,2283.14,False
