event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,time_shift_hours,power_profile_points
Washing_Machine_2014-03-08_01,Washing Machine,Appliance2,2014-03-08 21:00:00,2014-03-08 21:47:00,2014-03-09 06:00:00,2014-03-09 06:47:00,47,0.12741210227272726,0.06370605113636363,0.06370605113636363,50.0,9.0,47
Washing_Machine_2014-03-08_02,Washing Machine,Appliance2,2014-03-08 21:49:00,2014-03-08 22:00:00,2014-03-09 06:49:00,2014-03-09 07:00:00,11,0.0009757692307692308,0.0004878846153846154,0.0004878846153846154,50.0,9.0,2
Washing_Machine_2014-03-08_03,Washing Machine,Appliance2,2014-03-08 22:01:00,2014-03-08 22:56:00,2014-03-09 07:01:00,2014-03-09 07:56:00,55,0.03340502333777333,0.02583983111333111,0.00756519222444222,22.64687004690023,9.0,55
Washing_Machine_2014-03-09_01,Washing Machine,Appliance2,2014-03-09 10:02:00,2014-03-09 11:46:00,2014-03-10 06:02:00,2014-03-10 07:46:00,104,0.07885457124819625,0.04626666314935064,0.03258790809884561,41.32659347835975,20.0,104
Washing_Machine_2014-03-09_02,Washing Machine,Appliance2,2014-03-09 15:05:00,2014-03-09 15:35:00,2014-03-09 15:05:00,2014-03-09 15:35:00,30,0.0066526136363636345,0.0066526136363636345,0.0,0.0,0.0,30
Washing_Machine_2014-03-09_03,Washing Machine,Appliance2,2014-03-09 15:36:00,2014-03-09 15:42:00,2014-03-09 15:36:00,2014-03-09 15:42:00,6,0.0022186363636363636,0.0022186363636363636,0.0,0.0,0.0,6
Washing_Machine_2014-03-12_01,Washing Machine,Appliance2,2014-03-12 23:23:00,2014-03-13 01:06:00,2014-03-13 06:08:00,2014-03-13 07:51:00,103,0.06270724467893216,0.04470929265873016,0.017997952020201997,28.701551331673798,6.75,103
Washing_Machine_2014-03-14_01,Washing Machine,Appliance2,2014-03-14 22:27:00,2014-03-15 00:09:00,2014-03-15 06:12:00,2014-03-15 07:54:00,102,0.07461761507936508,0.046223307539682554,0.02839430753968253,38.05308908557539,7.75,102
Washing_Machine_2014-03-16_01,Washing Machine,Appliance2,2014-03-16 00:26:00,2014-03-16 02:16:00,2014-03-16 00:26:00,2014-03-16 02:16:00,110,0.08060981574675327,0.08060981574675327,0.0,0.0,0.0,110
Washing_Machine_2014-03-18_01,Washing Machine,Appliance2,2014-03-18 21:36:00,2014-03-18 23:20:00,2014-03-19 06:06:00,2014-03-19 07:50:00,104,0.07208618199855697,0.043624899711399705,0.028461282287157268,39.48229951716268,8.5,104
Washing_Machine_2014-03-22_01,Washing Machine,Appliance2,2014-03-22 21:27:00,2014-03-22 23:11:00,2014-03-23 06:12:00,2014-03-23 07:56:00,104,0.07629536507936506,0.04704183134920635,0.02925353373015871,38.342478209165364,8.75,104
Washing_Machine_2014-03-26_01,Washing Machine,Appliance2,2014-03-26 00:20:00,2014-03-26 02:04:00,2014-03-26 06:05:00,2014-03-26 07:49:00,104,0.05006545436507937,0.04945363492063495,0.0006118194444444253,1.2220391329778262,5.75,104
Washing_Machine_2014-03-26_02,Washing Machine,Appliance2,2014-03-26 20:32:00,2014-03-26 21:52:00,2014-03-27 06:02:00,2014-03-27 07:22:00,80,0.05873238492063491,0.029366192460317454,0.029366192460317454,50.0,9.5,80
Washing_Machine_2014-03-27_01,Washing Machine,Appliance2,2014-03-27 23:33:00,2014-03-28 01:18:00,2014-03-28 06:03:00,2014-03-28 07:48:00,105,0.061690859397546885,0.04445975928932179,0.017231100108225095,27.931366618164315,6.5,102
Washing_Machine_2014-03-29_02,Washing Machine,Appliance2,2014-03-29 23:22:00,2014-03-29 23:48:00,2014-03-30 06:07:00,2014-03-30 06:33:00,26,0.010129092097044422,0.005064546048522211,0.005064546048522211,50.0,6.75,25
Washing_Machine_2014-03-29_04,Washing Machine,Appliance2,2014-03-29 23:52:00,2014-03-29 23:58:00,2014-03-30 06:37:00,2014-03-30 06:43:00,6,0.0006613116883116882,0.0003306558441558441,0.0003306558441558441,50.0,6.75,6
Washing_Machine_2014-03-29_05,Washing Machine,Appliance2,2014-03-29 23:59:00,2014-03-30 02:01:00,2014-03-29 23:59:00,2014-03-30 02:01:00,122,0.01618421844128094,0.01618421844128094,0.0,0.0,0.0,57
Washing_Machine_2014-03-31_01,Washing Machine,Appliance2,2014-03-31 08:50:00,2014-03-31 10:21:00,2014-04-01 06:05:00,2014-04-01 07:36:00,91,0.06813989034576534,0.034245445172882666,0.033894445172882676,49.742441616636825,21.25,84
Washing_Machine_2014-03-31_02,Washing Machine,Appliance2,2014-03-31 10:22:00,2014-03-31 10:38:00,2014-03-31 10:22:00,2014-03-31 10:38:00,16,0.012228231934731933,0.012228231934731933,0.0,0.0,0.0,14
Washing_Machine_2014-04-01_01,Washing Machine,Appliance2,2014-04-01 23:28:00,2014-04-02 01:18:00,2014-04-01 23:28:00,2014-04-02 01:18:00,110,0.01593619246031746,0.01593619246031746,0.0,0.0,0.0,31
Washing_Machine_2014-04-03_01,Washing Machine,Appliance2,2014-04-03 20:45:00,2014-04-03 22:31:00,2014-04-04 06:00:00,2014-04-04 07:46:00,106,0.05967538293650793,0.03682146527777778,0.022853917658730155,38.29706075459248,9.25,106
Washing_Machine_2014-04-04_01,Washing Machine,Appliance2,2014-04-04 23:38:00,2014-04-05 01:25:00,2014-04-05 06:08:00,2014-04-05 07:55:00,107,0.061598835227272754,0.04748183116883116,0.014117004058441594,22.91764772232466,6.5,107
Washing_Machine_2014-04-06_02,Washing Machine,Appliance2,2014-04-06 20:00:00,2014-04-06 21:44:00,2014-04-07 06:00:00,2014-04-07 07:44:00,104,0.0868966369047619,0.050424262896825396,0.03647237400793651,41.97213529438426,10.0,104
Washing_Machine_2014-04-11_01,Washing Machine,Appliance2,2014-04-11 22:30:00,2014-04-11 22:38:00,2014-04-12 06:00:00,2014-04-12 06:08:00,8,0.0049263611111111105,0.0024631805555555553,0.0024631805555555553,50.0,7.5,8
Washing_Machine_2014-04-11_02,Washing Machine,Appliance2,2014-04-11 22:39:00,2014-04-12 00:15:00,2014-04-12 06:09:00,2014-04-12 07:45:00,96,0.0729018869047619,0.0426683373015873,0.030233549603174606,41.471559772755036,7.5,96
Washing_Machine_2014-04-12_01,Washing Machine,Appliance2,2014-04-12 15:24:00,2014-04-12 15:42:00,2014-04-13 06:09:00,2014-04-13 06:27:00,18,0.010892837301587303,0.005446418650793651,0.005446418650793651,50.0,14.75,18
Washing_Machine_2014-04-12_04,Washing Machine,Appliance2,2014-04-12 15:50:00,2014-04-12 16:23:00,2014-04-13 06:35:00,2014-04-13 07:08:00,33,0.012096988095238095,0.006048494047619047,0.006048494047619047,50.0,14.75,33
Washing_Machine_2014-04-12_05,Washing Machine,Appliance2,2014-04-12 16:24:00,2014-04-12 16:32:00,2014-04-13 07:09:00,2014-04-13 07:17:00,8,0.002134654761904762,0.001067327380952381,0.001067327380952381,50.0,14.75,8
Washing_Machine_2014-04-12_06,Washing Machine,Appliance2,2014-04-12 16:33:00,2014-04-12 16:40:00,2014-04-13 07:18:00,2014-04-13 07:25:00,7,0.0027318333333333335,0.0013659166666666668,0.0013659166666666668,50.0,14.75,7
Washing_Machine_2014-04-13_01,Washing Machine,Appliance2,2014-04-13 14:41:00,2014-04-13 14:53:00,2014-04-14 06:11:00,2014-04-14 06:23:00,12,0.0035444063852813853,0.0017722031926406927,0.0017722031926406927,50.0,15.5,12
Washing_Machine_2014-04-13_02,Washing Machine,Appliance2,2014-04-13 14:54:00,2014-04-13 15:05:00,2014-04-14 06:24:00,2014-04-14 06:35:00,11,0.004398492063492063,0.0021992460317460313,0.0021992460317460313,50.0,15.5,11
