event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost
Tumble_Dryer_2014-03-09_01,Tumble Dryer,original,,2014-03-09 16:57:00,2014-03-09 17:21:00,26,24118.93,0.12059464999999998,0,0.0,0.15,0.0,26,24118.929999999997,0.3,0.12059464999999998,scheduled,,2014-03-10 06:00:00,2014-03-10 06:24:00,26,24118.93,0.06029732499999999,26,24118.929999999997,0.15,0.06029732499999999,0,0.0,0.3,0.0
Tumble_Dryer_2014-03-16_01,Tumble Dryer,original,,2014-03-16 14:20:00,2014-03-16 15:07:00,47,7468.08,0.037340400000000024,0,0.0,0.15,0.0,47,7468.0800000000045,0.3,0.037340400000000024,scheduled,,2014-03-17 06:00:00,2014-03-17 06:47:00,47,7468.08,0.018670200000000012,47,7468.0800000000045,0.15,0.018670200000000012,0,0.0,0.3,0.0
Tumble_Dryer_2014-03-17_01,Tumble Dryer,original,,2014-03-17 16:41:00,2014-03-17 18:06:00,85,71493.3,0.35746649999999963,0,0.0,0.15,0.0,85,71493.29999999992,0.3,0.35746649999999963,scheduled,,2014-03-18 06:00:00,2014-03-18 07:25:00,85,71493.3,0.17873324999999982,85,71493.29999999992,0.15,0.17873324999999982,0,0.0,0.3,0.0
Tumble_Dryer_2014-03-23_01,Tumble Dryer,original,,2014-03-23 16:44:00,2014-03-23 17:15:00,31,29633.5,0.14816749999999992,0,0.0,0.15,0.0,31,29633.499999999985,0.3,0.14816749999999992,scheduled,,2014-03-24 06:00:00,2014-03-24 06:31:00,31,29633.5,0.07408374999999996,31,29633.499999999985,0.15,0.07408374999999996,0,0.0,0.3,0.0
Tumble_Dryer_2014-03-26_01,Tumble Dryer,original,,2014-03-26 15:38:00,2014-03-26 17:31:00,113,53687.25,0.26843625000000076,0,0.0,0.15,0.0,113,53687.25000000016,0.3,0.26843625000000076,scheduled,,2014-03-27 06:00:00,2014-03-27 07:53:00,113,53687.25,0.16153685840707982,90,42759.75663716822,0.15,0.10689939159292054,23,10927.49336283186,0.3,0.05463746681415929
Tumble_Dryer_2014-03-27_01,Tumble Dryer,original,,2014-03-27 10:44:00,2014-03-27 11:31:00,46,6126.82,0.030634100000000004,0,0.0,0.15,0.0,46,6126.8200000000015,0.3,0.030634100000000004,scheduled,,2014-03-28 06:00:00,2014-03-28 06:47:00,46,6126.82,0.015317050000000002,46,6126.8200000000015,0.15,0.015317050000000002,0,0.0,0.3,0.0
Tumble_Dryer_2014-04-01_01,Tumble Dryer,original,,2014-04-01 06:43:00,2014-04-01 08:00:00,76,49540.03,0.17110865624999996,47,30636.59749999998,0.15,0.07659149374999995,29,18903.432500000003,0.3,0.09451716250000002,scheduled,,2014-04-01 06:48:00,2014-04-01 08:05:00,76,49540.03,0.17925668749999996,42,27377.384999999987,0.15,0.06844346249999997,34,22162.644999999997,0.3,0.11081322499999997
Tumble_Dryer_2014-04-03_01,Tumble Dryer,original,,2014-04-03 07:16:00,2014-04-03 07:54:00,41,32321.52,0.13401605853658538,14,11036.616585365851,0.15,0.027591541463414627,27,21284.90341463415,0.3,0.10642451707317076,scheduled,,2014-04-03 07:21:00,2014-04-03 07:59:00,41,32321.52,0.14387018048780495,9,7094.967804878048,0.15,0.01773741951219512,32,25226.552195121963,0.3,0.12613276097560983
Tumble_Dryer_2014-04-05_01,Tumble Dryer,original,,2014-04-05 09:11:00,2014-04-05 11:08:00,117,41576.8,0.20788399999999993,0,0.0,0.15,0.0,117,41576.79999999999,0.3,0.20788399999999993,scheduled,,2014-04-06 06:00:00,2014-04-06 07:57:00,117,41576.8,0.12792861538461525,90,31982.15384615379,0.15,0.07995538461538446,27,9594.646153846159,0.3,0.047973230769230796
Tumble_Dryer_2014-04-06_01,Tumble Dryer,original,,2014-04-06 15:22:00,2014-04-06 16:15:00,53,9381.04,0.046905199999999946,0,0.0,0.15,0.0,53,9381.03999999999,0.3,0.046905199999999946,scheduled,,2014-04-07 06:00:00,2014-04-07 06:53:00,53,9381.04,0.023452599999999973,53,9381.03999999999,0.15,0.023452599999999973,0,0.0,0.3,0.0
