appliance_id,appliance_name,month,cost_TOU_D,cost_TOU_D_Base,energy_TOU_D,energy_TOU_D_Base
Appliance1,Fridge,2013-10,3.2154,4.3521,7.2527,7.2527
Appliance1,Fridge,2013-11,5.4107,7.3237,12.2059,12.2059
Appliance1,Fridge,2013-12,5.0865,6.8986,11.4988,11.4988
Appliance1,Fridge,2014-01,3.4466,4.6673,7.778,7.778
Appliance1,Fridge,2014-03,3.6495,4.94,8.2326,8.2326
Appliance1,Fridge,2014-04,5.1916,7.0218,11.7037,11.7037
Appliance1,Fridge,2014-05,5.4327,7.3486,12.2468,12.2468
Appliance1,Fridge,2014-06,6.4297,8.5769,14.2943,14.2943
Appliance1,Fridge,2014-07,7.8483,10.4218,17.3698,17.3698
Appliance1,Fridge,2014-08,6.1501,8.1668,13.611,13.611
Appliance1,Fridge,2014-09,5.9512,7.9263,13.2104,13.2104
Appliance1,Fridge,2014-10,5.2196,7.0516,11.7522,11.7522
Appliance1,Fridge,2014-11,5.1741,6.9803,11.6344,11.6344
Appliance1,Fridge,2014-12,5.289,7.1472999999999995,11.9128,11.9128
Appliance1,Fridge,2015-01,5.0424,6.8164,11.3597,11.3597
Appliance1,Fridge,2015-02,4.6502,6.3065999999999995,10.5116,10.5116
Appliance1,Fridge,2015-03,3.5907999999999998,4.8536,8.0883,8.0883
Appliance1,Fridge,2015-04,4.7554,6.4243,10.7071,10.7071
Appliance1,Fridge,2015-05,3.8993,5.2672,8.7797,8.7797
Appliance1,Fridge,2015-06,4.2802,5.7084,9.5143,9.5143
Appliance1,Fridge,2015-07,2.3786,3.173,5.2882,5.2882
Appliance2,Chest Freezer,2013-10,3.5631,4.8301,8.0514,8.0514
Appliance2,Chest Freezer,2013-11,3.7411,5.0757,8.4594,8.4594
Appliance2,Chest Freezer,2013-12,4.055,5.4979000000000005,9.1635,9.1635
Appliance2,Chest Freezer,2014-01,3.0878,4.1875,6.9792,6.9792
Appliance2,Chest Freezer,2014-03,3.8689999999999998,5.2422,8.7356,8.7356
Appliance2,Chest Freezer,2014-04,5.1286,6.9471,11.5786,11.5786
Appliance2,Chest Freezer,2014-05,6.0918,8.2561,13.7603,13.7603
Appliance2,Chest Freezer,2014-06,6.6902,8.9323,14.8866,14.8866
Appliance2,Chest Freezer,2014-07,7.2511,9.6807,16.1358,16.1358
Appliance2,Chest Freezer,2014-08,6.5785,8.7906,14.6502,14.6502
Appliance2,Chest Freezer,2014-09,5.8196,7.7357,12.8908,12.8908
Appliance2,Chest Freezer,2014-10,5.1172,6.9343,11.5573,11.5573
Appliance2,Chest Freezer,2014-11,4.5143,6.1129999999999995,10.1876,10.1876
Appliance2,Chest Freezer,2014-12,4.2321,5.7395,9.566,9.566
Appliance2,Chest Freezer,2015-01,4.1776,5.6674,9.4475,9.4475
Appliance2,Chest Freezer,2015-02,3.8004000000000002,5.1613999999999995,8.6043,8.6043
Appliance2,Chest Freezer,2015-03,3.7973,5.1388,8.566,8.566
Appliance2,Chest Freezer,2015-04,4.38,5.9203,9.8657,9.8657
Appliance2,Chest Freezer,2015-05,3.8531,5.2109,8.6867,8.6867
Appliance2,Chest Freezer,2015-06,4.9703,6.6168,11.0276,11.0276
Appliance2,Chest Freezer,2015-07,2.2041,2.9665,4.9442,4.9442
Appliance3,Upright Freezer,2013-10,6.1013,8.2678,13.779,13.779
Appliance3,Upright Freezer,2013-11,8.2344,11.1533,18.5878,18.5878
Appliance3,Upright Freezer,2013-12,8.5441,11.5807,19.301,19.301
Appliance3,Upright Freezer,2014-01,6.3284,8.5729,14.2877,14.2877
Appliance3,Upright Freezer,2014-03,6.7035,9.0843,15.1388,15.1388
Appliance3,Upright Freezer,2014-04,8.6357,11.7081,19.5119,19.5119
Appliance3,Upright Freezer,2014-05,9.2635,12.5488,20.9142,20.9142
Appliance3,Upright Freezer,2014-06,9.9543,13.2655,22.1101,22.1101
Appliance3,Upright Freezer,2014-07,11.4645,15.2154,25.3569,25.3569
Appliance3,Upright Freezer,2014-08,10.0903,13.4796,22.4676,22.4676
Appliance3,Upright Freezer,2014-09,9.1719,12.198,20.3307,20.3307
Appliance3,Upright Freezer,2014-10,9.0774,12.299,20.4988,20.4988
Appliance3,Upright Freezer,2014-11,9.4348,12.7721,21.2876,21.2876
Appliance3,Upright Freezer,2014-12,9.443,12.783,21.3048,21.3048
Appliance3,Upright Freezer,2015-01,9.1999,12.4603,20.7668,20.7668
