appliance_id,appliance_name,month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
Appliance1,Fridge-Freezer,2013-12,4.7035,5.5736,16.3926,16.3926
Appliance1,Fridge-Freezer,2014-01,4.8548,5.7755,16.9909,16.9909
Appliance1,Fridge-Freezer,2014-03,29.845200000000002,35.4531,104.2745,104.2745
Appliance1,Fridge-Freezer,2014-04,3.2511,3.8375,11.2873,11.2873
Appliance1,Fridge-Freezer,2014-05,7.5771,8.9594,26.3512,26.3512
Appliance1,Fridge-Freezer,2014-06,7.6122,9.0121,26.5033,26.5033
Appliance1,Fridge-Freezer,2014-07,8.9112,10.5116,30.9137,30.9137
Appliance1,Fridge-Freezer,2014-08,7.8356,9.2991,27.3466,27.3466
Appliance1,Fridge-Freezer,2014-09,8.6563,10.2463,30.1372,30.1372
Appliance1,Fridge-Freezer,2014-10,8.1137,9.6196,28.2942,28.2942
Appliance1,Fridge-Freezer,2014-11,7.6418,9.101,26.7652,26.7652
Appliance1,Fridge-Freezer,2014-12,7.94,9.4046,27.6625,27.6625
Appliance1,Fridge-Freezer,2015-01,7.9806,9.4577,27.8187,27.8187
Appliance1,Fridge-Freezer,2015-02,6.9364,8.2145,24.158,24.158
Appliance1,Fridge-Freezer,2015-03,7.1409,8.5059,25.0203,25.0203
Appliance1,Fridge-Freezer,2015-04,6.5013,7.7144,22.6944,22.6944
Appliance1,Fridge-Freezer,2015-05,6.0797,7.2037,21.1858,21.1858
Appliance1,Fridge-Freezer,2015-06,6.4324,7.6336,22.4549,22.4549
Appliance1,Fridge-Freezer,2015-07,2.5435,2.9992,8.8223,8.8223
Appliance2,Washer Dryer,2013-12,5.0703,5.3389,15.703,15.703
Appliance2,Washer Dryer,2014-01,7.9488,9.170300000000001,26.9719,26.9719
Appliance2,Washer Dryer,2014-03,1.1633,1.2532999999999999,3.6864,3.6864
Appliance2,Washer Dryer,2014-04,7.4353,8.4361,24.8122,24.8122
Appliance2,Washer Dryer,2014-05,11.0641,12.6225,37.1265,37.1265
Appliance2,Washer Dryer,2014-06,4.2689,4.8483,14.2609,14.2609
Appliance2,Washer Dryer,2014-07,4.0113,4.5536,13.392000000000001,13.392000000000001
Appliance2,Washer Dryer,2014-08,7.1502,8.030100000000001,23.6178,23.6178
Appliance2,Washer Dryer,2014-09,5.037,5.5286,16.2612,16.2612
Appliance2,Washer Dryer,2014-10,8.1506,8.8976,26.17,26.17
Appliance2,Washer Dryer,2014-11,7.8314,8.8958,26.1643,26.1643
Appliance2,Washer Dryer,2014-12,14.2006,16.0855,47.3108,47.3108
Appliance2,Washer Dryer,2015-01,8.5761,9.2632,27.2444,27.2444
Appliance2,Washer Dryer,2015-02,4.7134,5.4735,16.0991,16.0991
Appliance2,Washer Dryer,2015-03,9.0021,10.5285,30.966900000000003,30.966900000000003
Appliance2,Washer Dryer,2015-04,5.7493,6.5415,19.2397,19.2397
Appliance2,Washer Dryer,2015-05,7.8789,8.6975,25.5808,25.5808
Appliance2,Washer Dryer,2015-06,4.2774,4.7308,13.914200000000001,13.914200000000001
Appliance2,Washer Dryer,2015-07,2.1748,2.3545,6.924799999999999,6.924799999999999
Appliance3,Washing Machine,2013-12,1.3654000000000002,1.4519,4.2705,4.2705
Appliance3,Washing Machine,2014-01,2.7028,3.0887000000000002,9.084,9.084
Appliance3,Washing Machine,2014-03,0.8425,0.9038999999999999,2.6585,2.6585
Appliance3,Washing Machine,2014-04,2.2393,2.5082,7.3765,7.3765
Appliance3,Washing Machine,2014-05,4.1597,4.724,13.894400000000001,13.894400000000001
Appliance3,Washing Machine,2014-06,1.938,2.2131,6.5087,6.5087
Appliance3,Washing Machine,2014-07,4.1972,4.6824,13.772499999999999,13.772499999999999
Appliance3,Washing Machine,2014-08,2.3697,2.6574999999999998,7.8159,7.8159
Appliance3,Washing Machine,2014-09,3.3188,3.6426,10.7137,10.7137
Appliance3,Washing Machine,2014-10,2.3103,2.5248,7.4254999999999995,7.4254999999999995
Appliance3,Washing Machine,2014-11,2.9852,3.3323,9.8012,9.8012
Appliance3,Washing Machine,2014-12,5.2746,5.9226,17.4195,17.4195
Appliance3,Washing Machine,2015-01,2.9083,3.1985,9.4072,9.4072
Appliance3,Washing Machine,2015-02,2.4855,2.7676,8.1405,8.1405
Appliance3,Washing Machine,2015-03,3.9119,4.5408,13.3553,13.3553
Appliance3,Washing Machine,2015-04,2.7385,2.9341,8.6299,8.6299
Appliance3,Washing Machine,2015-05,3.2726,3.6068,10.6088,10.6088
Appliance3,Washing Machine,2015-06,2.1654,2.4132,7.0976,7.0976
Appliance3,Washing Machine,2015-07,1.0215,1.0863,3.1952,3.1952
Appliance4,Dishwasher,2013-12,3.9427,4.3515,12.7986,12.7986
Appliance4,Dishwasher,2014-01,7.2762,8.8573,26.0503,26.0503
Appliance4,Dishwasher,2014-03,2.1998,2.621,7.7089,7.7089
Appliance4,Dishwasher,2014-04,5.9176,6.927499999999999,20.3762,20.3762
Appliance4,Dishwasher,2014-05,11.456199999999999,13.4798,39.6461,39.6461
Appliance4,Dishwasher,2014-06,9.6638,11.4254,33.6062,33.6062
Appliance4,Dishwasher,2014-07,11.5938,13.3768,39.3437,39.3437
Appliance4,Dishwasher,2014-08,4.6537,5.4029,15.890500000000001,15.890500000000001
Appliance4,Dishwasher,2014-09,10.4824,12.1639,35.7756,35.7756
Appliance4,Dishwasher,2014-10,8.7093,10.577,31.1083,31.1083
Appliance4,Dishwasher,2014-11,11.1358,13.0355,38.3387,38.3387
Appliance4,Dishwasher,2014-12,12.1826,14.2665,41.9611,41.9611
Appliance4,Dishwasher,2015-01,11.7817,13.508,39.7298,39.7298
Appliance4,Dishwasher,2015-02,10.4199,12.4286,36.5548,36.5548
Appliance4,Dishwasher,2015-03,11.269,13.3416,39.2406,39.2406
Appliance4,Dishwasher,2015-04,8.3401,9.767900000000001,28.7291,28.7291
Appliance4,Dishwasher,2015-05,8.7997,10.0835,29.6582,29.6582
Appliance4,Dishwasher,2015-06,7.3854999999999995,8.7485,25.7317,25.7317
Appliance4,Dishwasher,2015-07,2.5962,2.9733,8.7446,8.7446
Appliance5,Television Site,2013-12,0.9246,1.0736,3.1577,3.1577
Appliance5,Television Site,2014-01,3.4074,4.0411,11.8855,11.8855
Appliance5,Television Site,2014-03,1.0304,1.1868,3.4909,3.4909
Appliance5,Television Site,2014-04,11.487,13.140699999999999,38.649300000000004,38.649300000000004
Appliance5,Television Site,2014-06,8.4894,9.7214,28.5924,28.5924
Appliance5,Television Site,2014-07,10.9375,12.6672,37.2563,37.2563
Appliance5,Television Site,2014-09,2.0749,2.3352,6.8678,6.8678
Appliance5,Television Site,2014-10,4.4629,5.1852,15.2509,15.2509
Appliance5,Television Site,2014-11,16.8125,19.5386,57.4665,57.4665
Appliance5,Television Site,2015-01,1.4714,1.702,5.0056,5.0056
Appliance5,Television Site,2015-02,24.3313,28.3948,83.5138,83.5138
Appliance5,Television Site,2015-06,3.4294000000000002,3.9196,11.5283,11.5283
Appliance5,Television Site,2015-07,0.081,0.0959,0.28200000000000003,0.28200000000000003
Appliance6,Microwave,2013-12,0.1881,0.2007,0.5902000000000001,0.5902000000000001
Appliance6,Microwave,2014-01,0.2089,0.222,0.6527000000000001,0.6527000000000001
Appliance6,Microwave,2014-03,0.0051,0.0066,0.0195,0.0195
Appliance6,Microwave,2014-04,0.0393,0.042800000000000005,0.1257,0.1257
Appliance6,Microwave,2014-05,0.4474,0.4814,1.4158,1.4158
Appliance6,Microwave,2014-06,0.047200000000000006,0.0513,0.1507,0.1507
Appliance6,Microwave,2014-07,0.5356,0.5847,1.7196,1.7196
Appliance6,Microwave,2014-08,0.2039,0.2184,0.6425,0.6425
Appliance6,Microwave,2014-09,0.558,0.5975,1.7577,1.7577
Appliance6,Microwave,2014-10,0.3019,0.32289999999999996,0.9496,0.9496
Appliance6,Microwave,2014-11,0.32799999999999996,0.3524,1.0365,1.0365
Appliance6,Microwave,2014-12,0.451,0.4919,1.4458,1.4458
Appliance6,Microwave,2015-01,0.533,0.5655,1.6631,1.6631
Appliance6,Microwave,2015-02,0.3438,0.36619999999999997,1.077,1.077
Appliance6,Microwave,2015-03,0.2866,0.3075,0.9044,0.9044
Appliance6,Microwave,2015-04,0.247,0.2703,0.7948000000000001,0.7948000000000001
Appliance6,Microwave,2015-05,0.3297,0.3504,1.0306,1.0306
Appliance6,Microwave,2015-06,0.0922,0.0972,0.2858,0.2858
Appliance6,Microwave,2015-07,0.121,0.1268,0.37270000000000003,0.37270000000000003
Appliance7,Kettle,2013-12,2.2819,2.5831,7.5975,7.5975
Appliance7,Kettle,2014-01,3.8325,4.5035,13.2452,13.2452
Appliance7,Kettle,2014-03,1.2353,1.4276,4.1991,4.1991
Appliance7,Kettle,2014-04,2.6393,2.9872,8.7854,8.7854
Appliance7,Kettle,2014-05,6.324,7.1471,21.0194,21.0194
Appliance7,Kettle,2014-06,5.7679,6.5799,19.3519,19.3519
Appliance7,Kettle,2014-07,5.8276,6.6352,19.5154,19.5154
Appliance7,Kettle,2014-08,2.8028,3.2234,9.4805,9.4805
Appliance7,Kettle,2014-09,5.14,5.8932,17.3338,17.3338
Appliance7,Kettle,2014-10,6.0008,6.9989,20.5839,20.5839
Appliance7,Kettle,2014-11,6.5049,7.4703,21.9702,21.9702
Appliance7,Kettle,2014-12,6.9059,7.9621,23.4188,23.4188
Appliance7,Kettle,2015-01,6.167,7.1149000000000004,20.9248,20.9248
Appliance7,Kettle,2015-02,5.5423,6.4024,18.8297,18.8297
Appliance7,Kettle,2015-03,5.5614,6.4465,18.9623,18.9623
Appliance7,Kettle,2015-04,4.7324,5.4271,15.9627,15.9627
Appliance7,Kettle,2015-05,4.9221,5.6277,16.5507,16.5507
Appliance7,Kettle,2015-06,4.3908000000000005,5.0917,14.9755,14.9755
Appliance7,Kettle,2015-07,1.6037,1.852,5.4473,5.4473
Appliance8,Hi-Fi,2013-12,9.8915,11.7324,34.5071,34.5071
Appliance8,Hi-Fi,2014-09,0.9058,1.0719,3.1526,3.1526
Appliance8,Hi-Fi,2014-10,6.3336,7.4961,22.0472,22.0472
Appliance8,Hi-Fi,2015-02,4.5809,5.4297,15.9698,15.9698
Appliance9,Electric Heater,2013-12,1.7689,1.8540999999999999,5.4533000000000005,5.4533000000000005
Appliance9,Electric Heater,2014-01,1.2777,1.4324,4.212899999999999,4.212899999999999
Appliance9,Electric Heater,2014-04,0.7934,0.885,2.6032,2.6032
Appliance9,Electric Heater,2014-05,5.8011,6.5315,19.2102,19.2102
Appliance9,Electric Heater,2014-06,0.729,0.8852,2.6036,2.6036
Appliance9,Electric Heater,2014-07,0.9211,1.1185,3.2898,3.2898
Appliance9,Electric Heater,2014-08,2.9845,3.2904999999999998,9.6777,9.6777
Appliance9,Electric Heater,2014-09,6.1804,6.9936,20.5692,20.5692
Appliance9,Electric Heater,2014-10,2.0684,2.4176,7.1104,7.1104
Appliance9,Electric Heater,2014-11,2.3387,2.614,7.6883,7.6883
Appliance9,Electric Heater,2014-12,3.0271,3.218,9.4647,9.4647
Appliance9,Electric Heater,2015-01,0.0,0.0001,0.0002,0.0002
