event_id,appliance_name,appliance_id,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential
Tumble_Dryer_2014-03-09_01,Tumble Dryer,Appliance2,Shiftable,2014-03-09 16:59:00,2014-03-09 17:25:00,26.0,24118.93,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 26, ""5"": 0}",4,4,4,0.8
Tumble_Dryer_2014-03-09_02,Tumble Dryer,Appliance2,Shiftable,2014-03-09 17:43:00,2014-03-09 19:39:00,116.0,116916.58,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 116, ""5"": 0}",4,4,4,0.8
Tumble_Dryer_2014-03-16_01,Tumble Dryer,Appliance2,Shiftable,2014-03-16 14:16:00,2014-03-16 15:03:00,47.0,7468.08,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 47}",5,5,5,1.0
Tumble_Dryer_2014-03-17_01,Tumble Dryer,Appliance2,Shiftable,2014-03-17 16:38:00,2014-03-17 18:03:00,85.0,71493.3,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 85, ""5"": 0}",4,4,4,0.8
Tumble_Dryer_2014-03-23_01,Tumble Dryer,Appliance2,Shiftable,2014-03-23 16:46:00,2014-03-23 17:17:00,31.0,29633.5,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 31, ""5"": 0}",4,4,4,0.8
Tumble_Dryer_2014-03-26_01,Tumble Dryer,Appliance2,Shiftable,2014-03-26 15:33:00,2014-03-26 17:26:00,113.0,53687.25,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 86, ""5"": 27}",4,5,4,0.8
Tumble_Dryer_2014-03-27_01,Tumble Dryer,Appliance2,Shiftable,2014-03-27 10:46:00,2014-03-27 11:32:00,46.0,6126.82,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 46, ""4"": 0, ""5"": 0}",3,3,3,0.6
Tumble_Dryer_2014-03-27_02,Tumble Dryer,Appliance2,Shiftable,2014-03-27 11:56:00,2014-03-27 12:49:00,53.0,12286.28,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 4, ""4"": 0, ""5"": 49}",5,3,5,1.0
Tumble_Dryer_2014-04-01_01,Tumble Dryer,Appliance2,Shiftable,2014-04-01 06:47:00,2014-04-01 08:03:00,76.0,49540.03,True,"{""0"": 0, ""1"": 73, ""2"": 0, ""3"": 3, ""4"": 0, ""5"": 0}",1,1,3,0.2
Tumble_Dryer_2014-04-03_01,Tumble Dryer,Appliance2,Shiftable,2014-04-03 07:11:00,2014-04-03 07:52:00,41.0,32321.52,True,"{""0"": 0, ""1"": 41, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}",1,1,1,0.2
