event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,duration(min),energy(W)
Tumble_Dryer_2014-03-31_01,Tumble Dryer,2014-03-31 16:50:00,2014-03-31 17:05:00,2014-03-31 20:00:00,2014-03-31 20:15:00,SUCCESS,15.0,6526.47
Tumble_Dryer_2014-03-31_02,Tumble Dryer,2014-03-31 17:07:00,2014-03-31 17:18:00,2014-03-31 20:15:00,2014-03-31 20:26:00,SUCCESS,11.0,2587.0
Tumble_Dryer_2014-03-31_03,Tumble Dryer,2014-03-31 17:19:00,2014-03-31 17:34:00,2014-03-31 20:26:00,2014-03-31 20:41:00,SUCCESS,15.0,1052.36
Tumble_Dryer_2014-06-05_01,Tumble Dryer,2014-06-05 16:08:00,2014-06-05 16:15:00,2014-06-05 20:00:00,2014-06-05 20:07:00,SUCCESS,7.0,1361.56
Tumble_Dryer_2014-06-09_01,Tumble Dryer,2014-06-09 09:30:00,2014-06-09 09:37:00,2014-06-09 13:00:00,2014-06-09 13:07:00,SUCCESS,7.0,6673.78
Tumble_Dryer_2014-07-17_02,Tumble Dryer,2014-07-17 14:42:00,2014-07-17 16:47:00,2014-07-17 14:47:00,2014-07-17 16:52:00,SUCCESS,125.0,1618.76
Tumble_Dryer_2014-11-03_01,Tumble Dryer,2014-11-03 18:03:00,2014-11-03 19:10:00,2014-11-03 20:00:00,2014-11-03 21:07:00,SUCCESS,67.0,136275.01
Tumble_Dryer_2014-12-05_01,Tumble Dryer,2014-12-05 19:12:00,2014-12-05 19:50:00,2014-12-05 20:00:00,2014-12-05 20:38:00,SUCCESS,38.0,81887.48
Tumble_Dryer_2014-12-10_01,Tumble Dryer,2014-12-10 12:41:00,2014-12-10 12:56:00,2014-12-10 13:00:00,2014-12-10 13:15:00,SUCCESS,15.0,35066.41
Tumble_Dryer_2014-12-10_02,Tumble Dryer,2014-12-10 16:40:00,2014-12-10 18:40:00,2014-12-10 20:00:00,2014-12-10 22:00:00,SUCCESS,120.0,232216.87
Tumble_Dryer_2014-12-13_01,Tumble Dryer,2014-12-13 15:59:00,2014-12-13 17:39:00,2014-12-13 20:00:00,2014-12-13 21:40:00,SUCCESS,100.0,190786.38
Tumble_Dryer_2014-12-24_01,Tumble Dryer,2014-12-24 17:11:00,2014-12-24 17:27:00,2014-12-24 20:00:00,2014-12-24 20:16:00,SUCCESS,16.0,34031.6
Tumble_Dryer_2014-12-24_02,Tumble Dryer,2014-12-24 19:43:00,2014-12-24 19:58:00,2014-12-24 20:16:00,2014-12-24 20:31:00,SUCCESS,15.0,31637.71
Tumble_Dryer_2014-12-30_01,Tumble Dryer,2014-12-30 10:43:00,2014-12-30 12:42:00,2014-12-30 13:00:00,2014-12-30 14:59:00,SUCCESS,119.0,197843.21
Tumble_Dryer_2015-01-03_01,Tumble Dryer,2015-01-03 19:21:00,2015-01-03 19:41:00,2015-01-03 20:00:00,2015-01-03 20:20:00,SUCCESS,20.0,41575.84
Tumble_Dryer_2015-01-06_01,Tumble Dryer,2015-01-06 11:23:00,2015-01-06 12:25:00,2015-01-06 13:00:00,2015-01-06 14:02:00,SUCCESS,62.0,93693.69
Tumble_Dryer_2015-01-11_01,Tumble Dryer,2015-01-11 17:27:00,2015-01-11 17:45:00,2015-01-11 20:00:00,2015-01-11 20:18:00,SUCCESS,18.0,36099.98
Tumble_Dryer_2015-01-17_01,Tumble Dryer,2015-01-17 15:37:00,2015-01-17 16:04:00,2015-01-17 15:42:00,2015-01-17 16:09:00,SUCCESS,27.0,53521.6
Tumble_Dryer_2015-01-22_01,Tumble Dryer,2015-01-22 15:19:00,2015-01-22 16:26:00,2015-01-22 15:24:00,2015-01-22 16:31:00,SUCCESS,67.0,136728.02
Tumble_Dryer_2015-01-27_01,Tumble Dryer,2015-01-27 12:45:00,2015-01-27 13:03:00,2015-01-27 13:00:00,2015-01-27 13:18:00,SUCCESS,18.0,35920.93
Tumble_Dryer_2015-01-31_01,Tumble Dryer,2015-01-31 11:16:00,2015-01-31 13:05:00,2015-01-31 13:00:00,2015-01-31 14:49:00,SUCCESS,109.0,168545.36
Tumble_Dryer_2015-02-02_01,Tumble Dryer,2015-02-02 09:30:00,2015-02-02 10:19:00,2015-02-02 13:00:00,2015-02-02 13:49:00,SUCCESS,49.0,81526.3
Tumble_Dryer_2015-02-06_01,Tumble Dryer,2015-02-06 12:56:00,2015-02-06 13:20:00,2015-02-06 13:01:00,2015-02-06 13:25:00,SUCCESS,24.0,47380.5
Tumble_Dryer_2015-02-09_01,Tumble Dryer,2015-02-09 15:40:00,2015-02-09 17:07:00,2015-02-09 15:45:00,2015-02-09 17:12:00,SUCCESS,87.0,173737.18
Tumble_Dryer_2015-02-17_01,Tumble Dryer,2015-02-17 17:40:00,2015-02-17 18:12:00,2015-02-17 20:00:00,2015-02-17 20:32:00,SUCCESS,32.0,63083.82
Tumble_Dryer_2015-02-21_01,Tumble Dryer,2015-02-21 16:23:00,2015-02-21 16:50:00,2015-02-21 20:00:00,2015-02-21 20:27:00,SUCCESS,27.0,52494.06
Tumble_Dryer_2015-02-25_01,Tumble Dryer,2015-02-25 09:01:00,2015-02-25 10:20:00,2015-02-25 13:00:00,2015-02-25 14:19:00,SUCCESS,79.0,155806.82
