event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Magimix_(Blender)_2013-11-21_14,Magimix (Blender),2013-11-21 17:36:00,2013-11-21 18:46:00,2013-11-21 20:00:00,2013-11-21 21:10:00,SUCCESS,winter,70.0,6219.22
Magimix_(Blender)_2013-11-22_10,Magimix (Blender),2013-11-22 20:08:00,2013-11-22 21:20:00,2013-11-22 20:13:00,2013-11-22 21:25:00,SUCCESS,winter,72.0,6416.68
Magimix_(Blender)_2013-11-23_13,Magimix (Blender),2013-11-23 16:16:00,2013-11-23 17:22:00,2013-11-23 16:21:00,2013-11-23 17:27:00,SUCCESS,winter,66.0,5945.59
Magimix_(Blender)_2013-11-24_14,Magimix (Blender),2013-11-24 19:44:00,2013-11-24 21:22:00,2013-11-24 20:00:00,2013-11-24 21:38:00,SUCCESS,winter,98.0,8774.1
Magimix_(Blender)_2013-11-27_12,Magimix (Blender),2013-11-27 13:25:00,2013-11-27 19:46:00,2013-11-27 13:30:00,2013-11-27 19:51:00,SUCCESS,winter,381.0,30155.55
Magimix_(Blender)_2013-11-30_16,Magimix (Blender),2013-11-30 13:08:00,2013-11-30 20:00:00,2013-11-30 13:13:00,2013-11-30 20:05:00,SUCCESS,winter,412.0,32104.97
Magimix_(Blender)_2013-12-03_10,Magimix (Blender),2013-12-03 12:30:00,2013-12-03 18:46:00,2013-12-03 12:35:00,2013-12-03 18:51:00,SUCCESS,winter,376.0,29555.86
Magimix_(Blender)_2013-12-05_10,Magimix (Blender),2013-12-05 12:46:00,2013-12-05 17:41:00,2013-12-05 12:51:00,2013-12-05 17:46:00,SUCCESS,winter,295.0,23435.37
Magimix_(Blender)_2013-12-06_09,Magimix (Blender),2013-12-06 18:12:00,2013-12-06 22:37:00,2013-12-06 18:17:00,2013-12-06 22:42:00,SUCCESS,winter,265.0,21206.65
Magimix_(Blender)_2013-12-09_11,Magimix (Blender),2013-12-09 15:12:00,2013-12-09 22:04:00,2013-12-09 15:17:00,2013-12-09 22:09:00,SUCCESS,winter,412.0,31855.9
Magimix_(Blender)_2013-12-12_01,Magimix (Blender),2013-12-12 12:01:00,2013-12-12 19:35:00,2013-12-12 12:06:00,2013-12-12 19:40:00,SUCCESS,winter,454.0,35296.74
Magimix_(Blender)_2013-12-14_02,Magimix (Blender),2013-12-14 15:43:00,2013-12-14 22:48:00,2013-12-14 15:48:00,2013-12-14 22:53:00,SUCCESS,winter,425.0,32914.05
Magimix_(Blender)_2013-12-15_01,Magimix (Blender),2013-12-15 10:23:00,2013-12-15 17:40:00,2013-12-15 10:28:00,2013-12-15 17:45:00,SUCCESS,winter,437.0,34083.02
Magimix_(Blender)_2013-12-18_01,Magimix (Blender),2013-12-18 15:39:00,2013-12-18 22:22:00,2013-12-18 15:44:00,2013-12-18 22:27:00,SUCCESS,winter,403.0,31916.49
Magimix_(Blender)_2013-12-19_01,Magimix (Blender),2013-12-19 12:45:00,2013-12-19 22:41:00,2013-12-19 12:50:00,2013-12-19 22:46:00,SUCCESS,winter,596.0,45985.69
Magimix_(Blender)_2013-12-20_01,Magimix (Blender),2013-12-20 12:19:00,2013-12-20 22:04:00,2013-12-20 12:24:00,2013-12-20 22:09:00,SUCCESS,winter,585.0,45055.69
Magimix_(Blender)_2013-12-22_01,Magimix (Blender),2013-12-22 11:30:00,2013-12-22 22:44:00,2013-12-22 11:35:00,2013-12-22 22:49:00,SUCCESS,winter,674.0,51764.67
Magimix_(Blender)_2013-12-24_01,Magimix (Blender),2013-12-24 15:01:00,2013-12-24 22:35:00,2013-12-24 15:06:00,2013-12-24 22:40:00,SUCCESS,winter,454.0,35989.46
Magimix_(Blender)_2013-12-25_01,Magimix (Blender),2013-12-25 10:44:00,2013-12-25 17:27:00,2013-12-25 10:49:00,2013-12-25 17:32:00,SUCCESS,winter,403.0,32044.18
Magimix_(Blender)_2013-12-26_02,Magimix (Blender),2013-12-26 16:43:00,2013-12-26 22:07:00,2013-12-26 16:48:00,2013-12-26 22:12:00,SUCCESS,winter,324.0,25974.05
Magimix_(Blender)_2014-01-01_01,Magimix (Blender),2014-01-01 21:43:00,2014-01-01 22:49:00,2014-01-01 21:48:00,2014-01-01 22:54:00,SUCCESS,winter,66.0,6425.83
Magimix_(Blender)_2014-01-03_05,Magimix (Blender),2014-01-03 18:41:00,2014-01-03 19:24:00,2014-01-03 22:00:00,2014-01-03 22:43:00,SUCCESS,winter,43.0,3964.16
Magimix_(Blender)_2014-01-05_05,Magimix (Blender),2014-01-05 20:28:00,2014-01-05 21:13:00,2014-01-05 22:00:00,2014-01-05 22:45:00,SUCCESS,winter,45.0,4222.74
Magimix_(Blender)_2014-01-06_05,Magimix (Blender),2014-01-06 20:27:00,2014-01-06 21:13:00,2014-01-06 22:00:00,2014-01-06 22:46:00,SUCCESS,winter,46.0,4213.48
Magimix_(Blender)_2014-01-07_04,Magimix (Blender),2014-01-07 16:43:00,2014-01-07 20:10:00,2014-01-07 16:48:00,2014-01-07 20:15:00,SUCCESS,winter,207.0,16751.42
