event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,is_shifted,is_low_rate_period,search_start,search_end
Tumble_Dryer_2014-03-31_01,Tumble Dryer,Appliance3,2014-03-31 16:50:00,2014-03-31 17:05:00,2014-04-01 06:05:00,2014-04-01 06:20:00,15,0.03263235912698412,0.01631617956349206,0.01631617956349206,50.0,True,True,2014-03-31 16:50:00,2014-04-01 14:00:00
Tumble_Dryer_2014-06-05_01,Tumble Dryer,Appliance3,2014-06-05 16:08:00,2014-06-05 16:15:00,2014-06-06 06:08:00,2014-06-06 06:15:00,7,0.006807777777777778,0.003403888888888889,0.003403888888888889,50.0,True,True,2014-06-05 16:08:00,2014-06-06 14:00:00
Tumble_Dryer_2014-06-09_01,Tumble Dryer,Appliance3,2014-06-09 09:30:00,2014-06-09 09:37:00,2014-06-10 06:00:00,2014-06-10 06:07:00,7,0.033368875,0.0166844375,0.0166844375,50.0,True,True,2014-06-09 09:30:00,2014-06-10 14:00:00
Tumble_Dryer_2014-07-17_02,Tumble Dryer,Appliance3,2014-07-17 14:42:00,2014-07-17 16:47:00,2014-07-18 06:12:00,2014-07-18 08:17:00,125,0.008093801587301589,0.005629551587301589,0.0024642499999999994,30.44613799115332,True,True,2014-07-17 14:42:00,2014-07-18 14:00:00
Tumble_Dryer_2014-10-27_01,Tumble Dryer,Appliance3,2014-10-27 13:04:00,2014-10-27 14:05:00,2014-10-28 06:04:00,2014-10-28 07:05:00,61,0.0008172222222222223,0.00040861111111111116,0.00040861111111111116,50.0,True,True,2014-10-27 13:04:00,2014-10-28 14:00:00
Tumble_Dryer_2014-11-03_01,Tumble Dryer,Appliance3,2014-11-03 18:03:00,2014-11-03 19:10:00,2014-11-04 06:03:00,2014-11-04 07:10:00,67,0.6813750317460318,0.3406875158730159,0.3406875158730159,50.0,True,True,2014-11-03 18:03:00,2014-11-04 14:00:00
Tumble_Dryer_2014-11-13_01,Tumble Dryer,Appliance3,2014-11-13 14:09:00,2014-11-13 14:26:00,2014-11-14 06:09:00,2014-11-14 06:26:00,17,0.177235625,0.0886178125,0.0886178125,50.0,True,True,2014-11-13 14:09:00,2014-11-14 14:00:00
Tumble_Dryer_2014-12-03_01,Tumble Dryer,Appliance3,2014-12-03 14:13:00,2014-12-03 14:38:00,2014-12-04 06:13:00,2014-12-04 06:38:00,25,0.24974856944444446,0.12487428472222223,0.12487428472222223,50.0,True,True,2014-12-03 14:13:00,2014-12-04 14:00:00
Tumble_Dryer_2014-12-05_01,Tumble Dryer,Appliance3,2014-12-05 19:12:00,2014-12-05 19:50:00,2014-12-06 06:12:00,2014-12-06 06:50:00,38,0.4094374166666666,0.2047187083333333,0.2047187083333333,50.0,True,True,2014-12-05 19:12:00,2014-12-06 14:00:00
Tumble_Dryer_2014-12-10_01,Tumble Dryer,Appliance3,2014-12-10 12:41:00,2014-12-10 12:56:00,2014-12-11 06:11:00,2014-12-11 06:26:00,15,0.1753320436507937,0.08766602182539684,0.08766602182539684,50.0,True,True,2014-12-10 12:41:00,2014-12-11 14:00:00
