event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Washing_Machine_(1)_2014-05-01_02,Washing Machine (1),2014-05-01 18:16:00,2014-05-05 08:11:00,2014-05-02 06:00:00,2014-05-05 19:55:00,SUCCESS,summer,5155.0,117223.25
Washing_Machine_(1)_2014-05-15_01,Washing Machine (1),2014-05-15 10:29:00,2014-05-29 10:18:00,2014-05-16 06:00:00,2014-05-30 05:49:00,SUCCESS,summer,20149.0,165038.5
Washing_Machine_(1)_2014-06-16_01,Washing Machine (1),2014-06-16 14:09:00,2014-06-16 15:47:00,2014-06-17 06:00:00,2014-06-17 07:38:00,SUCCESS,summer,98.0,53196.06
Washing_Machine_(1)_2014-09-30_01,Washing Machine (1),2014-09-30 13:18:00,2014-09-30 15:06:00,2014-09-30 13:23:00,2014-09-30 15:11:00,SUCCESS,summer,108.0,52129.28
Washing_Machine_(2)_2014-06-03_01,Washing Machine (2),2014-06-03 23:06:00,2014-06-03 23:33:00,2014-06-04 06:00:00,2014-06-04 06:27:00,SUCCESS,summer,27.0,569.73
Washing_Machine_(2)_2014-06-27_01,Washing Machine (2),2014-06-27 22:30:00,2014-06-27 22:35:00,2014-06-28 06:00:00,2014-06-28 06:05:00,SUCCESS,summer,5.0,56.0
Washing_Machine_(2)_2014-07-05_01,Washing Machine (2),2014-07-05 16:42:00,2014-07-05 16:55:00,2014-07-06 06:00:00,2014-07-06 06:13:00,SUCCESS,summer,13.0,201.33
Washing_Machine_(2)_2014-07-18_01,Washing Machine (2),2014-07-18 19:43:00,2014-07-18 19:52:00,2014-07-19 06:00:00,2014-07-19 06:09:00,SUCCESS,summer,9.0,67.94
Washing_Machine_(2)_2014-07-22_04,Washing Machine (2),2014-07-22 22:15:00,2014-07-22 22:28:00,2014-07-23 06:00:00,2014-07-23 06:13:00,SUCCESS,summer,13.0,208.0
Washing_Machine_(2)_2014-08-09_03,Washing Machine (2),2014-08-09 14:57:00,2014-08-09 15:02:00,2014-08-10 06:00:00,2014-08-10 06:05:00,SUCCESS,summer,5.0,677.82
Washing_Machine_(2)_2014-09-10_06,Washing Machine (2),2014-09-10 15:45:00,2014-09-10 15:50:00,2014-09-11 06:00:00,2014-09-11 06:05:00,SUCCESS,summer,5.0,754.26
