event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost_reported,optimized_cost_reported,original_cost_calculated,optimized_cost_calculated,cost_savings_calculated,savings_percentage_calculated,is_shifted,original_low_price_power,original_high_price_power,original_missing_minutes,optimized_low_price_power,optimized_high_price_power,optimized_missing_minutes
Dryer_2013-11-04_02,Dryer,Appliance3,2013-11-04 12:08:00,2013-11-04 12:13:00,2013-11-05 00:38:00,2013-11-05 00:43:00,5,0.0006653968253968,0.0003326984126984,0.0006653968253968254,0.0003326984126984127,0.0003326984126984127,50.0,True,0.0,0.13307936507936508,0,0.13307936507936508,0.0,0
Dryer_2013-11-27_01,Dryer,Appliance3,2013-11-27 09:38:00,2013-11-27 09:43:00,2013-11-28 00:38:00,2013-11-28 00:43:00,5,0.0032,0.0016,0.0032,0.0016,0.0016,50.0,True,0.0,0.64,0,0.64,0.0,0
Dryer_2013-11-30_03,Dryer,Appliance3,2013-11-30 07:27:00,2013-11-30 07:33:00,2013-12-01 00:42:00,2013-12-01 00:48:00,6,0.0008935753968253,0.0005515932539682,0.0008935753968253966,0.0005515932539682539,0.0003419821428571427,38.27121293537198,True,0.08384444444444444,0.13679285714285713,0,0.22063730158730158,0.0,0
Dryer_2013-12-08_05,Dryer,Appliance3,2013-12-08 07:36:00,2013-12-08 07:41:00,2013-12-09 00:36:00,2013-12-09 00:41:00,5,0.0010242142857142,0.0005121071428571,0.0010242142857142856,0.0005121071428571428,0.0005121071428571428,50.0,True,0.0,0.20484285714285713,0,0.20484285714285713,0.0,0
Dryer_2013-12-14_07,Dryer,Appliance3,2013-12-14 07:28:00,2013-12-14 07:34:00,2013-12-15 00:43:00,2013-12-15 00:49:00,6,0.0007779305555555,0.0004560902777777,0.0007779305555555555,0.00045609027777777775,0.0003218402777777777,41.37133777293746,True,0.0537,0.1287361111111111,0,0.1824361111111111,0.0,0
Dryer_2013-12-21_05,Dryer,Appliance3,2013-12-21 07:28:00,2013-12-21 07:36:00,2013-12-22 00:43:00,2013-12-22 00:51:00,8,0.0007509642857142,0.0004243214285714,0.0007509642857142858,0.00042432142857142864,0.00032664285714285716,43.496456936319966,True,0.03907142857142857,0.13065714285714286,0,0.16972857142857145,0.0,0
Dryer_2013-12-24_07,Dryer,Appliance3,2013-12-24 07:31:00,2013-12-24 07:37:00,2013-12-25 00:31:00,2013-12-25 00:37:00,6,0.001393875,0.0006969375,0.001393875,0.0006969375,0.0006969375,50.0,True,0.0,0.278775,0,0.278775,0.0,0
Dryer_2013-12-31_01,Dryer,Appliance3,2013-12-31 06:58:00,2013-12-31 07:31:00,2014-01-01 00:43:00,2014-01-01 01:16:00,33,0.075356623015873,0.0753086865079365,0.07535662301587302,0.07530868650793651,4.793650793651072e-05,0.06361286641840816,True,30.104300000000006,0.019174603174603174,0,30.12347460317461,0.0,0
Dryer_2014-01-08_03,Dryer,Appliance3,2014-01-08 07:33:00,2014-01-08 07:42:00,2014-01-09 00:33:00,2014-01-09 00:42:00,9,0.0011927539682539,0.0005963769841269,0.001192753968253968,0.000596376984126984,0.000596376984126984,50.0,True,0.0,0.23855079365079365,0,0.23855079365079365,0.0,0
Dryer_2014-01-15_01,Dryer,Appliance3,2014-01-15 17:28:00,2014-01-15 17:48:00,2014-01-16 00:43:00,2014-01-16 01:03:00,20,0.0283428571428571,0.0141714285714285,0.028342857142857145,0.014171428571428573,0.014171428571428573,50.0,True,0.0,5.66857142857143,8,5.66857142857143,0.0,8
Dryer_2014-03-12_01,Dryer,Appliance3,2014-03-12 10:24:00,2014-03-12 10:30:00,2014-03-13 00:39:00,2014-03-13 00:45:00,6,0.0007235,0.00036175,0.0007235,0.00036175,0.00036175,50.0,True,0.0,0.14470000000000002,0,0.14470000000000002,0.0,0
Dryer_2014-03-21_05,Dryer,Appliance3,2014-03-21 07:27:00,2014-03-21 07:33:00,2014-03-22 00:42:00,2014-03-22 00:48:00,6,0.0008455555555555,0.0005927777777777,0.0008455555555555556,0.0005927777777777777,0.0002527777777777779,29.894875164257567,True,0.136,0.10111111111111112,0,0.23711111111111113,0.0,0
