event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,is_shifted
Dryer_2013-11-04_02,Dryer,Appliance3,2013-11-04 12:08:00,2013-11-04 12:13:00,2013-11-05 00:38:00,2013-11-05 00:43:00,5,0.0006653968253968254,0.0003326984126984127,0.0003326984126984127,50.0,True
Dryer_2013-11-27_01,Dryer,Appliance3,2013-11-27 09:38:00,2013-11-27 09:43:00,2013-11-28 00:38:00,2013-11-28 00:43:00,5,0.0032,0.0016,0.0016,50.0,True
Dryer_2013-11-30_03,Dryer,Appliance3,2013-11-30 07:27:00,2013-11-30 07:33:00,2013-12-01 00:42:00,2013-12-01 00:48:00,6,0.0008935753968253966,0.0005515932539682539,0.0003419821428571427,38.27121293537198,True
Dryer_2013-12-08_05,Dryer,Appliance3,2013-12-08 07:36:00,2013-12-08 07:41:00,2013-12-09 00:36:00,2013-12-09 00:41:00,5,0.0010242142857142856,0.0005121071428571428,0.0005121071428571428,50.0,True
Dryer_2013-12-14_07,Dryer,Appliance3,2013-12-14 07:28:00,2013-12-14 07:34:00,2013-12-15 00:43:00,2013-12-15 00:49:00,6,0.0007779305555555555,0.00045609027777777775,0.0003218402777777777,41.37133777293746,True
Dryer_2013-12-21_05,Dryer,Appliance3,2013-12-21 07:28:00,2013-12-21 07:36:00,2013-12-22 00:43:00,2013-12-22 00:51:00,8,0.0007509642857142857,0.00042432142857142864,0.00032664285714285705,43.49645693631996,True
Dryer_2013-12-24_07,Dryer,Appliance3,2013-12-24 07:31:00,2013-12-24 07:37:00,2013-12-25 00:31:00,2013-12-25 00:37:00,6,0.0013938750000000001,0.0006969375000000001,0.0006969375000000001,50.0,True
Dryer_2013-12-31_01,Dryer,Appliance3,2013-12-31 06:58:00,2013-12-31 07:31:00,2014-01-01 00:43:00,2014-01-01 01:16:00,33,0.07535662301587302,0.07530868650793651,4.793650793651072e-05,0.06361286641840816,True
Dryer_2014-01-08_03,Dryer,Appliance3,2014-01-08 07:33:00,2014-01-08 07:42:00,2014-01-09 00:33:00,2014-01-09 00:42:00,9,0.0011927539682539678,0.0005963769841269839,0.0005963769841269839,50.0,True
Dryer_2014-01-15_01,Dryer,Appliance3,2014-01-15 17:28:00,2014-01-15 17:48:00,2014-01-16 00:43:00,2014-01-16 01:03:00,20,0.028342857142857145,0.014171428571428573,0.014171428571428573,50.0,True
Dryer_2014-03-12_01,Dryer,Appliance3,2014-03-12 10:24:00,2014-03-12 10:30:00,2014-03-13 00:39:00,2014-03-13 00:45:00,6,0.0007235,0.00036175,0.00036175,50.0,True
Dryer_2014-03-21_05,Dryer,Appliance3,2014-03-21 07:27:00,2014-03-21 07:33:00,2014-03-22 00:42:00,2014-03-22 00:48:00,6,0.0008455555555555556,0.0005927777777777778,0.00025277777777777777,29.894875164257556,True
Dryer_2014-04-03_01,Dryer,Appliance3,2014-04-03 18:40:00,2014-04-03 18:53:00,2014-04-04 00:40:00,2014-04-04 00:53:00,13,0.016091428571428572,0.008045714285714286,0.008045714285714286,50.0,True
Dryer_2014-04-10_01,Dryer,Appliance3,2014-04-10 18:51:00,2014-04-10 18:57:00,2014-04-11 00:36:00,2014-04-11 00:42:00,6,0.006765714285714286,0.003382857142857143,0.003382857142857143,50.0,True
Dryer_2014-04-12_13,Dryer,Appliance3,2014-04-12 20:03:00,2014-04-12 20:24:00,2014-04-13 00:33:00,2014-04-13 00:54:00,21,0.012933818181818182,0.006466909090909091,0.006466909090909091,50.0,True
Dryer_2014-04-20_01,Dryer,Appliance3,2014-04-20 00:20:00,2014-04-20 00:55:00,2014-04-20 00:35:00,2014-04-20 01:10:00,35,0.12661725000000001,0.08860256944444447,0.03801468055555554,30.02330295086612,True
Dryer_2014-04-25_01,Dryer,Appliance3,2014-04-25 08:23:00,2014-04-25 08:28:00,2014-04-26 00:38:00,2014-04-26 00:43:00,5,0.018120666666666667,0.009060333333333333,0.009060333333333333,50.0,True
Dryer_2014-05-17_01,Dryer,Appliance3,2014-05-17 07:25:00,2014-05-17 08:41:00,2014-05-18 00:40:00,2014-05-18 01:56:00,76,0.014971250000000016,0.007734732142857151,0.007236517857142865,48.336096566037284,True
Dryer_2014-05-25_01,Dryer,Appliance3,2014-05-25 18:12:00,2014-05-25 18:22:00,2014-05-26 00:42:00,2014-05-26 00:52:00,10,0.0007133333333333333,0.00035666666666666664,0.00035666666666666664,50.0,True
Dryer_2014-06-03_01,Dryer,Appliance3,2014-06-03 00:25:00,2014-06-03 01:00:00,2014-06-03 00:40:00,2014-06-03 01:15:00,35,0.10671060515873015,0.08914068849206347,0.017569916666666685,16.465014550832827,True
Dryer_2014-08-16_01,Dryer,Appliance3,2014-08-16 06:56:00,2014-08-16 07:31:00,2014-08-17 00:41:00,2014-08-17 01:16:00,35,0.0917440238095238,0.0915467738095238,0.00019725000000000992,0.21500038019864318,True
Dryer_2014-10-04_01,Dryer,Appliance3,2014-10-04 06:45:00,2014-10-04 07:40:00,2014-10-05 00:30:00,2014-10-05 01:25:00,55,0.07917937499999998,0.07853254464285715,0.0006468303571428302,0.8169177353860527,True
Dryer_2014-10-11_06,Dryer,Appliance3,2014-10-11 07:40:00,2014-10-11 07:48:00,2014-10-12 00:40:00,2014-10-12 00:48:00,8,0.0009144642857142856,0.0004572321428571428,0.0004572321428571428,50.0,True
Dryer_2014-10-14_01,Dryer,Appliance3,2014-10-14 06:54:00,2014-10-14 07:31:00,2014-10-15 00:39:00,2014-10-15 01:16:00,37,0.12211329861111113,0.12206038194444446,5.291666666666639e-05,0.043334073576365977,True
Dryer_2014-10-18_01,Dryer,Appliance3,2014-10-18 06:52:00,2014-10-18 07:39:00,2014-10-19 00:37:00,2014-10-19 01:24:00,47,0.08916330257936507,0.08861916567460315,0.0005441369047619188,0.6102700203119749,True
Dryer_2014-10-22_01,Dryer,Appliance3,2014-10-22 07:30:00,2014-10-22 08:07:00,2014-10-23 00:30:00,2014-10-23 01:07:00,37,0.20516942460317458,0.10258471230158729,0.10258471230158729,50.0,True
Dryer_2014-11-06_03,Dryer,Appliance3,2014-11-06 07:31:00,2014-11-06 07:40:00,2014-11-07 00:31:00,2014-11-07 00:40:00,9,0.0012874305555555553,0.0006437152777777777,0.0006437152777777777,50.0,True
Dryer_2014-11-07_03,Dryer,Appliance3,2014-11-07 07:23:00,2014-11-07 07:31:00,2014-11-08 00:38:00,2014-11-08 00:46:00,8,0.000489890873015873,0.00043627976190476186,5.3611111111111155e-05,10.943480285939945,True
Dryer_2015-01-04_01,Dryer,Appliance3,2015-01-04 07:36:00,2015-01-04 08:12:00,2015-01-05 00:36:00,2015-01-05 01:12:00,36,0.25441378174603174,0.12720689087301587,0.12720689087301587,50.0,True
Dryer_2015-02-26_04,Dryer,Appliance3,2015-02-26 07:02:00,2015-02-26 07:32:00,2015-02-27 00:32:00,2015-02-27 01:02:00,30,0.06986625694444444,0.06972472916666667,0.00014152777777777514,0.20256957216172863,True
Dryer_2015-04-10_02,Dryer,Appliance3,2015-04-10 07:21:00,2015-04-10 07:31:00,2015-04-11 00:36:00,2015-04-11 00:46:00,10,0.0011485119047619048,0.0009972271825396824,0.00015128472222222236,13.172238058218893,True
Dryer_2015-05-06_01,Dryer,Appliance3,2015-05-06 07:11:00,2015-05-06 07:36:00,2015-05-07 00:41:00,2015-05-07 01:06:00,25,0.075262875,0.07312556944444445,0.002137305555555552,2.839787286302246,True
Dryer_2015-05-10_03,Dryer,Appliance3,2015-05-10 07:36:00,2015-05-10 07:45:00,2015-05-11 00:36:00,2015-05-11 00:45:00,9,0.0008899781746031744,0.0004449890873015872,0.0004449890873015872,50.0,True
