event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost_reported,optimized_cost_reported,original_cost_calculated,optimized_cost_calculated,cost_savings_calculated,savings_percentage_calculated,is_shifted,original_low_price_power,original_high_price_power,original_missing_minutes,optimized_low_price_power,optimized_high_price_power,optimized_missing_minutes
Dishwasher_2013-09-26_01,Dishwasher,Appliance5,2013-09-26 08:07:00,2013-09-26 09:20:00,2013-09-27 06:07:00,2013-09-27 07:20:00,73,0.3642566984126982,0.1821283492063491,0.3642566984126983,0.18212834920634915,0.18212834920634915,50.0,True,0.0,72.85133968253967,4,72.85133968253967,0.0,4
Dishwasher_2013-09-28_03,Dishwasher,Appliance5,2013-09-28 18:56:00,2013-09-28 20:10:00,2013-09-29 06:11:00,2013-09-29 07:25:00,74,0.4150601805555556,0.2075300902777778,0.41506018055555566,0.20753009027777783,0.20753009027777783,50.0,True,0.0,83.01203611111113,0,83.01203611111113,0.0,0
Dishwasher_2013-09-30_01,Dishwasher,Appliance5,2013-09-30 07:03:00,2013-09-30 08:15:00,2013-10-01 06:03:00,2013-10-01 07:15:00,72,0.3192483552350427,0.2032176949786324,0.31924835523504275,0.20321769497863246,0.11603066025641029,36.3449516195578,True,34.87481388888889,46.4122641025641,4,81.28707799145299,0.0,4
Dishwasher_2013-10-23_01,Dishwasher,Appliance5,2013-10-23 09:24:00,2013-10-23 10:50:00,2013-10-24 06:09:00,2013-10-24 07:35:00,86,0.3557412976190476,0.1778731488095238,0.3557412976190476,0.17787314880952382,0.17786814880952379,49.9992972421204,True,0.0,71.14825952380954,42,71.14725952380954,0.001,42
Dishwasher_2013-10-24_01,Dishwasher,Appliance5,2013-10-24 14:07:00,2013-10-24 15:20:00,2013-10-25 06:07:00,2013-10-25 07:20:00,73,0.2577712478354977,0.1288856239177488,0.25777124783549776,0.12888562391774888,0.12888562391774888,50.0,True,0.0,51.55424956709959,39,51.55424956709959,0.0,39
Dishwasher_2013-10-26_01,Dishwasher,Appliance5,2013-10-26 14:13:00,2013-10-26 15:23:00,2013-10-27 06:13:00,2013-10-27 07:23:00,70,0.3486995218253968,0.1743497609126984,0.3486995218253968,0.1743497609126984,0.1743497609126984,50.0,True,0.0,69.73990436507938,26,69.73990436507938,0.0,26
Dishwasher_2013-10-28_01,Dishwasher,Appliance5,2013-10-28 10:18:00,2013-10-28 11:24:00,2013-10-29 06:03:00,2013-10-29 07:09:00,66,0.1732202481962482,0.0866101240981241,0.17322024819624823,0.08661012409812412,0.08661012409812412,50.0,True,0.0,34.64404963924964,22,34.64404963924964,0.0,22
Dishwasher_2013-10-29_01,Dishwasher,Appliance5,2013-10-29 09:55:00,2013-10-29 11:08:00,2013-10-30 06:10:00,2013-10-30 07:23:00,73,0.2536930873015872,0.1268465436507936,0.25369308730158724,0.12684654365079362,0.12684654365079362,50.0,True,0.0,50.73861746031747,19,50.73861746031747,0.0,19
Dishwasher_2013-10-31_01,Dishwasher,Appliance5,2013-10-31 09:02:00,2013-10-31 10:15:00,2013-11-01 06:02:00,2013-11-01 07:15:00,73,0.4290051089466089,0.2145025544733044,0.4290051089466089,0.21450255447330446,0.21450255447330446,50.0,True,0.0,85.8010217893218,3,85.8010217893218,0.0,3
Dishwasher_2013-11-01_01,Dishwasher,Appliance5,2013-11-01 16:17:00,2013-11-01 16:52:00,2013-11-02 06:02:00,2013-11-02 06:37:00,35,0.2418971385281385,0.1209485692640692,0.24189713852813852,0.12094856926406926,0.12094856926406926,50.0,True,0.0,48.37942770562771,0,48.37942770562771,0.0,0
Dishwasher_2013-11-03_01,Dishwasher,Appliance5,2013-11-03 07:55:00,2013-11-03 09:12:00,2013-11-04 06:10:00,2013-11-04 07:27:00,77,0.4055893648989899,0.2027946824494949,0.40558936489899,0.202794682449495,0.202794682449495,50.0,True,0.0,81.11787297979795,6,81.11787297979795,0.0,6
Dishwasher_2013-11-05_01,Dishwasher,Appliance5,2013-11-05 08:52:00,2013-11-05 09:15:00,2013-11-06 06:07:00,2013-11-06 06:30:00,23,0.0007320277777777,0.0003660138888888,0.0007320277777777776,0.0003660138888888888,0.0003660138888888888,50.0,True,0.0,0.14640555555555557,0,0.14640555555555557,0.0,0
Dishwasher_2013-11-06_01,Dishwasher,Appliance5,2013-11-06 08:51:00,2013-11-06 10:06:00,2013-11-07 06:06:00,2013-11-07 07:21:00,75,0.4412021051587301,0.220601052579365,0.44120210515873015,0.22060105257936508,0.22060105257936508,50.0,True,0.0,88.24042103174601,2,88.24042103174601,0.0,2
Dishwasher_2013-11-10_01,Dishwasher,Appliance5,2013-11-10 11:17:00,2013-11-10 12:35:00,2013-11-11 06:02:00,2013-11-11 07:20:00,78,0.1662421428571428,0.0831210714285714,0.16624214285714284,0.08312107142857142,0.08312107142857142,50.0,True,0.0,33.248428571428576,26,33.248428571428576,0.0,26
Dishwasher_2013-11-11_01,Dishwasher,Appliance5,2013-11-11 07:26:00,2013-11-11 08:40:00,2013-11-12 06:11:00,2013-11-12 07:25:00,74,0.4391359285714284,0.2200058392857141,0.4391359285714284,0.22000583928571424,0.21913008928571417,49.900287138557644,True,0.3503,87.6520357142857,0,88.0023357142857,0.0,0
Dishwasher_2013-11-12_01,Dishwasher,Appliance5,2013-11-12 12:19:00,2013-11-12 13:31:00,2013-11-13 06:04:00,2013-11-13 07:16:00,72,0.0221916289682539,0.0110958144841269,0.022191628968253965,0.011095814484126982,0.011095814484126982,50.0,True,0.0,4.438325793650793,36,4.438325793650793,0.0,36
Dishwasher_2013-11-14_01,Dishwasher,Appliance5,2013-11-14 08:46:00,2013-11-14 10:00:00,2013-11-15 06:01:00,2013-11-15 07:15:00,74,0.429177242063492,0.214588621031746,0.4291772420634919,0.21458862103174595,0.21458862103174595,50.0,True,0.0,85.83544841269841,4,85.83544841269841,0.0,4
